14
# Circuit board instance
Size: small
Nodes: 14
0.000000 40.000000 40.000000 56.568542 29.342928 31.659285 34.007594 36.381668 38.776775 34.736377 36.125661 37.635278 39.251345 40.961265 
40.000000 0.000000 56.568542 40.000000 18.367489 16.597215 15.049042 13.797934 12.930410 36.849167 35.399274 34.077256 32.898530 31.878997 
40.000000 56.568542 0.000000 40.000000 38.219276 40.025191 41.907303 43.855802 45.862227 20.862267 23.101552 25.397488 27.736012 30.107200 
56.568542 40.000000 40.000000 0.000000 30.611603 29.583326 28.743335 28.108515 27.692980 24.217337 21.948278 19.745320 17.633252 15.648920 
29.342928 18.367489 38.219276 30.611603 0.000000 2.540000 5.080000 7.620000 10.160000 19.102332 18.124440 17.464098 17.158011 17.225073 
31.659285 16.597215 40.025191 29.583326 2.540000 0.000000 2.540000 5.080000 7.620000 20.352054 19.102332 18.124440 17.464098 17.158011 
34.007594 15.049042 41.907303 28.743335 5.080000 2.540000 0.000000 2.540000 5.080000 21.826962 20.352054 19.102332 18.124440 17.464098 
36.381668 13.797934 43.855802 28.108515 7.620000 5.080000 2.540000 0.000000 2.540000 23.484669 21.826962 20.352054 19.102332 18.124440 
38.776775 12.930410 45.862227 27.692980 10.160000 7.620000 5.080000 2.540000 0.000000 25.289252 23.484669 21.826962 20.352054 19.102332 
34.736377 36.849167 20.862267 24.217337 19.102332 20.352054 21.826962 23.484669 25.289252 0.000000 2.540000 5.080000 7.620000 10.160000 
36.125661 35.399274 23.101552 21.948278 18.124440 19.102332 20.352054 21.826962 23.484669 2.540000 0.000000 2.540000 5.080000 7.620000 
37.635278 34.077256 25.397488 19.745320 17.464098 18.124440 19.102332 20.352054 21.826962 5.080000 2.540000 0.000000 2.540000 5.080000 
39.251345 32.898530 27.736012 17.633252 17.158011 17.464098 18.124440 19.102332 20.352054 7.620000 5.080000 2.540000 0.000000 2.540000 
40.961265 31.878997 30.107200 15.648920 17.225073 17.158011 17.464098 18.124440 19.102332 10.160000 7.620000 5.080000 2.540000 0.000000 
