20
# Circuit board instance
Size: small
Nodes: 20
0.000000 40.000000 40.000000 56.568542 30.746026 31.792554 32.854842 33.931410 33.927472 34.878671 35.849628 36.838781 17.422163 18.444357 19.495708 20.571747 20.914028 21.772898 22.670409 23.602152 
40.000000 0.000000 56.568542 40.000000 33.591638 34.552084 35.531967 36.529722 30.459044 31.515103 32.586437 33.671588 32.445005 33.005165 33.604006 34.239500 27.931043 28.579813 29.269336 29.996803 
40.000000 56.568542 0.000000 40.000000 23.124718 22.329374 21.579506 20.880016 27.212273 26.539709 25.911973 25.332396 28.277308 27.104772 25.941415 24.788529 30.552756 29.470892 28.404609 27.355729 
56.568542 40.000000 40.000000 0.000000 26.792399 26.109021 25.470672 24.880818 22.741765 21.932538 21.168618 20.455081 39.354196 38.520323 37.710789 36.927195 35.724187 34.803449 33.905286 33.031538 
30.746026 33.591638 23.124718 26.792399 0.000000 1.270000 2.540000 3.810000 5.080000 5.236344 5.679613 6.350000 13.360548 12.301680 11.286462 10.327773 11.507398 10.259010 9.016661 7.783242 
31.792554 34.552084 22.329374 26.109021 1.270000 0.000000 1.270000 2.540000 5.236344 5.080000 5.236344 5.679613 14.453476 13.360548 12.301680 11.286462 12.760052 11.507398 10.259010 9.016661 
32.854842 35.531967 21.579506 25.470672 2.540000 1.270000 0.000000 1.270000 5.679613 5.236344 5.080000 5.236344 15.573294 14.453476 13.360548 12.301680 14.015828 12.760052 11.507398 10.259010 
33.931410 36.529722 20.880016 24.880818 3.810000 2.540000 1.270000 0.000000 6.350000 5.679613 5.236344 5.080000 16.714598 15.573294 14.453476 13.360548 15.273957 14.015828 12.760052 11.507398 
33.927472 30.459044 27.212273 22.741765 5.080000 5.236344 5.679613 6.350000 0.000000 1.270000 2.540000 3.810000 16.619299 15.780627 15.002702 14.295445 13.360548 12.301680 11.286462 10.327773 
34.878671 31.515103 26.539709 21.932538 5.236344 5.080000 5.236344 5.679613 1.270000 0.000000 1.270000 2.540000 17.509992 16.619299 15.780627 15.002702 14.453476 13.360548 12.301680 11.286462 
35.849628 32.586437 25.911973 21.168618 5.679613 5.236344 5.080000 5.236344 2.540000 1.270000 0.000000 1.270000 18.445171 17.509992 16.619299 15.780627 15.573294 14.453476 13.360548 12.301680 
36.838781 33.671588 25.332396 20.455081 6.350000 5.679613 5.236344 5.080000 3.810000 2.540000 1.270000 0.000000 19.418410 18.445171 17.509992 16.619299 16.714598 15.573294 14.453476 13.360548 
17.422163 32.445005 28.277308 39.354196 13.360548 14.453476 15.573294 16.714598 16.619299 17.509992 18.445171 19.418410 0.000000 1.270000 2.540000 3.810000 5.080000 5.236344 5.679613 6.350000 
18.444357 33.005165 27.104772 38.520323 12.301680 13.360548 14.453476 15.573294 15.780627 16.619299 17.509992 18.445171 1.270000 0.000000 1.270000 2.540000 5.236344 5.080000 5.236344 5.679613 
19.495708 33.604006 25.941415 37.710789 11.286462 12.301680 13.360548 14.453476 15.002702 15.780627 16.619299 17.509992 2.540000 1.270000 0.000000 1.270000 5.679613 5.236344 5.080000 5.236344 
20.571747 34.239500 24.788529 36.927195 10.327773 11.286462 12.301680 13.360548 14.295445 15.002702 15.780627 16.619299 3.810000 2.540000 1.270000 0.000000 6.350000 5.679613 5.236344 5.080000 
20.914028 27.931043 30.552756 35.724187 11.507398 12.760052 14.015828 15.273957 13.360548 14.453476 15.573294 16.714598 5.080000 5.236344 5.679613 6.350000 0.000000 1.270000 2.540000 3.810000 
21.772898 28.579813 29.470892 34.803449 10.259010 11.507398 12.760052 14.015828 12.301680 13.360548 14.453476 15.573294 5.236344 5.080000 5.236344 5.679613 1.270000 0.000000 1.270000 2.540000 
22.670409 29.269336 28.404609 33.905286 9.016661 10.259010 11.507398 12.760052 11.286462 12.301680 13.360548 14.453476 5.679613 5.236344 5.080000 5.236344 2.540000 1.270000 0.000000 1.270000 
23.602152 29.996803 27.355729 33.031538 7.783242 9.016661 10.259010 11.507398 10.327773 11.286462 12.301680 13.360548 6.350000 5.679613 5.236344 5.080000 3.810000 2.540000 1.270000 0.000000 
