14
# Circuit board instance
Size: small
Nodes: 14
0.000000 40.000000 40.000000 56.568542 33.029720 35.189511 37.397114 39.644544 41.925395 34.213088 35.721709 37.342320 39.060982 40.865328 
40.000000 0.000000 56.568542 40.000000 21.731517 20.405835 19.324611 18.530684 18.061980 34.794216 33.360794 32.064792 30.923493 29.954584 
40.000000 56.568542 0.000000 40.000000 35.438140 37.459325 39.540404 41.672403 43.847897 22.836449 25.040138 27.302323 29.609599 31.952200 
56.568542 40.000000 40.000000 0.000000 25.241993 24.110111 23.202154 22.545191 22.161555 23.698216 21.538583 19.470976 17.527989 15.755797 
33.029720 21.731517 35.438140 25.241993 0.000000 2.540000 5.080000 7.620000 10.160000 13.089291 11.659631 10.652119 10.192717 10.354638 
35.189511 20.405835 37.459325 24.110111 2.540000 0.000000 2.540000 5.080000 7.620000 14.819423 13.089291 11.659631 10.652119 10.192717 
37.397114 19.324611 39.540404 23.202154 5.080000 2.540000 0.000000 2.540000 5.080000 16.757215 14.819423 13.089291 11.659631 10.652119 
39.644544 18.530684 41.672403 22.545191 7.620000 5.080000 2.540000 0.000000 2.540000 18.838695 16.757215 14.819423 13.089291 11.659631 
41.925395 18.061980 43.847897 22.161555 10.160000 7.620000 5.080000 2.540000 0.000000 21.021222 18.838695 16.757215 14.819423 13.089291 
34.213088 34.794216 22.836449 23.698216 13.089291 14.819423 16.757215 18.838695 21.021222 0.000000 2.540000 5.080000 7.620000 10.160000 
35.721709 33.360794 25.040138 21.538583 11.659631 13.089291 14.819423 16.757215 18.838695 2.540000 0.000000 2.540000 5.080000 7.620000 
37.342320 32.064792 27.302323 19.470976 10.652119 11.659631 13.089291 14.819423 16.757215 5.080000 2.540000 0.000000 2.540000 5.080000 
39.060982 30.923493 29.609599 17.527989 10.192717 10.652119 11.659631 13.089291 14.819423 7.620000 5.080000 2.540000 0.000000 2.540000 
40.865328 29.954584 31.952200 15.755797 10.354638 10.192717 10.652119 11.659631 13.089291 10.160000 7.620000 5.080000 2.540000 0.000000 
