14
# Circuit board instance
Size: small
Nodes: 14
0.000000 40.000000 40.000000 56.568542 37.559715 39.549446 41.599139 43.700357 45.846017 46.626298 48.246400 49.943185 51.709105 53.537319 
40.000000 0.000000 56.568542 40.000000 26.384980 25.424272 24.688526 24.198268 23.968568 38.145582 37.491184 36.999939 36.678403 36.531059 
40.000000 56.568542 0.000000 40.000000 33.085086 35.327743 37.608232 39.920070 42.258112 29.194598 31.717944 34.243752 36.771516 39.300857 
56.568542 40.000000 40.000000 0.000000 19.495074 18.173728 17.129333 16.414839 16.074297 11.549817 9.159787 6.878104 4.859849 3.582059 
37.559715 26.384980 33.085086 19.495074 0.000000 2.540000 5.080000 7.620000 10.160000 12.569842 12.834697 13.577967 14.727394 16.196736 
39.549446 25.424272 35.327743 18.173728 2.540000 0.000000 2.540000 5.080000 7.620000 12.813102 12.569842 12.834697 13.577967 14.727394 
41.599139 24.688526 37.608232 17.129333 5.080000 2.540000 0.000000 2.540000 5.080000 13.537114 12.813102 12.569842 12.834697 13.577967 
43.700357 24.198268 39.920070 16.414839 7.620000 5.080000 2.540000 0.000000 2.540000 14.670873 13.537114 12.813102 12.569842 12.834697 
45.846017 23.968568 42.258112 16.074297 10.160000 7.620000 5.080000 2.540000 0.000000 16.128198 14.670873 13.537114 12.813102 12.569842 
46.626298 38.145582 29.194598 11.549817 12.569842 12.813102 13.537114 14.670873 16.128198 0.000000 2.540000 5.080000 7.620000 10.160000 
48.246400 37.491184 31.717944 9.159787 12.834697 12.569842 12.813102 13.537114 14.670873 2.540000 0.000000 2.540000 5.080000 7.620000 
49.943185 36.999939 34.243752 6.878104 13.577967 12.834697 12.569842 12.813102 13.537114 5.080000 2.540000 0.000000 2.540000 5.080000 
51.709105 36.678403 36.771516 4.859849 14.727394 13.577967 12.834697 12.569842 12.813102 7.620000 5.080000 2.540000 0.000000 2.540000 
53.537319 36.531059 39.300857 3.582059 16.196736 14.727394 13.577967 12.834697 12.569842 10.160000 7.620000 5.080000 2.540000 0.000000 
