17
# Circuit board instance
Size: small
Nodes: 17
0.000000 40.000000 40.000000 56.568542 34.047446 35.270642 36.497034 37.726313 35.773403 36.939490 38.112220 39.290997 13.331419 15.659737 18.045255 20.467981 22.916119 
40.000000 0.000000 56.568542 40.000000 44.872582 45.807622 46.758460 47.724153 41.565086 42.572831 43.594281 44.628494 28.571393 26.088794 23.618404 21.164499 18.733560 
40.000000 56.568542 0.000000 40.000000 11.810636 11.076131 10.444906 9.936660 16.124481 15.594500 15.152683 14.806923 36.277233 37.195944 38.261496 39.461996 40.785529 
56.568542 40.000000 40.000000 0.000000 31.524771 31.257011 31.038945 30.871626 26.606746 26.288942 26.029288 25.829538 44.211259 42.648986 41.184219 39.827715 38.590895 
34.047446 44.872582 11.810636 31.524771 0.000000 1.270000 2.540000 3.810000 5.080000 5.236344 5.679613 6.350000 27.110044 27.479164 28.074145 28.881032 29.882663 
35.270642 45.807622 11.076131 31.257011 1.270000 0.000000 1.270000 2.540000 5.236344 5.080000 5.236344 5.679613 28.374027 28.726911 29.296562 30.070665 31.033925 
36.497034 46.758460 10.444906 31.038945 2.540000 1.270000 0.000000 1.270000 5.679613 5.236344 5.080000 5.236344 29.638525 29.976526 30.522865 31.266622 32.194118 
37.726313 47.724153 9.936660 30.871626 3.810000 2.540000 1.270000 0.000000 6.350000 5.679613 5.236344 5.080000 30.903474 31.227787 31.752603 32.468203 33.362310 
35.773403 41.565086 16.124481 26.606746 5.080000 5.236344 5.679613 6.350000 0.000000 1.270000 2.540000 3.810000 27.080697 26.976058 27.110044 27.479164 28.074145 
36.939490 42.572831 15.594500 26.288942 5.236344 5.080000 5.236344 5.679613 1.270000 0.000000 1.270000 2.540000 28.345989 28.246038 28.374027 28.726911 29.296562 
38.112220 43.594281 15.152683 26.029288 5.679613 5.236344 5.080000 5.236344 2.540000 1.270000 0.000000 1.270000 29.611684 29.516019 29.638525 29.976526 30.522865 
39.290997 44.628494 14.806923 25.829538 6.350000 5.679613 5.236344 5.080000 3.810000 2.540000 1.270000 0.000000 30.877733 30.786002 30.903474 31.227787 31.752603 
13.331419 28.571393 36.277233 44.211259 27.110044 28.374027 29.638525 30.903474 27.080697 28.345989 29.611684 30.877733 0.000000 2.540000 5.080000 7.620000 10.160000 
15.659737 26.088794 37.195944 42.648986 27.479164 28.726911 29.976526 31.227787 26.976058 28.246038 29.516019 30.786002 2.540000 0.000000 2.540000 5.080000 7.620000 
18.045255 23.618404 38.261496 41.184219 28.074145 29.296562 30.522865 31.752603 27.110044 28.374027 29.638525 30.903474 5.080000 2.540000 0.000000 2.540000 5.080000 
20.467981 21.164499 39.461996 39.827715 28.881032 30.070665 31.266622 32.468203 27.479164 28.726911 29.976526 31.227787 7.620000 5.080000 2.540000 0.000000 2.540000 
22.916119 18.733560 40.785529 38.590895 29.882663 31.033925 32.194118 33.362310 28.074145 29.296562 30.522865 31.752603 10.160000 7.620000 5.080000 2.540000 0.000000 
