19
# Circuit board instance
Size: small
Nodes: 19
0.000000 65.000000 65.000000 91.923882 47.019745 49.169616 51.355126 53.571915 55.816256 32.294444 34.138085 36.066463 38.066704 40.128061 53.380486 55.518659 57.689426 59.889243 62.115024 
65.000000 0.000000 91.923882 65.000000 36.179631 34.431968 32.788082 31.264347 29.879152 47.945365 45.727845 43.545571 41.404117 39.310155 35.790214 34.403264 33.153174 32.055960 31.127791 
65.000000 91.923882 0.000000 65.000000 55.744270 57.569248 59.446751 61.371959 63.340522 47.956678 49.217078 50.573725 52.019091 53.545991 57.049532 59.055011 61.100268 63.181440 65.295093 
91.923882 65.000000 65.000000 0.000000 46.963102 45.630337 44.402990 43.290030 42.300484 59.629439 57.861453 56.152726 54.508832 52.935812 41.062297 39.859220 38.785382 37.851783 37.069020 
47.019745 36.179631 55.744270 46.963102 0.000000 2.540000 5.080000 7.620000 10.160000 16.827693 14.328498 11.846675 9.395995 7.009206 6.370631 8.549095 10.885417 13.296646 15.748412 
49.169616 34.431968 57.569248 45.630337 2.540000 0.000000 2.540000 5.080000 7.620000 19.337523 16.827693 14.328498 11.846675 9.395995 4.581055 6.370631 8.549095 10.885417 13.296646 
51.355126 32.788082 59.446751 44.402990 5.080000 2.540000 0.000000 2.540000 5.080000 21.854326 19.337523 16.827693 14.328498 11.846675 3.780262 4.581055 6.370631 8.549095 10.885417 
53.571915 31.264347 61.371959 43.290030 7.620000 5.080000 2.540000 0.000000 2.540000 24.375942 21.854326 19.337523 16.827693 14.328498 4.527461 3.780262 4.581055 6.370631 8.549095 
55.816256 29.879152 63.340522 42.300484 10.160000 7.620000 5.080000 2.540000 0.000000 26.901017 24.375942 21.854326 19.337523 16.827693 6.293538 4.527461 3.780262 4.581055 6.370631 
32.294444 47.945365 47.956678 59.629439 16.827693 19.337523 21.854326 24.375942 26.901017 0.000000 2.540000 5.080000 7.620000 10.160000 22.692295 25.134823 27.594955 30.068372 32.552046 
34.138085 45.727845 49.217078 57.861453 14.328498 16.827693 19.337523 21.854326 24.375942 2.540000 0.000000 2.540000 5.080000 7.620000 20.273737 22.692295 25.134823 27.594955 30.068372 
36.066463 43.545571 50.573725 56.152726 11.846675 14.328498 16.827693 19.337523 21.854326 5.080000 2.540000 0.000000 2.540000 5.080000 17.888873 20.273737 22.692295 25.134823 27.594955 
38.066704 41.404117 52.019091 54.508832 9.395995 11.846675 14.328498 16.827693 19.337523 7.620000 5.080000 2.540000 0.000000 2.540000 15.553209 17.888873 20.273737 22.692295 25.134823 
40.128061 39.310155 53.545991 52.935812 7.009206 9.395995 11.846675 14.328498 16.827693 10.160000 7.620000 5.080000 2.540000 0.000000 13.292708 15.553209 17.888873 20.273737 22.692295 
53.380486 35.790214 57.049532 41.062297 6.370631 4.581055 3.780262 4.527461 6.293538 22.692295 20.273737 17.888873 15.553209 13.292708 0.000000 2.540000 5.080000 7.620000 10.160000 
55.518659 34.403264 59.055011 39.859220 8.549095 6.370631 4.581055 3.780262 4.527461 25.134823 22.692295 20.273737 17.888873 15.553209 2.540000 0.000000 2.540000 5.080000 7.620000 
57.689426 33.153174 61.100268 38.785382 10.885417 8.549095 6.370631 4.581055 3.780262 27.594955 25.134823 22.692295 20.273737 17.888873 5.080000 2.540000 0.000000 2.540000 5.080000 
59.889243 32.055960 63.181440 37.851783 13.296646 10.885417 8.549095 6.370631 4.581055 30.068372 27.594955 25.134823 22.692295 20.273737 7.620000 5.080000 2.540000 0.000000 2.540000 
62.115024 31.127791 65.295093 37.069020 15.748412 13.296646 10.885417 8.549095 6.370631 32.552046 30.068372 27.594955 25.134823 22.692295 10.160000 7.620000 5.080000 2.540000 0.000000 
