14
# Circuit board instance
Size: small
Nodes: 14
0.000000 40.000000 40.000000 56.568542 32.337399 34.247443 36.234936 38.287818 40.396122 31.364137 31.550187 31.937795 32.519754 33.285871 
40.000000 0.000000 56.568542 40.000000 27.285020 25.854446 24.603569 23.561027 22.755475 50.009745 48.057048 46.161546 44.330576 42.572465 
40.000000 56.568542 0.000000 40.000000 29.855186 31.914137 34.038146 36.215767 38.437890 8.714501 9.362038 10.595102 12.237967 14.148593 
56.568542 40.000000 40.000000 0.000000 24.291914 22.673269 21.235827 20.018660 19.064008 39.915011 37.439462 34.973157 32.518201 30.077371 
32.337399 27.285020 29.855186 24.291914 0.000000 2.540000 5.080000 7.620000 10.160000 24.604823 22.279455 20.006352 17.805543 15.707443 
34.247443 25.854446 31.914137 22.673269 2.540000 0.000000 2.540000 5.080000 7.620000 26.968939 24.604823 22.279455 20.006352 17.805543 
36.234936 24.603569 34.038146 21.235827 5.080000 2.540000 0.000000 2.540000 5.080000 29.362447 26.968939 24.604823 22.279455 20.006352 
38.287818 23.561027 36.215767 20.018660 7.620000 5.080000 2.540000 0.000000 2.540000 31.778705 29.362447 26.968939 24.604823 22.279455 
40.396122 22.755475 38.437890 19.064008 10.160000 7.620000 5.080000 2.540000 0.000000 34.212893 31.778705 29.362447 26.968939 24.604823 
31.364137 50.009745 8.714501 39.915011 24.604823 26.968939 29.362447 31.778705 34.212893 0.000000 2.540000 5.080000 7.620000 10.160000 
31.550187 48.057048 9.362038 37.439462 22.279455 24.604823 26.968939 29.362447 31.778705 2.540000 0.000000 2.540000 5.080000 7.620000 
31.937795 46.161546 10.595102 34.973157 20.006352 22.279455 24.604823 26.968939 29.362447 5.080000 2.540000 0.000000 2.540000 5.080000 
32.519754 44.330576 12.237967 32.518201 17.805543 20.006352 22.279455 24.604823 26.968939 7.620000 5.080000 2.540000 0.000000 2.540000 
33.285871 42.572465 14.148593 30.077371 15.707443 17.805543 20.006352 22.279455 24.604823 10.160000 7.620000 5.080000 2.540000 0.000000 
