19
# Circuit board instance
Size: small
Nodes: 19
0.000000 65.000000 65.000000 91.923882 76.759682 78.294384 79.880383 81.514684 83.194442 54.466828 55.990217 57.585386 59.246537 60.968277 63.148076 63.802615 64.550532 65.388622 66.313466 
65.000000 0.000000 91.923882 65.000000 64.750093 64.033869 63.411367 62.885369 62.458315 55.232574 53.746687 52.341939 51.025034 49.802939 79.065484 77.487064 75.960796 74.489887 73.077679 
65.000000 91.923882 0.000000 65.000000 45.687411 48.221379 50.755949 53.291037 55.826571 38.053824 40.204012 42.397345 44.627462 46.889114 15.529630 18.007323 20.500273 23.003519 25.514031 
91.923882 65.000000 65.000000 0.000000 19.694299 17.193813 14.706877 12.241751 9.814881 39.141992 37.015734 34.944768 32.939525 31.012755 50.048384 47.515629 44.983691 42.452717 39.922889 
76.759682 64.750093 45.687411 19.694299 0.000000 2.540000 5.080000 7.620000 10.160000 22.304175 20.838308 19.593293 18.613499 17.942430 30.489021 27.949320 25.409678 22.870116 20.330664 
78.294384 64.033869 48.221379 17.193813 2.540000 0.000000 2.540000 5.080000 7.620000 23.950378 22.304175 20.838308 19.593293 18.613499 33.028769 30.489021 27.949320 25.409678 22.870116 
79.880383 63.411367 50.755949 14.706877 5.080000 2.540000 0.000000 2.540000 5.080000 25.742342 23.950378 22.304175 20.838308 19.593293 35.568552 33.028769 30.489021 27.949320 25.409678 
81.514684 62.885369 53.291037 12.241751 7.620000 5.080000 2.540000 0.000000 2.540000 27.651743 25.742342 23.950378 22.304175 20.838308 38.108364 35.568552 33.028769 30.489021 27.949320 
83.194442 62.458315 55.826571 9.814881 10.160000 7.620000 5.080000 2.540000 0.000000 29.655908 27.651743 25.742342 23.950378 22.304175 40.648200 38.108364 35.568552 33.028769 30.489021 
54.466828 55.232574 38.053824 39.141992 22.304175 23.950378 25.742342 27.651743 29.655908 0.000000 2.540000 5.080000 7.620000 10.160000 23.975827 22.273687 20.743605 19.426281 18.367548 
55.990217 53.746687 40.204012 37.015734 20.838308 22.304175 23.950378 25.742342 27.651743 2.540000 0.000000 2.540000 5.080000 7.620000 25.816016 23.975827 22.273687 20.743605 19.426281 
57.585386 52.341939 42.397345 34.944768 19.593293 20.838308 22.304175 23.950378 25.742342 5.080000 2.540000 0.000000 2.540000 5.080000 27.766819 25.816016 23.975827 22.273687 20.743605 
59.246537 51.025034 44.627462 32.939525 18.613499 19.593293 20.838308 22.304175 23.950378 7.620000 5.080000 2.540000 0.000000 2.540000 29.806526 27.766819 25.816016 23.975827 22.273687 
60.968277 49.802939 46.889114 31.012755 17.942430 18.613499 19.593293 20.838308 22.304175 10.160000 7.620000 5.080000 2.540000 0.000000 31.918098 29.806526 27.766819 25.816016 23.975827 
63.148076 79.065484 15.529630 50.048384 30.489021 33.028769 35.568552 38.108364 40.648200 23.975827 25.816016 27.766819 29.806526 31.918098 0.000000 2.540000 5.080000 7.620000 10.160000 
63.802615 77.487064 18.007323 47.515629 27.949320 30.489021 33.028769 35.568552 38.108364 22.273687 23.975827 25.816016 27.766819 29.806526 2.540000 0.000000 2.540000 5.080000 7.620000 
64.550532 75.960796 20.500273 44.983691 25.409678 27.949320 30.489021 33.028769 35.568552 20.743605 22.273687 23.975827 25.816016 27.766819 5.080000 2.540000 0.000000 2.540000 5.080000 
65.388622 74.489887 23.003519 42.452717 22.870116 25.409678 27.949320 30.489021 33.028769 19.426281 20.743605 22.273687 23.975827 25.816016 7.620000 5.080000 2.540000 0.000000 2.540000 
66.313466 73.077679 25.514031 39.922889 20.330664 22.870116 25.409678 27.949320 30.489021 18.367548 19.426281 20.743605 22.273687 23.975827 10.160000 7.620000 5.080000 2.540000 0.000000 
