19
# Circuit board instance
Size: small
Nodes: 19
0.000000 65.000000 65.000000 91.923882 72.630410 74.061410 75.550722 77.094967 78.690911 47.525888 49.960963 52.406001 54.859668 57.320857 12.519718 15.048640 17.580756 20.114860 22.650286 
65.000000 0.000000 91.923882 65.000000 65.524130 64.599749 63.763208 63.018006 62.367416 23.956707 21.934258 20.030046 18.281056 16.736023 52.561541 50.022333 47.483210 44.944186 42.405279 
65.000000 91.923882 0.000000 65.000000 40.294215 42.819852 45.347093 47.875685 50.405424 68.424194 70.137423 71.899577 73.707147 75.556872 64.925153 65.459864 66.087935 66.806735 67.613369 
91.923882 65.000000 65.000000 0.000000 25.334935 22.838014 20.351758 17.880615 15.431848 54.745631 53.891298 53.144737 52.510545 51.992834 82.590846 80.998556 79.455569 77.964813 76.529340 
72.630410 65.524130 40.294215 25.334935 0.000000 2.540000 5.080000 7.620000 10.160000 47.040444 47.399650 47.891059 48.510653 49.253594 65.415045 64.384641 63.439255 62.582740 61.818791 
74.061410 64.599749 42.819852 22.838014 2.540000 0.000000 2.540000 5.080000 7.620000 46.816482 47.040444 47.399650 47.891059 48.510653 66.526517 65.415045 64.384641 63.439255 62.582740 
75.550722 63.763208 45.347093 20.351758 5.080000 2.540000 0.000000 2.540000 5.080000 46.729711 46.816482 47.040444 47.399650 47.891059 67.715065 66.526517 65.415045 64.384641 63.439255 
77.094967 63.018006 47.875685 17.880615 7.620000 5.080000 2.540000 0.000000 2.540000 46.780894 46.729711 46.816482 47.040444 47.399650 68.976704 67.715065 66.526517 65.415045 64.384641 
78.690911 62.367416 50.405424 15.431848 10.160000 7.620000 5.080000 2.540000 0.000000 46.969578 46.780894 46.729711 46.816482 47.040444 70.307501 68.976704 67.715065 66.526517 65.415045 
47.525888 23.956707 68.424194 54.745631 47.040444 46.816482 46.729711 46.780894 46.969578 0.000000 2.540000 5.080000 7.620000 10.160000 35.321892 32.960855 30.628470 28.331811 26.080320 
49.960963 21.934258 70.137423 53.891298 47.399650 47.040444 46.816482 46.729711 46.780894 2.540000 0.000000 2.540000 5.080000 7.620000 37.706197 35.321892 32.960855 30.628470 28.331811 
52.406001 20.030046 71.899577 53.144737 47.891059 47.399650 47.040444 46.816482 46.729711 5.080000 2.540000 0.000000 2.540000 5.080000 40.109621 37.706197 35.321892 32.960855 30.628470 
54.859668 18.281056 73.707147 52.510545 48.510653 47.891059 47.399650 47.040444 46.816482 7.620000 5.080000 2.540000 0.000000 2.540000 42.528924 40.109621 37.706197 35.321892 32.960855 
57.320857 16.736023 75.556872 51.992834 49.253594 48.510653 47.891059 47.399650 47.040444 10.160000 7.620000 5.080000 2.540000 0.000000 44.961541 42.528924 40.109621 37.706197 35.321892 
12.519718 52.561541 64.925153 82.590846 65.415045 66.526517 67.715065 68.976704 70.307501 35.321892 37.706197 40.109621 42.528924 44.961541 0.000000 2.540000 5.080000 7.620000 10.160000 
15.048640 50.022333 65.459864 80.998556 64.384641 65.415045 66.526517 67.715065 68.976704 32.960855 35.321892 37.706197 40.109621 42.528924 2.540000 0.000000 2.540000 5.080000 7.620000 
17.580756 47.483210 66.087935 79.455569 63.439255 64.384641 65.415045 66.526517 67.715065 30.628470 32.960855 35.321892 37.706197 40.109621 5.080000 2.540000 0.000000 2.540000 5.080000 
20.114860 44.944186 66.806735 77.964813 62.582740 63.439255 64.384641 65.415045 66.526517 28.331811 30.628470 32.960855 35.321892 37.706197 7.620000 5.080000 2.540000 0.000000 2.540000 
22.650286 42.405279 67.613369 76.529340 61.818791 62.582740 63.439255 64.384641 65.415045 26.080320 28.331811 30.628470 32.960855 35.321892 10.160000 7.620000 5.080000 2.540000 0.000000 
