17
# Circuit board instance
Size: small
Nodes: 17
0.000000 40.000000 40.000000 56.568542 25.825539 26.427215 27.075131 27.766050 30.437806 30.949947 31.504988 32.100703 36.919461 37.281946 37.811950 38.502556 39.345309 
40.000000 0.000000 56.568542 40.000000 20.660084 21.407436 22.202327 23.039838 16.731426 17.645959 18.602282 19.594278 51.391379 49.646458 47.972605 46.377517 44.869595 
40.000000 56.568542 0.000000 40.000000 36.435512 35.459636 34.502910 33.566972 39.837772 38.947238 38.078240 37.232287 5.204959 7.347684 9.684448 12.103380 14.563594 
56.568542 40.000000 40.000000 0.000000 32.976160 31.894614 30.827446 29.776202 30.668040 29.501999 28.344893 27.197864 36.126429 33.597853 31.071141 28.546787 26.025478 
25.825539 20.660084 36.435512 32.976160 0.000000 1.270000 2.540000 3.810000 5.080000 5.236344 5.679613 6.350000 31.352217 29.883286 28.565071 27.419317 26.468431 
26.427215 21.407436 35.459636 31.894614 1.270000 0.000000 1.270000 2.540000 5.236344 5.080000 5.236344 5.679613 30.351016 28.831119 27.462446 26.268643 25.274503 
27.075131 22.202327 34.502910 30.827446 2.540000 1.270000 0.000000 1.270000 5.679613 5.236344 5.080000 5.236344 29.370608 27.797156 26.374882 25.129466 24.088358 
27.766050 23.039838 33.566972 29.776202 3.810000 2.540000 1.270000 0.000000 6.350000 5.679613 5.236344 5.080000 28.413146 26.783505 25.304321 24.003423 22.911203 
30.437806 16.731426 39.837772 30.668040 5.080000 5.236344 5.679613 6.350000 0.000000 1.270000 2.540000 3.810000 34.663706 32.951713 31.352217 29.883286 28.565071 
30.949947 17.645959 38.947238 29.501999 5.236344 5.080000 5.236344 5.679613 1.270000 0.000000 1.270000 2.540000 33.760853 32.000595 30.351016 28.831119 27.462446 
31.504988 18.602282 38.078240 28.344893 5.679613 5.236344 5.080000 5.236344 2.540000 1.270000 0.000000 1.270000 32.882269 31.072279 29.370608 27.797156 26.374882 
32.100703 19.594278 37.232287 27.197864 6.350000 5.679613 5.236344 5.080000 3.810000 2.540000 1.270000 0.000000 32.029953 30.168871 28.413146 26.783505 25.304321 
36.919461 51.391379 5.204959 36.126429 31.352217 30.351016 29.370608 28.413146 34.663706 33.760853 32.882269 32.029953 0.000000 2.540000 5.080000 7.620000 10.160000 
37.281946 49.646458 7.347684 33.597853 29.883286 28.831119 27.797156 26.783505 32.951713 32.000595 31.072279 30.168871 2.540000 0.000000 2.540000 5.080000 7.620000 
37.811950 47.972605 9.684448 31.071141 28.565071 27.462446 26.374882 25.304321 31.352217 30.351016 29.370608 28.413146 5.080000 2.540000 0.000000 2.540000 5.080000 
38.502556 46.377517 12.103380 28.546787 27.419317 26.268643 25.129466 24.003423 29.883286 28.831119 27.797156 26.783505 7.620000 5.080000 2.540000 0.000000 2.540000 
39.345309 44.869595 14.563594 26.025478 26.468431 25.274503 24.088358 22.911203 28.565071 27.462446 26.374882 25.304321 10.160000 7.620000 5.080000 2.540000 0.000000 
