45
# Circuit board instance
Size: large
Nodes: 45
0.000000 115.000000 115.000000 162.634560 81.468634 83.085543 84.747741 86.452618 88.197697 89.980640 91.799241 87.533494 89.040337 90.593344 92.190181 93.828610 95.506492 97.221782 14.322634 15.106700 15.953455 16.853453 18.666615 19.274777 19.945360 20.672289 25.563826 26.523258 27.683215 29.019662 30.509415 32.131156 33.865929 32.842592 33.594789 34.517923 35.598700 36.823240 38.177714 39.648806 83.933014 85.254595 86.630504 88.058195 89.535191 
115.000000 0.000000 162.634560 115.000000 72.592464 74.402519 76.254227 78.144626 80.070976 82.030745 84.021593 67.394659 69.340530 71.323779 73.341372 75.390553 77.468816 79.573880 103.779749 103.890860 104.017360 104.159192 98.717480 98.834283 98.967246 99.116305 91.317336 91.590556 91.933167 92.344396 92.823333 93.368934 93.980040 83.733999 84.031878 84.405176 84.852897 85.373871 85.966764 86.630102 102.168735 100.388473 98.641492 96.929590 95.254659 
115.000000 162.634560 0.000000 115.000000 90.043348 88.259128 86.512692 84.806376 83.142649 81.524118 79.953530 95.565574 93.886357 92.246519 90.648197 89.093627 87.585137 86.125149 107.176306 105.913810 104.651495 103.389369 107.842780 106.588178 105.333946 104.080095 109.123815 106.647930 104.175133 101.705647 99.239721 96.777627 94.319664 111.054643 108.622777 106.195974 103.774589 101.359010 98.949662 96.547013 60.465827 62.287329 64.157694 66.072772 68.028787 
162.634560 115.000000 115.000000 0.000000 82.099525 80.138637 78.211082 76.319387 74.466284 72.654727 70.887900 77.541643 75.462410 73.412176 71.393439 69.408946 67.461720 65.555081 148.498683 147.590086 146.686857 145.789094 145.006081 144.075460 143.150056 142.229971 139.976261 138.054800 136.153608 134.273547 132.415516 130.580457 128.769351 135.151324 133.160258 131.188153 129.235877 127.304342 125.394507 123.507378 83.963182 81.787597 79.633594 77.502973 75.397716 
81.468634 72.592464 90.043348 82.099525 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 67.165276 66.365956 65.581489 64.812415 63.323552 62.475100 61.641137 60.822259 57.954564 56.116736 54.335511 52.616639 50.966429 49.391763 47.900091 53.074930 51.061774 49.097500 47.188213 45.340860 43.563321 41.864489 29.578502 27.860000 26.274981 24.849000 23.610891 
83.085543 74.402519 88.259128 80.138637 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 68.806395 67.978925 67.165276 66.365956 65.061648 64.185920 63.323552 62.475100 59.843782 57.954564 56.116736 54.335511 52.616639 50.966429 49.391763 55.131614 53.074930 51.061774 49.097500 47.188213 45.340860 43.563321 27.821075 25.986613 24.279601 22.728775 21.368169 
84.747741 76.254227 86.512692 78.211082 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 70.500844 69.647194 68.806395 67.978925 66.851081 65.950206 65.061648 64.185920 61.779673 59.843782 57.954564 56.116736 54.335511 52.616639 50.966429 57.227133 55.131614 53.074930 51.061774 49.097500 47.188213 45.340860 26.192363 24.234927 22.394791 20.703257 19.199642 
86.452618 78.144626 84.806376 76.319387 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 72.244869 71.366884 70.500844 69.647194 68.687839 67.763782 66.851081 65.950206 63.757989 61.779673 59.843782 57.954564 56.116736 54.335511 52.616639 59.357374 57.227133 55.131614 53.074930 51.061774 49.097500 47.188213 24.717822 22.633217 20.650848 18.803077 17.133508 
88.197697 80.070976 83.142649 74.466284 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 74.034968 73.134369 72.244869 71.366884 70.568226 69.622798 68.687839 67.763782 65.774899 63.757989 61.779673 59.843782 57.954564 56.116736 54.335511 61.518730 59.357374 57.227133 55.131614 53.074930 51.061774 49.097500 23.426582 21.215479 19.086423 17.070142 15.211546 
89.980640 82.030745 81.524118 72.654727 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 75.867879 74.946267 74.034968 73.134369 72.488848 71.523709 70.568226 69.622798 67.826962 65.774899 63.757989 61.779673 59.843782 57.954564 56.116736 63.708034 61.518730 59.357374 57.227133 55.131614 53.074930 51.061774 22.350436 20.020834 17.749050 15.560430 13.495494 
