40
# Circuit board instance
Size: large
Nodes: 40
0.000000 90.000000 90.000000 127.279221 84.168010 86.084279 88.032128 90.009506 92.014510 94.045372 96.100454 89.407778 91.214034 93.054567 94.927383 96.830609 98.762487 100.721368 5.673586 6.469222 7.398506 8.417288 10.286496 10.745849 11.329621 12.019699 80.846425 82.070475 83.353971 84.694210 86.088543 87.534385 89.029225 87.646111 88.776456 89.964331 91.207487 92.503696 93.850759 95.246519 
90.000000 0.000000 127.279221 90.000000 71.609812 73.852653 76.114169 78.392744 80.686933 82.995441 85.317105 68.307115 70.654874 73.015503 75.387792 77.770676 80.163209 82.564552 85.352535 85.409112 85.484522 85.578715 80.276258 80.336411 80.416578 80.516699 42.309536 44.603982 46.923735 49.265218 51.625476 54.002046 56.392867 39.549883 41.995377 44.451471 46.916502 49.389130 51.868270 54.353030 
90.000000 127.279221 0.000000 90.000000 62.071270 61.007309 60.032026 59.149808 58.364875 57.681198 57.102415 69.009705 68.054306 67.181404 66.394252 65.695932 65.089304 64.576952 86.958805 85.690694 84.422640 83.154645 87.381097 86.119205 84.857554 83.596156 88.310458 86.838675 85.417077 84.048212 82.734696 81.479207 80.284466 94.575015 93.202209 91.879124 90.607937 89.390863 88.230140 87.128021 
127.279221 90.000000 90.000000 0.000000 43.549441 42.019079 40.590090 39.273541 38.081096 37.024746 36.116437 37.874142 36.104014 34.430397 32.868037 31.433528 30.145127 29.022300 121.715650 120.812916 119.916837 119.027562 118.211344 117.281640 116.358370 115.441687 55.251149 52.866888 50.497817 48.146177 45.814652 43.506477 41.225575 53.167526 50.685346 48.209189 45.740034 43.279080 40.827809 38.388077 
84.168010 71.609812 62.071270 43.549441 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 78.686917 77.726401 76.774876 75.832682 75.482658 74.480831 73.487294 72.502389 29.386119 27.261050 25.212871 23.261902 21.434703 19.765629 18.298003 34.026578 32.209142 30.495128 28.902942 27.453788 26.171436 25.081485 
86.084279 73.852653 61.007309 42.019079 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 80.633637 79.656100 78.686917 77.726401 77.509898 76.492451 75.482658 74.480831 31.572557 29.386119 27.261050 25.212871 23.261902 21.434703 19.765629 35.931746 34.026578 32.209142 30.495128 28.902942 27.453788 26.171436 
88.032128 76.114169 60.032026 40.590090 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 82.612585 81.619228 80.633637 79.656100 79.566575 78.534700 77.509898 76.492451 33.808460 31.572557 29.386119 27.261050 25.212871 23.261902 21.434703 37.911422 35.931746 34.026578 32.209142 30.495128 28.902942 27.453788 
90.009506 78.392744 59.149808 39.273541 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 84.621499 83.613430 82.612585 81.619228 81.650467 80.605251 79.566575 78.534700 36.084633 33.808460 31.572557 29.386119 27.261050 25.212871 23.261902 39.954533 37.911422 35.931746 34.026578 32.209142 30.495128 28.902942 
92.014510 80.686933 58.364875 38.081096 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 86.658295 85.636535 84.621499 83.613430 83.759542 82.701977 81.650467 80.605251 38.393915 36.084633 33.808460 31.572557 29.386119 27.261050 25.212871 42.051833 39.954533 37.911422 35.931746 34.026578 32.209142 30.495128 
94.045372 82.995441 57.681198 37.024746 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 88.721054 87.686543 86.658295 85.636535 85.891945 84.822937 83.759542 82.701977 40.730675 38.393915 36.084633 33.808460 31.572557 29.386119 27.261050 44.195609 42.051833 39.954533 37.911422 35.931746 34.026578 32.209142 
