74
# Circuit board instance
Width: 200
Height: 200
Components: 8
Total holes: 74
Size category: large
0.000000 190.000000 190.000000 268.700577 124.253178 126.705931 129.162057 131.621366 134.083684 64.958063 65.159884 65.459715 65.856217 66.347656 66.931942 67.606667 72.565762 72.746481 73.015165 73.370847 73.812272 74.337910 74.945990 108.173928 109.068327 109.970118 110.879122 111.852078 112.717294 113.590120 114.470381 113.576674 115.906824 118.245618 120.592552 122.947160 190.433487 192.656309 194.886883 197.124945 199.370243 103.854455 104.124128 104.454888 104.846155 105.297255 105.807424 106.375811 111.442964 111.694317 112.002723 112.367711 112.788733 113.265164 113.796307 160.394104 162.932114 165.470185 168.008314 170.546499 163.091419 165.613946 168.136999 170.660554 173.184591 175.709087 178.234025 164.165028 166.671307 169.178591 171.686838 174.196005 176.706052 179.216944 
190.000000 0.000000 268.700577 190.000000 77.311499 75.016055 72.736871 70.475525 68.233789 125.219813 125.324627 125.480779 125.688078 125.946271 126.255045 126.614032 117.603748 117.715343 117.881576 118.102214 118.376953 118.705419 119.087166 136.007843 136.720278 137.440756 138.169151 131.821932 132.556867 133.299850 134.050747 97.379130 95.143187 92.922873 90.719335 88.533826 95.653571 95.057594 94.526133 94.060282 93.661020 87.155572 87.476740 87.870185 88.334942 88.869893 89.473778 90.145211 79.588191 79.939767 80.370117 80.877984 81.461918 82.120297 82.851345 30.414117 27.936064 25.470218 23.020504 20.592677 235.342361 237.097438 238.866629 240.649623 242.446115 244.255807 246.078409 229.873383 231.669896 233.480217 235.304030 237.141022 238.990889 240.853335 
190.000000 268.700577 0.000000 190.000000 197.862528 199.411938 200.981503 202.570758 204.179240 197.073018 194.676232 192.283122 189.893828 187.508496 185.127279 182.750338 199.709826 197.345066 194.984715 192.628933 190.277892 187.931768 185.590749 137.746941 136.696456 135.649725 134.606838 140.653860 139.625247 138.600637 137.580120 177.895584 179.392223 180.912145 182.454766 184.019516 192.729052 194.925699 197.130595 199.343469 201.564056 207.780947 205.581634 203.390260 201.207083 199.032375 196.866414 194.709495 211.675951 209.517528 207.367751 205.226891 203.095230 200.973062 198.860689 243.710954 245.388742 247.081247 248.788172 250.509220 34.015062 31.952974 29.964376 28.064895 26.273867 24.614975 23.116684 38.837739 37.045081 35.344156 33.748835 32.274783 30.939336 29.761160 
268.700577 190.000000 190.000000 0.000000 172.301467 171.283789 170.297916 169.344405 168.423804 224.272660 222.169500 220.075556 217.991095 215.916391 213.851727 211.797398 220.111031 217.967719 215.833015 213.707177 211.590472 209.483176 207.385577 160.532721 159.632251 158.736834 157.846556 157.002048 156.081210 155.165302 154.254413 168.017478 166.731533 165.474585 164.247300 163.050349 100.145796 99.576708 99.069493 98.625105 98.244396 199.958165 197.671834 195.391769 193.118192 190.851335 188.591439 186.338759 196.777677 194.453955 192.135707 189.823135 187.516448 185.215867 182.921621 185.994030 185.604915 185.249812 184.928917 184.642409 173.044042 172.650539 172.293586 171.973412 171.690221 171.444198 171.235502 165.529411 165.118001 164.744728 164.409854 164.113612 163.856213 163.637840 
124.253178 77.311499 197.862528 172.301467 0.000000 2.540000 5.080000 7.620000 10.160000 62.091515 60.958936 59.912692 58.957380 58.097486 57.337302 56.680842 55.446631 54.175312 52.995314 51.912862 50.934178 50.065346 49.312173 60.842668 61.752076 62.674025 63.607968 57.384149 58.347487 59.322371 60.308241 20.583029 18.689649 16.966087 15.469209 14.270527 75.947771 77.527513 79.157247 80.833950 82.554760 28.173918 26.157807 24.240365 22.446890 20.809462 19.367698 18.168240 24.500788 22.152874 19.852311 17.617658 15.477489 13.476894 11.687767 48.127084 50.276558 52.460952 54.676082 56.918359 163.898060 165.909967 167.936189 169.976213 172.029549 174.095725 176.174291 159.331893 161.400729 163.482848 165.577750 167.684954 169.804004 171.934461 
126.705931 75.016055 199.411938 171.283789 2.540000 0.000000 2.540000 5.080000 7.620000 64.354527 63.262475 62.254956 61.336135 60.510054 59.780558 59.151219 57.634782 56.412798 55.280580 54.243751 53.307877 52.478358 51.760310 62.654847 63.538324 64.434719 65.343502 59.084125 60.020184 60.968327 61.928000 22.603592 20.583029 18.689649 16.966087 15.469209 74.421205 75.947771 77.527513 79.157247 80.833950 29.733310 27.830396 26.036424 24.375458 22.876490 21.573312 20.503293 25.531923 23.288201 21.111720 19.025571 17.062917 15.271449 13.718395 46.017425 48.127084 50.276558 52.460952 54.676082 165.470101 167.463123 169.470776 171.492546 173.527940 175.576485 177.637724 160.828241 162.878071 164.941542 167.018148 169.107406 171.208851 173.322040 
129.162057 72.736871 200.981503 170.297916 5.080000 2.540000 0.000000 2.540000 5.080000 66.637506 65.583479 64.612163 63.727338 62.932652 62.231561 61.627256 59.850736 58.674920 57.587195 56.592641 55.696249 54.902828 54.216899 64.516143 65.374471 66.246026 67.130292 60.842668 61.752076 62.674025 63.607968 24.720171 22.603592 20.583029 18.689649 16.966087 72.951154 74.421205 75.947771 77.527513 79.157247 31.420901 29.626580 27.948142 26.407693 25.030722 23.845567 22.882052 26.765141 24.634001 22.587572 20.651054 18.858336 17.254299 15.896165 43.953314 46.017425 48.127084 50.276558 52.460952 167.065969 169.040176 171.029317 173.032878 175.050363 177.081296 179.125221 162.350537 164.381386 166.426219 168.484527 170.555822 172.639638 174.735525 
131.621366 70.475525 202.570758 169.344405 7.620000 5.080000 2.540000 0.000000 2.540000 68.938469 67.920159 66.982735 66.129636 65.364165 64.689430 64.108299 62.091515 60.958936 59.912692 58.957380 58.097486 57.337302 56.680842 66.422427 67.256431 68.103906 68.964355 62.654847 63.538324 64.434719 65.343502 26.910119 24.720171 22.603592 20.583029 18.689649 71.541101 72.951154 74.421205 75.947771 77.527513 33.217157 31.525239 29.953382 28.521443 27.251487 26.167108 25.292188 28.173918 26.157807 24.240365 22.446890 20.809462 19.367698 18.168240 41.941475 43.953314 46.017425 48.127084 50.276558 168.684987 170.640464 172.611165 174.596574 176.596196 178.609553 180.636185 163.898060 165.909967 167.936189 169.976213 172.029549 174.095725 176.174291 
134.083684 68.233789 204.179240 168.423804 10.160000 7.620000 5.080000 2.540000 0.000000 71.255673 70.270951 69.365303 68.541865 67.803632 67.153413 66.593787 64.354527 63.262475 62.254956 61.336135 60.510054 59.780558 59.151219 68.369935 69.180465 70.004651 70.842018 64.516143 65.374471 66.246026 67.130292 29.156910 26.910119 24.720171 22.603592 20.583029 70.194662 71.541101 72.951154 74.421205 75.947771 35.105401 33.508960 32.034587 30.699876 29.523774 28.525905 27.725520 29.733310 27.830396 26.036424 24.375458 22.876490 21.573312 20.503293 39.989800 41.941475 43.953314 46.017425 48.127084 170.326494 172.263338 174.215683 176.183012 178.164829 180.160657 182.170034 165.470101 167.463123 169.470776 171.492546 173.527940 175.576485 177.637724 
64.958063 125.219813 197.073018 224.272660 62.091515 64.354527 66.637506 68.938469 71.255673 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 73.001260 74.253489 75.506311 76.759698 74.024919 75.260118 76.496456 77.733880 57.246834 59.013042 60.834049 62.705080 64.621791 134.863881 136.786019 138.728032 140.689096 142.668427 38.997406 39.459788 40.078115 40.845305 41.753153 42.792707 43.954624 46.544693 46.932778 47.453831 48.103531 48.876748 49.767726 50.770264 95.458236 97.997388 100.536584 103.075818 105.615090 164.498350 166.940307 169.385148 171.832750 174.282996 176.735776 179.190987 162.551152 165.021926 167.494771 169.969597 172.446318 174.924854 177.405129 
