77
# Circuit board instance
Width: 200
Height: 200
Components: 8
Total holes: 77
Size category: large
0.000000 190.000000 190.000000 268.700577 136.488972 137.685802 138.918768 140.186915 141.489298 142.824980 144.193036 143.282841 144.423382 145.599303 146.809755 148.053890 149.330867 150.639851 125.192391 125.846713 126.548642 127.297391 128.092138 169.300533 169.463658 169.636134 169.817934 174.341997 174.500409 174.667912 174.844480 137.744766 138.860162 139.978193 141.098796 140.254512 141.350106 142.448595 143.549915 185.358563 185.475981 185.602015 185.736648 190.418915 190.533214 190.655905 190.786971 175.552314 176.203387 176.861184 177.525629 179.940681 180.575933 181.217859 181.866387 178.526550 179.416953 180.338738 181.291426 182.274532 183.287566 184.330036 185.699160 186.555332 187.442016 188.358780 189.305187 190.280794 191.285156 143.763181 145.014347 146.265838 147.517646 144.725121 145.968042 147.211426 148.455260 
190.000000 0.000000 268.700577 190.000000 93.719976 95.454568 97.224577 99.028105 100.863352 102.728620 104.622301 88.252858 90.092772 91.966034 93.870648 95.804743 97.766571 99.754494 199.921325 197.908051 195.907020 193.918610 191.943214 30.513664 31.406125 32.323853 33.264757 27.076653 28.078571 29.101425 30.143084 173.041768 173.930956 174.824848 175.723371 169.442501 170.350478 171.263058 172.180170 17.361708 18.573409 19.792421 21.017473 16.510452 17.780260 19.050094 20.319948 97.652922 98.818582 99.986783 101.157439 95.737803 96.926497 98.117229 99.309925 65.419626 67.811811 70.214379 72.626301 75.046675 77.474708 79.909702 63.218481 65.690871 68.168233 70.650042 73.135848 75.625255 78.117920 217.609282 218.437882 219.270707 220.107708 213.777707 214.621100 215.468678 216.320391 
190.000000 268.700577 0.000000 190.000000 175.116769 173.288267 171.477892 169.686224 167.913861 166.161423 164.429544 180.462229 178.688435 176.933322 175.197453 173.481405 171.785772 170.111164 75.417934 76.499184 77.648495 78.862892 80.139414 238.194414 237.295680 236.400353 235.508470 241.803723 240.918454 240.036639 239.158317 95.696228 94.782341 93.876739 92.979664 99.274749 98.394105 97.522048 96.658810 253.347285 252.479285 251.614701 250.753569 257.072778 256.217399 255.365472 254.517030 181.375953 180.675553 179.981388 179.293532 185.626696 184.942394 184.264305 183.592496 211.219093 209.683141 208.166849 206.670650 205.194983 203.740296 202.307040 217.315334 215.822771 214.349914 212.897173 211.464962 210.053700 208.663814 54.360731 53.233428 52.112689 50.998948 56.855937 55.779085 54.710518 53.650733 
268.700577 190.000000 190.000000 0.000000 144.291640 142.066949 139.853001 137.650314 135.459438 133.280954 131.115481 140.802025 138.521302 136.249752 133.987843 131.736071 129.494964 127.265087 173.156768 170.828354 168.506054 166.190124 163.880832 170.308521 169.049263 167.790167 166.531236 169.726409 168.462799 167.199287 165.935874 141.871777 141.256947 140.650898 140.053742 137.458753 136.824094 136.198321 135.581556 173.575571 172.306185 171.036809 169.767441 173.492493 172.222494 170.952496 169.682498 107.771586 106.588619 105.407678 104.228830 106.039373 104.836862 103.635961 102.436726 130.466485 127.964909 125.464877 122.966483 120.469829 117.975026 115.482193 129.376786 126.853722 124.331349 121.809707 119.288845 116.768812 114.249664 172.165724 171.813111 171.469180 171.133983 167.296578 166.933681 166.579675 166.234619 
136.488972 93.719976 175.116769 144.291640 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 106.914245 104.788804 102.682200 100.595617 98.530327 63.217901 62.377235 61.551293 60.740676 67.085906 66.294307 65.517764 64.756818 79.420616 80.344968 81.278652 82.221350 76.005896 76.971266 77.945373 78.927893 79.063507 78.318173 77.586468 76.868782 83.211528 82.503676 81.809415 81.129095 39.906459 40.751685 41.618506 42.505601 43.864718 44.635053 45.427834 46.241909 46.737367 46.705530 46.811695 47.054929 47.433121 47.943080 48.580654 54.352201 54.324827 54.416129 54.625512 54.951627 55.392411 55.945154 123.980501 124.786333 125.599836 126.420863 120.084251 120.916051 121.755417 122.602191 
137.685802 95.454568 173.288267 142.066949 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 105.559032 103.405738 101.270368 99.154079 97.058120 64.941108 64.072712 63.217901 62.377235 68.712177 67.892033 67.085906 66.294307 77.601240 78.505926 79.420616 80.344968 74.102729 75.049600 76.005896 76.971266 80.593544 79.822088 79.063507 78.318173 84.666639 83.932629 83.211528 82.503676 38.286473 39.084227 39.906459 40.751685 42.396251 43.118034 43.864718 44.635053 46.906924 46.737367 46.705530 46.811695 47.054929 47.433121 47.943080 54.498072 54.352201 54.324827 54.416129 54.625512 54.951627 55.392411 122.392457 123.182491 123.980501 124.786333 118.443980 119.260173 120.084251 120.916051 
138.918768 97.224577 171.477892 139.853001 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 104.248097 102.067151 99.903174 97.757292 95.630723 66.716529 65.822553 64.941108 64.072712 70.392549 69.545842 68.712177 67.892033 75.823307 76.706912 77.601240 78.505926 72.238742 73.165649 74.102729 75.049600 82.173620 81.377507 80.593544 79.822088 86.172061 85.413225 84.666639 83.932629 36.770719 37.514757 38.286473 39.084227 41.032595 41.700660 42.396251 43.118034 47.212719 46.906924 46.737367 46.705530 46.811695 47.054929 47.433121 54.761493 54.498072 54.352201 54.324827 54.416129 54.625512 54.951627 120.836939 121.610554 122.392457 123.182491 116.835904 117.635834 118.443980 119.260173 
140.186915 99.028105 169.686224 137.650314 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 102.983132 100.774814 98.582472 96.407198 94.250173 68.540106 67.622539 66.716529 65.822553 72.123241 71.251832 70.392549 69.545842 74.089800 74.950806 75.823307 76.706912 70.417047 71.322404 72.238742 73.165649 83.800903 82.981532 82.173620 81.377507 87.725206 86.942827 86.172061 85.413225 35.372599 36.056073 36.770719 37.514757 39.784530 40.393421 41.032595 41.700660 47.652129 47.212719 46.906924 46.737367 46.705530 46.811695 47.054929 55.140780 54.761493 54.498072 54.352201 54.324827 54.416129 54.625512 119.315218 120.071773 120.836939 121.610554 115.261372 116.044359 116.835904 117.635834 
141.489298 100.863352 167.913861 135.459438 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 101.765852 99.530528 97.310158 95.105788 92.918556 70.408098 69.468772 68.540106 67.622539 73.900717 73.006342 72.123241 71.251832 72.403911 73.240696 74.089800 74.950806 68.641011 69.523101 70.417047 71.322404 85.472699 84.631400 83.800903 82.981532 89.323584 88.518892 87.725206 86.942827 34.106582 34.722139 35.372599 36.056073 38.663251 39.207334 39.784530 40.393421 48.221500 47.652129 47.212719 46.906924 46.737367 46.705530 46.811695 55.633563 55.140780 54.761493 54.498072 54.352201 54.324827 54.416129 117.828604 118.567439 119.315218 120.071773 113.721777 114.487118 115.261372 116.044359 
142.824980 102.728620 166.161423 133.280954 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 100.597986 98.336119 96.088153 93.855085 91.638006 72.317063 71.357663 70.408098 69.468772 75.721683 74.805961 73.900717 73.006342 70.769043 71.579878 72.403911 73.240696 66.914269 67.771240 68.641011 69.523101 87.186446 86.324483 85.472699 84.631400 90.964810 90.138986 89.323584 88.518892 32.987881 33.527850 34.106582 34.722139 37.680079 38.153699 38.663251 39.207334 48.916296 48.221500 47.652129 47.212719 46.906924 46.737367 46.705530 56.236859 55.633563 55.140780 54.761493 54.498072 54.352201 54.324827 116.378441 117.098881 117.828604 118.567439 112.218556 112.965528 113.721777 114.487118 
