30
# Circuit board instance
Size: medium
Nodes: 30
0.000000 115.000000 115.000000 162.634560 108.307377 110.135834 111.992050 113.874667 115.782398 82.376217 84.902706 87.429979 89.957968 92.486616 92.024766 92.415782 92.822529 93.244800 96.880268 97.251763 97.638366 98.039897 91.132129 92.292512 93.455746 94.621726 93.325023 94.458472 95.595354 96.735548 
115.000000 0.000000 162.634560 115.000000 84.639693 83.540958 82.505812 81.536676 80.635930 34.178778 31.727233 29.290765 26.873477 24.481050 38.906595 39.822636 40.757667 41.710409 35.532404 36.533149 37.550180 38.582209 113.830519 114.761623 115.699174 116.643017 110.424102 111.383685 112.349428 113.321174 
115.000000 162.634560 0.000000 115.000000 86.717078 88.990257 91.277506 93.577795 95.890184 134.274220 135.838855 137.432624 139.054526 140.703586 123.730050 122.837879 121.952407 121.073781 127.382706 126.516296 125.656747 124.804203 49.019733 48.204534 47.409344 46.635185 52.985180 52.231908 51.498942 50.787159 
162.634560 115.000000 115.000000 0.000000 54.343733 52.616114 50.956577 49.371989 47.869792 111.408769 110.681265 110.007609 109.388797 108.825764 91.401809 90.190410 88.980644 87.772580 90.017328 88.787041 87.557888 86.329917 83.995574 83.522449 83.066047 82.626647 79.318041 78.816842 78.333028 77.866924 
108.307377 84.639693 86.717078 54.343733 0.000000 2.540000 5.080000 7.620000 10.160000 67.348089 67.567973 67.882252 68.289622 68.788429 49.157884 47.917291 46.678279 45.440978 50.475749 49.268350 48.064179 46.863484 40.751419 40.999646 41.285466 41.608102 35.766579 36.049148 36.373888 36.739682 
110.135834 83.540958 88.990257 52.616114 2.540000 0.000000 2.540000 5.080000 7.620000 67.223525 67.348089 67.567973 67.882252 68.289622 48.684706 47.431738 46.179700 44.928671 49.756384 48.531093 47.308159 46.087772 43.252143 43.486098 43.755679 44.060231 38.255869 38.520182 38.824259 39.167175 
111.992050 82.505812 91.277506 50.956577 5.080000 2.540000 0.000000 2.540000 5.080000 67.194813 67.223525 67.348089 67.567973 67.882252 48.340529 47.078402 45.816710 44.555490 49.157884 47.917291 46.678279 45.440978 45.757194 45.978405 46.233455 46.521789 40.751419 40.999646 41.285466 41.608102 
113.874667 81.536676 93.577795 49.371989 7.620000 5.080000 2.540000 0.000000 2.540000 67.262073 67.194813 67.223525 67.348089 67.567973 48.128122 46.860275 45.592547 44.324949 48.684706 47.431738 46.179700 44.928671 48.265899 48.475663 48.717641 48.991357 43.252143 43.486098 43.755679 44.060231 
115.782398 80.635930 95.890184 47.869792 10.160000 7.620000 5.080000 2.540000 0.000000 67.425021 67.262073 67.194813 67.223525 67.348089 48.049233 46.779247 45.509262 44.239278 48.340529 47.078402 45.816710 44.555490 50.777715 50.977144 51.207303 51.467780 45.757194 45.978405 46.233455 46.521789 
82.376217 34.178778 134.274220 111.408769 67.348089 67.223525 67.194813 67.262073 67.425021 0.000000 2.540000 5.080000 7.620000 10.160000 20.007490 21.225897 22.450024 23.678984 22.026680 23.139008 24.266820 25.408055 86.897017 87.988945 89.085593 90.186791 84.399248 85.523072 86.650934 87.782679 
