26
# Circuit board instance
Size: medium
Nodes: 26
0.000000 40.000000 40.000000 56.568542 17.929247 19.198771 20.468353 21.737985 18.772998 19.989006 21.211343 22.438974 27.594088 28.911657 30.384821 31.992093 33.714297 35.534727 37.439058 34.456356 35.520286 36.729336 38.069683 39.527972 41.091649 42.749150 
40.000000 0.000000 56.568542 40.000000 43.368408 43.908469 44.478246 45.076611 38.799309 39.402046 40.036008 40.699735 20.761205 22.482835 24.348127 26.326563 28.394502 30.533764 32.730368 15.723689 17.935568 20.224689 22.567558 24.949038 27.359048 29.790666 
40.000000 56.568542 0.000000 40.000000 22.083795 20.814151 19.544554 18.275013 22.774142 21.545219 20.321347 19.103499 35.924771 34.085765 32.341812 30.709110 29.206322 27.854484 26.676554 41.429409 39.845277 38.364040 36.998057 35.760537 34.665243 33.726033 
56.568542 40.000000 40.000000 0.000000 45.244391 44.638434 44.060759 43.512492 40.885480 40.213895 39.571683 38.960295 30.986821 28.834585 26.750453 24.751633 22.860516 21.106071 19.525175 27.863773 25.448773 23.060648 20.708697 18.406791 16.176309 14.051306 
17.929247 43.368408 22.083795 45.244391 0.000000 1.270000 2.540000 3.810000 5.080000 5.236344 5.679613 6.350000 24.053747 23.706307 23.628339 23.822490 24.282233 24.992916 25.933918 31.569729 31.305814 31.246815 31.393885 31.744163 32.291034 33.024735 
19.198771 43.908469 20.814151 44.638434 1.270000 0.000000 1.270000 2.540000 5.236344 5.080000 5.236344 5.679613 24.325262 23.846865 23.633256 23.691598 24.019909 24.607386 25.436078 31.777089 31.412386 31.250533 31.294677 31.543954 31.993569 32.635243 
20.468353 44.478246 19.544554 44.060759 2.540000 1.270000 0.000000 1.270000 5.679613 5.236344 5.080000 5.236344 24.659273 24.053747 23.706307 23.628339 23.822490 24.282233 24.992916 32.033494 31.569729 31.305814 31.246815 31.393885 31.744163 32.291034 
21.737985 45.076611 18.275013 43.512492 3.810000 2.540000 1.270000 0.000000 6.350000 5.679613 5.236344 5.080000 25.053282 24.325262 23.846865 23.633256 23.691598 24.019909 24.607386 32.337779 31.777089 31.412386 31.250533 31.294677 31.543954 31.993569 
18.772998 38.799309 22.774142 40.885480 5.080000 5.236344 5.679613 6.350000 0.000000 1.270000 2.540000 3.810000 19.088970 18.649262 18.550051 18.796729 19.376089 20.259612 21.409673 26.552487 26.238155 26.167732 26.343174 26.759646 27.406161 28.266940 
19.989006 39.402046 21.545219 40.213895 5.236344 5.080000 5.236344 5.679613 1.270000 0.000000 1.270000 2.540000 19.429986 18.827612 18.556314 18.630561 19.046313 19.782049 20.803848 26.798697 26.365219 26.172172 26.224866 26.521837 27.055041 27.810895 
21.211343 40.036008 20.321347 39.571683 5.679613 5.236344 5.080000 5.236344 2.540000 1.270000 0.000000 1.270000 19.846555 19.088970 18.649262 18.550051 18.796729 19.376089 20.259612 27.102242 26.552487 26.238155 26.167732 26.343174 26.759646 27.406161 
22.438974 40.699735 19.103499 38.960295 6.350000 5.679613 5.236344 5.080000 3.810000 2.540000 1.270000 0.000000 20.334034 19.429986 18.827612 18.556314 18.630561 19.046313 19.782049 27.461222 26.798697 26.365219 26.172172 26.224866 26.521837 27.055041 
