34
# Circuit board instance
Size: medium
Nodes: 34
0.000000 65.000000 65.000000 91.923882 50.696580 51.948074 53.200446 54.453634 51.813453 53.038600 54.265810 55.494945 49.116514 49.783414 50.473463 51.185724 53.532889 54.145421 54.780551 55.437502 39.723183 41.951487 44.213419 46.504073 48.819406 51.156067 53.511263 43.983697 46.006104 48.077653 50.192262 52.344711 54.530520 56.745833 
65.000000 0.000000 91.923882 65.000000 75.235655 76.084577 76.945097 77.816828 71.515693 72.408242 73.311926 74.226339 34.162026 35.114105 36.085766 37.075469 30.983581 32.030276 33.092608 34.169119 57.062027 58.635065 60.274125 61.973966 63.729727 65.536912 67.391386 51.206535 52.953803 54.763167 56.628675 58.544961 60.507200 62.511065 
65.000000 91.923882 0.000000 65.000000 17.407198 16.320837 15.262854 14.239575 20.432846 19.515645 18.639887 17.811686 57.829611 56.965957 56.117755 55.285715 61.624688 60.814953 60.021168 59.243975 36.202947 34.094711 32.049158 30.079078 28.200293 26.432278 24.798736 40.832434 38.975424 37.199232 35.515986 33.939518 32.485376 31.170686 
91.923882 65.000000 65.000000 0.000000 58.251790 57.936432 57.647334 57.384893 53.360675 53.016232 52.700150 52.412943 45.813491 44.718366 43.632722 42.557283 43.494991 42.339940 41.191658 40.050726 54.669891 53.297214 52.012423 50.822186 49.733291 48.752528 47.886543 48.526604 46.974752 45.511828 44.146675 42.888629 41.747375 40.732730 
50.696580 75.235655 17.407198 58.251790 0.000000 1.270000 2.540000 3.810000 5.080000 5.236344 5.679613 6.350000 41.446638 40.705452 39.990870 39.304343 45.634174 44.962071 44.316179 43.697659 18.832009 16.821058 14.971794 13.351571 12.053111 11.188999 10.863385 24.046881 22.506797 21.160401 20.046755 19.206390 18.676232 18.482994 
51.948074 76.084577 16.320837 57.936432 1.270000 0.000000 1.270000 2.540000 5.236344 5.080000 5.236344 5.679613 42.213026 41.446638 40.705452 39.990870 46.331345 45.634174 44.962071 44.316179 19.882946 17.809643 15.872568 14.127867 12.655357 11.559528 10.954018 24.878495 23.254920 21.807025 20.571937 19.589946 18.900546 18.536409 
53.200446 76.945097 15.262854 57.647334 2.540000 1.270000 0.000000 1.270000 5.679613 5.236344 5.080000 5.236344 43.003268 42.213026 41.446638 40.705452 47.052472 46.331345 45.634174 44.962071 20.958157 18.832009 16.821058 14.971794 13.351571 12.053111 11.188999 25.745918 24.046881 22.506797 21.160401 20.046755 19.206390 18.676232 
54.453634 77.816828 14.239575 57.384893 3.810000 2.540000 1.270000 0.000000 6.350000 5.679613 5.236344 5.080000 43.816075 43.003268 42.213026 41.446638 47.796469 47.052472 46.331345 45.634174 22.054091 19.882946 17.809643 15.872568 14.127867 12.655357 11.559528 26.645654 24.878495 23.254920 21.807025 20.571937 19.589946 18.900546 
51.813453 71.515693 20.432846 53.360675 5.080000 5.236344 5.679613 6.350000 0.000000 1.270000 2.540000 3.810000 37.480430 36.659142 35.864028 35.096868 41.446638 40.705452 39.990870 39.304343 16.434373 14.085171 11.815188 9.680314 7.792401 6.374774 5.784217 20.402876 18.562887 16.905248 15.488616 14.384375 13.668448 13.403205 
53.038600 72.408242 19.515645 53.016232 5.236344 5.080000 5.236344 5.679613 1.270000 0.000000 1.270000 2.540000 38.326210 37.480430 36.659142 35.864028 42.213026 41.446638 40.705452 39.990870 17.628828 15.252128 12.937637 10.725702 8.694947 7.004765 5.952693 21.376724 19.463200 17.707941 16.162593 14.892644 13.973384 13.476769 
54.265810 73.311926 18.639887 52.700150 5.679613 5.236344 5.080000 5.236344 2.540000 1.270000 0.000000 1.270000 39.194896 38.326210 37.480430 36.659142 43.003268 42.213026 41.446638 40.705452 18.833172 16.434373 14.085171 11.815188 9.680314 7.792401 6.374774 22.380284 20.402876 18.562887 16.905248 15.488616 14.384375 13.668448 
55.494945 74.226339 17.811686 52.412943 6.350000 5.679613 5.236344 5.080000 3.810000 2.540000 1.270000 0.000000 40.085000 39.194896 38.326210 37.480430 43.816075 43.003268 42.213026 41.446638 20.045622 17.628828 15.252128 12.937637 10.725702 8.694947 7.004765 23.409735 21.376724 19.463200 17.707941 16.162593 14.892644 13.973384 
49.116514 34.162026 57.829611 45.813491 41.446638 42.213026 43.003268 43.816075 37.480430 38.326210 39.194896 40.085000 0.000000 1.270000 2.540000 3.810000 5.080000 5.236344 5.679613 6.350000 24.306842 25.379750 26.652280 28.097323 29.689700 31.407009 33.229886 17.497403 18.959648 20.632028 22.467668 24.429794 26.490314 28.627991 
49.783414 35.114105 56.965957 44.718366 40.705452 41.446638 42.213026 43.003268 36.659142 37.480430 38.326210 39.194896 1.270000 0.000000 1.270000 2.540000 5.236344 5.080000 5.236344 5.679613 23.853862 24.816612 25.992787 27.354870 28.876565 30.534019 32.306344 16.862481 18.198923 19.772747 21.531963 23.434858 25.449222 27.550615 
50.473463 36.085766 56.117755 43.632722 39.990870 40.705452 41.446638 42.213026 35.864028 36.659142 37.480430 38.326210 2.540000 1.270000 0.000000 1.270000 5.679613 5.236344 5.080000 5.236344 23.460960 24.306842 25.379750 26.652280 28.097323 29.689700 31.407009 16.301938 17.497403 18.959648 20.632028 22.467668 24.429794 26.490314 
51.185724 37.075469 55.285715 42.557283 39.304343 39.990870 40.705452 41.446638 35.096868 35.864028 36.659142 37.480430 3.810000 2.540000 1.270000 0.000000 6.350000 5.679613 5.236344 5.080000 23.131200 23.853862 24.816612 25.992787 27.354870 28.876565 30.534019 15.823683 16.862481 18.198923 19.772747 21.531963 23.434858 25.449222 
53.532889 30.983581 61.624688 43.494991 45.634174 46.331345 47.052472 47.796469 41.446638 42.213026 43.003268 43.816075 5.080000 5.236344 5.679613 6.350000 0.000000 1.270000 2.540000 3.810000 29.070848 29.973711 31.058584 32.307138 33.701186 35.223456 36.858065 21.977979 23.159030 24.546955 26.108783 27.815234 29.641342 31.566348 
54.145421 32.030276 60.814953 42.339940 44.962071 45.634174 46.331345 47.052472 40.705452 41.446638 42.213026 43.003268 5.236344 5.080000 5.236344 5.679613 1.270000 0.000000 1.270000 2.540000 28.693176 29.498405 30.494534 31.663552 32.987083 34.447322 36.027649 21.475933 22.540480 23.829267 25.308059 26.945593 28.714723 30.592627 
