28
# Circuit board instance
Size: medium
Nodes: 28
0.000000 65.000000 65.000000 91.923882 30.677085 32.968764 35.294454 37.647852 40.024071 42.419276 44.830424 34.758105 36.796491 38.893969 41.041481 43.231570 45.458083 47.715922 68.043772 70.003882 72.000245 74.029927 76.090264 57.230760 59.000180 60.824219 62.698112 64.617522 
65.000000 0.000000 91.923882 65.000000 58.167544 59.408072 60.729549 62.126809 63.594858 65.128908 66.724407 51.574272 52.969438 54.447410 56.001632 57.625934 59.314560 61.062172 45.777123 45.121320 44.600732 44.220134 43.983160 49.015050 47.727731 46.543537 45.470523 44.516731 
65.000000 91.923882 0.000000 65.000000 39.983132 37.607269 35.254302 32.929137 30.638107 28.389475 26.194163 43.193671 41.004257 38.857537 36.760991 34.723709 32.756750 30.873557 56.116971 58.478227 60.853880 63.242309 65.642119 45.622336 47.823204 50.056201 52.317215 54.602764 
91.923882 65.000000 65.000000 0.000000 63.569100 62.102225 60.706222 59.386090 58.146997 56.994227 55.933119 57.597507 55.974358 54.421391 52.944783 51.551097 50.247232 49.040352 24.793235 23.560413 22.547390 21.784851 21.299715 34.763670 32.923760 31.182342 29.556828 28.067365 
30.677085 58.167544 39.983132 63.569100 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 41.667337 44.012455 46.378105 48.761299 51.159585 29.209649 31.451638 33.735896 36.054389 38.400918 
32.968764 59.408072 37.607269 62.102225 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 40.731514 43.127548 45.539190 47.964085 50.400320 28.058922 30.385935 32.744621 35.128600 37.533053 
35.294454 60.729549 35.254302 60.706222 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 39.935556 42.376619 44.828677 47.290019 49.759268 27.098078 29.500979 31.925114 34.365989 36.820277 
37.647852 62.126809 32.929137 59.386090 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 39.287965 41.766894 44.252750 46.744427 49.241043 26.347898 28.813429 31.290874 33.777613 36.271734 
40.024071 63.594858 30.638107 58.146997 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 38.796173 41.304627 43.816717 46.331850 48.849556 25.826747 28.337657 30.853329 33.372687 35.894955 
42.419276 65.128908 28.389475 56.994227 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 38.466154 40.994808 43.524782 46.055861 48.587870 25.548643 28.084428 30.620912 33.157934 35.695379 
44.830424 66.724407 26.194163 55.933119 15.240000 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 17.038838 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 38.302092 40.840904 43.379856 45.918923 48.458088 25.521534 28.059769 30.598297 33.137050 35.675981 
34.758105 51.574272 43.193671 57.597507 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 34.796530 37.054260 39.346423 41.667337 44.012455 22.860818 24.897978 27.020452 29.209649 31.451638 
36.796491 52.969438 41.004257 55.974358 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 33.670280 35.998713 38.354011 40.731514 43.127548 21.370927 23.537392 25.772163 28.058922 30.385935 
38.893969 54.447410 38.857537 54.421391 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 32.702907 35.095580 37.507634 39.935556 42.376619 20.092765 22.383287 24.722603 27.098078 29.500979 
41.041481 56.001632 36.760991 52.944783 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 31.908866 34.356882 36.817363 39.287965 41.766894 19.068957 21.468989 23.897971 26.347898 28.813429 
43.231570 57.625934 34.723709 51.551097 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 31.301351 33.793404 36.292106 38.796173 41.304627 18.342144 20.826104 23.322138 25.826747 28.337657 
45.458083 59.314560 32.756750 50.247232 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 30.891367 33.414012 35.939101 38.466154 40.994808 17.948442 20.480208 23.013788 25.548643 28.084428 
47.715922 61.062172 30.873557 49.040352 17.038838 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 15.240000 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 30.686834 33.225011 35.763448 38.302092 40.840904 17.909832 20.446379 22.983689 25.521534 28.059769 
68.043772 45.777123 56.116971 24.793235 41.667337 40.731514 39.935556 39.287965 38.796173 38.466154 38.302092 34.796530 33.670280 32.702907 31.908866 31.301351 30.891367 30.686834 0.000000 2.540000 5.080000 7.620000 10.160000 12.970072 10.476024 8.010904 5.612958 3.426253 
70.003882 45.121320 58.478227 23.560413 44.012455 43.127548 42.376619 41.766894 41.304627 40.994808 40.840904 37.054260 35.998713 35.095580 34.356882 33.793404 33.414012 33.225011 2.540000 0.000000 2.540000 5.080000 7.620000 15.479071 12.970072 10.476024 8.010904 5.612958 
72.000245 44.600732 60.853880 22.547390 46.378105 45.539190 44.828677 44.252750 43.816717 43.524782 43.379856 39.346423 38.354011 37.507634 36.817363 36.292106 35.939101 35.763448 5.080000 2.540000 0.000000 2.540000 5.080000 17.996770 15.479071 12.970072 10.476024 8.010904 
74.029927 44.220134 63.242309 21.784851 48.761299 47.964085 47.290019 46.744427 46.331850 46.055861 45.918923 41.667337 40.731514 39.935556 39.287965 38.796173 38.466154 38.302092 7.620000 5.080000 2.540000 0.000000 2.540000 20.519967 17.996770 15.479071 12.970072 10.476024 
76.090264 43.983160 65.642119 21.299715 51.159585 50.400320 49.759268 49.241043 48.849556 48.587870 48.458088 44.012455 43.127548 42.376619 41.766894 41.304627 40.994808 40.840904 10.160000 7.620000 5.080000 2.540000 0.000000 23.046855 20.519967 17.996770 15.479071 12.970072 
57.230760 49.015050 45.622336 34.763670 29.209649 28.058922 27.098078 26.347898 25.826747 25.548643 25.521534 22.860818 21.370927 20.092765 19.068957 18.342144 17.948442 17.909832 12.970072 15.479071 17.996770 20.519967 23.046855 0.000000 2.540000 5.080000 7.620000 10.160000 
59.000180 47.727731 47.823204 32.923760 31.451638 30.385935 29.500979 28.813429 28.337657 28.084428 28.059769 24.897978 23.537392 22.383287 21.468989 20.826104 20.480208 20.446379 10.476024 12.970072 15.479071 17.996770 20.519967 2.540000 0.000000 2.540000 5.080000 7.620000 
60.824219 46.543537 50.056201 31.182342 33.735896 32.744621 31.925114 31.290874 30.853329 30.620912 30.598297 27.020452 25.772163 24.722603 23.897971 23.322138 23.013788 22.983689 8.010904 10.476024 12.970072 15.479071 17.996770 5.080000 2.540000 0.000000 2.540000 5.080000 
62.698112 45.470523 52.317215 29.556828 36.054389 35.128600 34.365989 33.777613 33.372687 33.157934 33.137050 29.209649 28.058922 27.098078 26.347898 25.826747 25.548643 25.521534 5.612958 8.010904 10.476024 12.970072 15.479071 7.620000 5.080000 2.540000 0.000000 2.540000 
64.617522 44.516731 54.602764 28.067365 38.400918 37.533053 36.820277 36.271734 35.894955 35.695379 35.675981 31.451638 30.385935 29.500979 28.813429 28.337657 28.084428 28.059769 3.426253 5.612958 8.010904 10.476024 12.970072 10.160000 7.620000 5.080000 2.540000 0.000000 
