25
# Circuit board instance
Size: medium
Nodes: 25
0.000000 65.000000 65.000000 91.923882 21.856894 22.197069 22.603577 23.072914 26.815241 27.093232 27.427269 27.815332 42.101624 44.512439 46.936882 49.372946 51.818992 48.779478 49.881158 50.990666 52.107504 51.522503 52.566726 53.620694 54.683844 
65.000000 0.000000 91.923882 65.000000 44.102122 44.271697 44.476905 44.717253 39.063160 39.254510 39.485800 39.756333 28.619422 26.413667 24.273349 22.217389 20.271469 58.431697 59.354491 60.289914 61.237388 55.036297 56.015055 57.005302 58.006452 
65.000000 91.923882 0.000000 65.000000 63.389833 62.194509 61.002203 59.813096 65.265644 64.105306 62.949203 61.797571 65.005403 66.592138 68.236549 69.934566 71.682380 33.525992 32.673912 31.849689 31.055541 37.404852 36.643080 35.910075 35.207633 
91.923882 65.000000 65.000000 0.000000 74.064460 73.044030 72.031536 71.027317 71.179193 70.116785 69.061389 68.013330 57.203383 56.132321 55.157512 54.284142 53.517176 46.463080 45.852046 45.268403 44.713223 42.113520 41.438400 40.791655 40.174657 
21.856894 44.102122 63.389833 74.064460 0.000000 1.270000 2.540000 3.810000 5.080000 5.236344 5.679613 6.350000 20.413542 22.754334 25.133840 27.542029 29.971986 37.041920 38.306958 39.572314 40.837959 37.837913 39.077191 40.318382 41.561313 
22.197069 44.271697 62.194509 73.044030 1.270000 0.000000 1.270000 2.540000 5.236344 5.080000 5.236344 5.679613 19.926857 22.318751 24.740187 27.183272 29.642653 35.777233 37.041920 38.306958 39.572314 36.600741 37.837913 39.077191 40.318382 
22.603577 44.476905 61.002203 72.031536 2.540000 1.270000 0.000000 1.270000 5.679613 5.236344 5.080000 5.236344 19.510827 21.948107 24.406344 26.879788 29.364598 34.512937 35.777233 37.041920 38.306958 35.365897 36.600741 37.837913 39.077191 
23.072914 44.717253 59.813096 71.027317 3.810000 2.540000 1.270000 0.000000 6.350000 5.679613 5.236344 5.080000 19.170053 21.645737 24.134791 26.633467 29.139289 33.249075 34.512937 35.777233 37.041920 34.133632 35.365897 36.600741 37.837913 
26.815241 39.063160 65.265644 71.179193 5.080000 5.236344 5.679613 6.350000 0.000000 1.270000 2.540000 3.810000 15.916290 18.126469 20.413542 22.754334 25.133840 36.933897 38.202513 39.471217 40.740003 37.041920 38.306958 39.572314 40.837959 
27.093232 39.254510 64.105306 70.116785 5.236344 5.080000 5.236344 5.679613 1.270000 0.000000 1.270000 2.540000 15.287093 17.576571 19.926857 22.318751 24.740187 35.665380 36.933897 38.202513 39.471217 35.777233 37.041920 38.306958 39.572314 
27.427269 39.485800 62.949203 69.061389 5.679613 5.236344 5.080000 5.236344 2.540000 1.270000 0.000000 1.270000 14.740691 17.103467 19.510827 21.948107 24.406344 34.396973 35.665380 36.933897 38.202513 34.512937 35.777233 37.041920 38.306958 
27.815332 39.756333 61.797571 68.013330 6.350000 5.679613 5.236344 5.080000 3.810000 2.540000 1.270000 0.000000 14.286585 16.713681 19.170053 21.645737 24.134791 33.128688 34.396973 35.665380 36.933897 33.249075 34.512937 35.777233 37.041920 
42.101624 28.619422 65.005403 57.203383 20.413542 19.926857 19.510827 19.170053 15.916290 15.287093 14.740691 14.286585 0.000000 2.540000 5.080000 7.620000 10.160000 32.369047 33.493708 34.628421 35.772229 30.301291 31.499865 32.703831 33.912614 
44.512439 26.413667 66.592138 56.132321 22.754334 22.318751 21.948107 21.645737 18.126469 17.576571 17.103467 16.713681 2.540000 0.000000 2.540000 5.080000 7.620000 33.643773 34.727176 35.822839 36.929672 31.249162 32.412704 33.583961 34.762153 
46.936882 24.273349 68.236549 55.157512 25.133840 24.740187 24.406344 24.134791 20.413542 19.926857 19.510827 19.170053 5.080000 2.540000 0.000000 2.540000 5.080000 35.056454 36.097483 37.152756 38.221096 32.369047 33.493708 34.628421 35.772229 
49.372946 22.217389 69.934566 54.284142 27.542029 27.183272 26.879788 26.633467 22.754334 22.318751 21.948107 21.645737 7.620000 5.080000 2.540000 0.000000 2.540000 36.591115 37.589665 38.604171 39.633406 33.643773 34.727176 35.822839 36.929672 
