24
# Circuit board instance
Size: medium
Nodes: 24
0.000000 115.000000 115.000000 162.634560 106.112498 108.453852 110.803958 113.162270 115.528285 89.579273 90.738467 91.953225 93.221377 94.540774 89.700190 90.560567 91.483396 92.466806 93.508888 80.879581 83.305826 85.738660 88.177538 90.621972 
115.000000 0.000000 162.634560 115.000000 45.073298 44.156290 43.368847 42.718135 42.210478 109.899503 108.179129 106.491550 104.838351 103.221183 120.587450 118.794887 117.029999 115.294056 113.588384 44.976579 42.860783 40.793430 38.782269 36.836503 
115.000000 162.634560 0.000000 115.000000 122.145048 124.184494 126.242099 128.316989 130.408340 52.916590 54.856072 56.842897 58.872272 60.939947 42.054290 43.859497 45.734570 47.671265 49.662373 119.079502 120.740555 122.431773 124.151921 125.899813 
162.634560 115.000000 115.000000 0.000000 75.439728 74.895450 74.433913 74.056665 73.764998 82.786594 80.488777 78.205943 75.939443 73.690785 90.905293 88.513640 86.130482 83.756543 81.392630 98.291982 97.342015 96.449599 95.616345 94.843814 
106.112498 45.073298 122.145048 75.439728 0.000000 2.540000 5.080000 7.620000 10.160000 69.473636 67.377185 65.312229 63.281850 61.289486 80.871162 78.735715 76.624957 74.540985 72.486110 26.806095 24.919803 23.158791 21.553790 20.142128 
108.453852 44.156290 124.184494 74.895450 2.540000 0.000000 2.540000 5.080000 7.620000 71.598815 69.473636 67.377185 65.312229 63.281850 83.029392 80.871162 78.735715 76.624957 74.540985 28.793056 26.806095 24.919803 23.158791 21.553790 
110.803958 43.368847 126.242099 74.433913 5.080000 2.540000 0.000000 2.540000 5.080000 73.750239 71.598815 69.473636 67.377185 65.312229 85.208676 83.029392 80.871162 78.735715 76.624957 30.861248 28.793056 26.806095 24.919803 23.158791 
113.162270 42.718135 128.316989 74.056665 7.620000 5.080000 2.540000 0.000000 2.540000 75.925677 73.750239 71.598815 69.473636 67.377185 87.407437 85.208676 83.029392 80.871162 78.735715 32.995399 30.861248 28.793056 26.806095 24.919803 
115.528285 42.210478 130.408340 73.764998 10.160000 7.620000 5.080000 2.540000 0.000000 78.123123 75.925677 73.750239 71.598815 69.473636 89.624242 87.407437 85.208676 83.029392 80.871162 35.183509 32.995399 30.861248 28.793056 26.806095 
89.579273 109.899503 52.916590 82.786594 69.473636 71.598815 73.750239 75.925677 78.123123 0.000000 2.540000 5.080000 7.620000 10.160000 11.561918 9.284321 7.184880 5.472621 4.602157 67.205840 68.646977 70.150503 71.712496 73.329218 
90.738467 108.179129 54.856072 80.488777 67.377185 69.473636 71.598815 73.750239 75.925677 2.540000 0.000000 2.540000 5.080000 7.620000 13.930559 11.561918 9.284321 7.184880 5.472621 65.831190 67.205840 68.646977 70.150503 71.712496 
91.953225 106.491550 56.842897 78.205943 65.312229 67.377185 69.473636 71.598815 73.750239 5.080000 2.540000 0.000000 2.540000 5.080000 16.350724 13.930559 11.561918 9.284321 7.184880 64.527277 65.831190 67.205840 68.646977 70.150503 
93.221377 104.838351 58.872272 75.939443 63.281850 65.312229 67.377185 69.473636 71.598815 7.620000 5.080000 2.540000 0.000000 2.540000 18.802529 16.350724 13.930559 11.561918 9.284321 63.298472 64.527277 65.831190 67.205840 68.646977 
94.540774 103.221183 60.939947 73.690785 61.289486 63.281850 65.312229 67.377185 69.473636 10.160000 7.620000 5.080000 2.540000 0.000000 21.275038 18.802529 16.350724 13.930559 11.561918 62.149231 63.298472 64.527277 65.831190 67.205840 
89.700190 120.587450 42.054290 90.905293 80.871162 83.029392 85.208676 87.407437 89.624242 11.561918 13.930559 16.350724 18.802529 21.275038 0.000000 2.540000 5.080000 7.620000 10.160000 77.161217 78.762725 80.412583 82.107876 83.845849 
90.560567 118.794887 43.859497 88.513640 78.735715 80.871162 83.029392 85.208676 87.407437 9.284321 11.561918 13.930559 16.350724 18.802529 2.540000 0.000000 2.540000 5.080000 7.620000 75.611132 77.161217 78.762725 80.412583 82.107876 
91.483396 117.029999 45.734570 86.130482 76.624957 78.735715 80.871162 83.029392 85.208676 7.184880 9.284321 11.561918 13.930559 16.350724 5.080000 2.540000 0.000000 2.540000 5.080000 74.115695 75.611132 77.161217 78.762725 80.412583 
