31
# Circuit board instance
Size: medium
Nodes: 31
0.000000 90.000000 90.000000 127.279221 72.763697 75.033620 77.320347 79.622428 81.938570 84.267613 86.608517 76.536949 78.698114 80.881302 83.084776 85.306965 87.546443 89.801917 51.322681 51.877503 52.549369 53.333857 54.226078 40.860287 41.613768 42.391911 43.193383 45.084294 45.768288 46.476926 47.209097 
90.000000 0.000000 127.279221 90.000000 86.177882 88.102872 90.058358 92.042397 94.053182 96.089034 98.148393 81.353404 83.389837 85.453243 87.541715 89.653500 91.786990 93.940705 94.518790 92.378890 90.259738 88.162829 86.089788 61.604547 62.106867 62.630913 63.176147 56.953935 57.496899 58.062568 58.650286 
90.000000 127.279221 0.000000 90.000000 41.662495 40.175267 38.797473 37.541163 36.418912 35.443456 34.627203 47.949061 46.662630 45.481786 44.414951 43.470520 42.656624 41.980855 40.902759 41.596795 42.431760 43.399520 44.491411 74.027396 72.894430 71.766053 70.642484 76.440080 75.343403 74.252252 73.166872 
127.279221 90.000000 90.000000 0.000000 62.191923 61.205587 60.310163 59.509753 58.808239 58.209195 57.715812 55.313509 54.202148 53.188953 52.279630 51.479685 50.794285 50.228120 89.290648 87.022282 84.769325 82.533039 80.314817 87.210163 86.250537 85.299024 84.355899 83.989541 82.992684 82.003378 81.021900 
72.763697 86.177882 41.662495 62.191923 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 27.283629 25.163980 23.129172 21.203643 19.419928 40.940484 39.670485 38.400486 37.130486 41.258907 39.999019 38.739791 37.481290 
75.033620 88.102872 40.175267 61.205587 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 28.708256 26.701938 24.793672 23.007870 21.375247 43.480484 42.210484 40.940484 39.670485 43.780436 42.519396 41.258907 39.999019 
77.320347 90.058358 38.797473 60.310163 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 30.279279 28.384225 26.596935 24.940586 23.442951 46.020483 44.750483 43.480484 42.210484 46.303984 45.041979 43.780436 42.519396 
79.622428 92.042397 37.541163 59.509753 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 31.975127 30.186723 28.512645 26.974188 25.595818 48.560482 47.290482 46.020483 44.750483 48.829238 47.566415 46.303984 45.041979 
81.938570 94.053182 36.418912 58.808239 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 33.777003 32.089179 30.519635 29.087523 27.814081 51.100481 49.830482 48.560482 47.290482 51.355947 50.092425 48.829238 47.566415 
84.267613 96.089034 35.443456 58.209195 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 35.668842 34.074856 32.601050 31.264427 30.083276 53.640481 52.370481 51.100481 49.830482 53.883906 52.619781 51.355947 50.092425 
86.608517 98.148393 34.627203 57.715812 15.240000 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 17.038838 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 37.637081 36.130034 34.743518 33.492506 32.392701 56.180480 54.910480 53.640481 52.370481 56.412946 55.148300 53.883906 52.619781 
76.536949 81.353404 47.949061 55.313509 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 33.990103 31.708784 29.469817 27.283629 25.163980 41.636956 40.388862 39.142178 37.897042 41.016960 39.749404 38.482009 37.214792 
78.698114 83.389837 46.662630 54.202148 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 35.143914 32.942595 30.793468 28.708256 26.701938 44.136892 42.886336 41.636956 40.388862 43.552499 42.284663 41.016960 39.749404 
80.881302 85.453243 45.481786 53.188953 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 36.438516 34.320335 32.263113 30.279279 28.384225 46.641158 45.388529 44.136892 42.886336 46.088530 44.820458 43.552499 42.284663 
83.084776 87.541715 44.414951 52.279630 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 37.859470 35.825401 33.859747 31.975127 30.186723 49.149092 47.894703 46.641158 45.388529 48.624975 47.356704 46.088530 44.820458 
