34
# Circuit board instance
Size: medium
Nodes: 34
0.000000 65.000000 65.000000 91.923882 47.826937 48.450529 49.099057 49.771546 52.337898 52.908349 53.502869 54.120666 69.506509 71.251082 73.042329 74.876900 76.751689 78.663820 80.610635 75.290421 76.903898 78.566371 80.274797 82.026304 83.818192 85.647926 37.829668 39.052381 40.278022 41.506329 39.527934 40.699660 41.877116 43.059833 
65.000000 0.000000 91.923882 65.000000 32.576112 33.484935 34.416632 35.369393 29.200047 30.210603 31.240105 32.286740 49.066155 51.507762 53.958454 56.417046 58.882549 61.354131 63.831084 47.480316 49.999423 52.520543 55.043399 57.567763 60.093445 62.620285 65.614933 66.327402 67.056355 67.801261 61.451552 62.211719 62.988321 63.780756 
65.000000 91.923882 0.000000 65.000000 59.347821 58.455980 57.578340 56.715560 63.039698 62.200814 61.376746 60.568097 54.195840 53.409279 52.733445 52.172642 51.730611 51.410416 51.214342 61.438440 60.745731 60.152381 59.661355 59.275196 58.995963 58.825178 30.452720 29.262141 28.078522 26.902783 32.538315 31.426847 30.327829 29.242667 
91.923882 65.000000 65.000000 0.000000 47.916083 46.806931 45.706153 44.614368 45.687970 44.523347 43.364641 42.212338 22.661023 20.709513 18.898388 17.271868 15.886754 14.810932 14.115299 18.984592 16.606525 14.284321 12.050319 9.964022 8.139808 6.792233 61.657147 61.077889 60.519741 59.983293 57.206448 56.581644 55.978683 55.398278 
47.826937 32.576112 59.347821 47.916083 0.000000 1.270000 2.540000 3.810000 5.080000 5.236344 5.679613 6.350000 25.769512 28.156347 30.567878 32.998692 35.444821 37.903301 40.371876 29.368532 31.483690 33.657660 35.879751 38.141555 40.436409 42.758990 34.259654 34.775044 35.328590 35.918529 29.649021 30.243086 30.877984 31.551248 
48.450529 33.484935 58.455980 46.806931 1.270000 0.000000 1.270000 2.540000 5.236344 5.080000 5.236344 5.679613 24.587607 26.959431 29.359404 31.781150 34.220047 36.672673 39.136446 28.337137 30.417985 32.564052 34.763262 37.006141 39.285211 41.594522 33.784166 34.259654 34.775044 35.328590 29.098290 29.649021 30.243086 30.877984 
49.099057 34.416632 57.578340 45.706153 2.540000 1.270000 0.000000 1.270000 5.679613 5.236344 5.080000 5.236344 23.414928 25.769512 28.156347 30.567878 32.998692 35.444821 37.903301 27.325844 29.368532 31.483690 33.657660 35.879751 38.141555 40.436409 33.350288 33.784166 34.259654 34.775044 28.593395 29.098290 29.649021 30.243086 
49.771546 35.369393 56.715560 44.614368 3.810000 2.540000 1.270000 0.000000 6.350000 5.679613 5.236344 5.080000 22.252935 24.587607 26.959431 29.359404 31.781150 34.220047 36.672673 26.336970 28.337137 30.417985 32.564052 34.763262 37.006141 39.285211 32.959661 33.350288 33.784166 34.259654 28.136806 28.593395 29.098290 29.649021 
52.337898 29.200047 63.039698 45.687970 5.080000 5.236344 5.679613 6.350000 0.000000 1.270000 2.540000 3.810000 24.419019 26.925835 29.438341 31.955194 34.475442 36.998392 39.523526 26.782685 29.086497 31.426734 33.795830 36.188117 38.599284 41.026001 38.987127 39.440790 39.929707 40.452601 34.259654 34.775044 35.328590 35.918529 
52.908349 30.210603 62.200814 44.523347 5.236344 5.080000 5.236344 5.679613 1.270000 0.000000 1.270000 2.540000 23.168322 25.671612 28.181472 30.696291 33.214942 35.736615 38.260713 25.647512 27.929471 30.252587 32.608066 34.989370 37.391568 39.810876 38.569964 38.987127 39.440790 39.929707 33.784166 34.259654 34.775044 35.328590 
