25
# Circuit board instance
Size: medium
Nodes: 25
0.000000 90.000000 90.000000 127.279221 90.111047 90.876292 91.652745 92.440126 94.231387 94.963434 95.706735 96.461030 66.704059 69.176475 71.653620 74.135018 76.620257 41.697636 42.736560 43.787670 44.850110 44.846031 45.813614 46.795659 47.791275 
90.000000 0.000000 127.279221 90.000000 56.749855 57.957274 59.167313 60.379815 55.368759 56.605645 57.843966 59.083631 29.566449 27.439537 25.388672 23.433830 21.601094 73.950006 74.540754 75.148324 75.772309 69.474290 70.102765 70.748457 71.410899 
90.000000 127.279221 0.000000 90.000000 80.742627 80.182738 79.639166 79.112249 85.316618 84.786938 84.273069 83.775303 98.730202 100.417160 102.139427 103.895246 105.682946 61.127448 59.964036 58.805035 57.650710 63.316969 62.194528 61.077867 59.967308 
127.279221 90.000000 90.000000 0.000000 40.248194 39.112870 37.986076 36.868593 38.276239 37.080588 35.890046 34.705137 78.564599 77.789135 77.089597 76.468069 75.926468 86.408769 85.589696 84.781735 83.985207 82.610829 81.753714 80.907455 80.072396 
90.111047 56.749855 80.742627 40.248194 0.000000 1.270000 2.540000 3.810000 5.080000 5.236344 5.679613 6.350000 39.026596 38.628422 38.394504 38.327850 38.429331 51.942262 51.466811 51.018551 50.598203 47.294030 46.771352 46.277632 45.813806 
90.876292 57.957274 80.182738 39.112870 1.270000 0.000000 1.270000 2.540000 5.236344 5.080000 5.236344 5.679613 40.274539 39.888824 39.662341 39.597821 39.696056 52.444164 51.942262 51.466811 51.018551 47.844718 47.294030 46.771352 46.277632 
91.652745 59.167313 79.639166 37.986076 2.540000 1.270000 0.000000 1.270000 5.679613 5.236344 5.080000 5.236344 41.523820 41.149817 40.930312 40.867794 40.962983 52.971765 52.444164 51.942262 51.466811 48.422460 47.844718 47.294030 46.771352 
92.440126 60.379815 79.112249 36.868593 3.810000 2.540000 1.270000 0.000000 6.350000 5.679613 5.236344 5.080000 42.774322 42.411347 42.198405 42.137769 42.230095 53.524305 52.971765 52.444164 51.942262 49.026298 48.422460 47.844718 47.294030 
94.231387 55.368759 85.316618 38.276239 5.080000 5.236344 5.679613 6.350000 0.000000 1.270000 2.540000 3.810000 40.294233 39.584070 39.026596 38.628422 38.394504 56.664669 56.229163 55.819160 55.435226 51.942262 51.466811 51.018551 50.598203 
94.963434 56.605645 84.786938 37.080588 5.236344 5.080000 5.236344 5.679613 1.270000 0.000000 1.270000 2.540000 41.504079 40.814972 40.274539 39.888824 39.662341 57.125095 56.664669 56.229163 55.819160 52.444164 51.942262 51.466811 51.018551 
95.706735 57.843966 84.273069 35.890046 5.679613 5.236344 5.080000 5.236344 2.540000 1.270000 0.000000 1.270000 42.717417 42.048199 41.523820 41.149817 40.930312 57.609843 57.125095 56.664669 56.229163 52.971765 52.444164 51.942262 51.466811 
96.461030 59.083631 83.775303 34.705137 6.350000 5.679613 5.236344 5.080000 3.810000 2.540000 1.270000 0.000000 43.933958 43.283554 42.774322 42.411347 42.198405 58.118305 57.609843 57.125095 56.664669 53.524305 52.971765 52.444164 51.942262 
66.704059 29.566449 98.730202 78.564599 39.026596 40.274539 41.523820 42.774322 40.294233 41.504079 42.717417 43.933958 0.000000 2.540000 5.080000 7.620000 10.160000 44.533858 45.071599 45.638354 46.233055 39.959165 40.557605 41.186522 41.844542 
69.176475 27.439537 100.417160 77.789135 38.628422 39.888824 41.149817 42.411347 39.584070 40.814972 42.048199 43.283554 2.540000 0.000000 2.540000 5.080000 7.620000 46.860262 47.371602 47.911157 48.477985 42.232074 42.798745 43.395194 44.020211 
