22
# Circuit board instance
Size: medium
Nodes: 22
0.000000 65.000000 65.000000 91.923882 55.079886 56.469050 57.936315 59.475900 61.082338 8.943970 9.164592 9.550430 10.082532 14.006096 14.147999 14.400932 14.759187 11.296830 12.849380 14.679850 16.697084 18.841190 
65.000000 0.000000 91.923882 65.000000 58.808067 57.298765 55.864223 54.510343 53.243280 56.113181 56.148768 56.213034 56.305878 51.033961 51.073088 51.143731 51.245761 59.652110 57.145975 54.642967 52.143537 49.648226 
65.000000 91.923882 0.000000 65.000000 34.499030 36.676189 38.897375 41.155460 43.444692 64.676643 63.418950 62.161759 60.905098 65.568622 64.328372 63.089305 61.851492 55.833094 56.167807 56.614610 57.170872 57.833437 
91.923882 65.000000 65.000000 0.000000 40.184299 37.941239 35.737943 33.582238 31.483902 85.157281 84.206043 83.263309 82.329372 81.899565 80.910035 79.928435 78.955060 80.920271 79.090951 77.301810 75.555705 73.855686 
55.079886 58.808067 34.499030 40.184299 0.000000 2.540000 5.080000 7.620000 10.160000 50.061688 48.903951 47.751922 46.606025 48.221701 47.018680 45.819275 44.623776 43.784067 42.497348 41.326842 40.282681 39.374916 
56.469050 57.298765 36.676189 37.941239 2.540000 0.000000 2.540000 5.080000 7.620000 51.146334 50.013711 48.887841 47.769199 49.084630 47.903286 46.726592 45.554910 45.177070 43.784067 42.497348 41.326842 40.282681 
57.936315 55.864223 38.897375 35.737943 5.080000 2.540000 0.000000 2.540000 5.080000 52.331879 51.225476 50.126830 49.036461 50.061688 48.903951 47.751922 46.606025 46.666840 45.177070 43.784067 42.497348 41.326842 
59.475900 54.510343 41.155460 33.582238 7.620000 5.080000 2.540000 0.000000 2.540000 53.611630 52.532187 51.461445 50.399958 51.146334 50.013711 48.887841 47.769199 48.244414 46.666840 45.177070 43.784067 42.497348 
61.082338 53.243280 43.444692 31.483902 10.160000 7.620000 5.080000 2.540000 0.000000 54.979008 53.926943 52.884448 51.852100 52.331879 51.225476 50.126830 49.036461 49.901465 48.244414 46.666840 45.177070 43.784067 
8.943970 56.113181 64.676643 85.157281 50.061688 51.146334 52.331879 53.611630 54.979008 0.000000 1.270000 2.540000 3.810000 5.080000 5.236344 5.679613 6.350000 9.005762 8.567795 8.866434 9.834806 11.302051 
9.164592 56.148768 63.418950 84.206043 48.903951 50.013711 51.225476 52.532187 53.926943 1.270000 0.000000 1.270000 2.540000 5.236344 5.080000 5.236344 5.679613 7.807904 7.298405 7.646781 8.751172 10.372848 
9.550430 56.213034 62.161759 83.263309 47.751922 48.887841 50.126830 51.461445 52.884448 2.540000 1.270000 0.000000 1.270000 5.679613 5.236344 5.080000 5.236344 6.636924 6.029272 6.446602 7.724534 9.522677 
10.082532 56.305878 60.905098 82.329372 46.606025 47.769199 49.036461 50.399958 51.852100 3.810000 2.540000 1.270000 0.000000 6.350000 5.679613 5.236344 5.080000 5.509989 4.760602 5.279193 6.780828 8.774542 
14.006096 51.033961 65.568622 81.899565 48.221701 49.084630 50.061688 51.146334 52.331879 5.080000 5.236344 5.679613 6.350000 0.000000 1.270000 2.540000 3.810000 11.627839 10.084820 9.005762 8.567795 8.866434 
14.147999 51.073088 64.328372 80.910035 47.018680 47.903286 48.903951 50.013711 51.225476 5.236344 5.080000 5.236344 5.679613 1.270000 0.000000 1.270000 2.540000 10.726894 9.031235 7.807904 7.298405 7.646781 
14.400932 51.143731 63.089305 79.928435 45.819275 46.726592 47.751922 48.887841 50.126830 5.679613 5.236344 5.080000 5.236344 2.540000 1.270000 0.000000 1.270000 9.907152 8.040436 6.636924 6.029272 6.446602 
14.759187 51.245761 61.851492 78.955060 44.623776 45.554910 46.606025 47.769199 49.036461 6.350000 5.679613 5.236344 5.080000 3.810000 2.540000 1.270000 0.000000 9.190368 7.138615 5.509989 4.760602 5.279193 
11.296830 59.652110 55.833094 80.920271 43.784067 45.177070 46.666840 48.244414 49.901465 9.005762 7.807904 6.636924 5.509989 11.627839 10.726894 9.907152 9.190368 0.000000 2.540000 5.080000 7.620000 10.160000 
12.849380 57.145975 56.167807 79.090951 42.497348 43.784067 45.177070 46.666840 48.244414 8.567795 7.298405 6.029272 4.760602 10.084820 9.031235 8.040436 7.138615 2.540000 0.000000 2.540000 5.080000 7.620000 
14.679850 54.642967 56.614610 77.301810 41.326842 42.497348 43.784067 45.177070 46.666840 8.866434 7.646781 6.446602 5.279193 9.005762 7.807904 6.636924 5.509989 5.080000 2.540000 0.000000 2.540000 5.080000 
16.697084 52.143537 57.170872 75.555705 40.282681 41.326842 42.497348 43.784067 45.177070 9.834806 8.751172 7.724534 6.780828 8.567795 7.298405 6.029272 4.760602 7.620000 5.080000 2.540000 0.000000 2.540000 
18.841190 49.648226 57.833437 73.855686 39.374916 40.282681 41.326842 42.497348 43.784067 11.302051 10.372848 9.522677 8.774542 8.866434 7.646781 6.446602 5.279193 10.160000 7.620000 5.080000 2.540000 0.000000 
