22
# Circuit board instance
Size: medium
Nodes: 22
0.000000 90.000000 90.000000 127.279221 97.147074 99.219819 101.313839 103.427844 105.560631 19.590662 20.403038 21.260284 22.157193 23.784183 24.457663 25.177231 25.939053 72.642511 74.466873 76.332162 78.235453 80.174038 
90.000000 0.000000 127.279221 90.000000 57.829425 57.393909 57.068225 56.854262 56.753283 75.620597 75.835115 76.070233 76.325762 70.611388 70.841076 71.092712 71.366065 63.999866 62.507308 61.083938 59.734701 58.464731 
90.000000 127.279221 0.000000 90.000000 85.577521 87.923435 90.279854 92.645976 95.021076 79.345188 78.099608 76.854827 75.610885 80.483241 79.255549 78.029211 76.804292 64.546534 66.593061 68.672554 70.782107 72.919113 
127.279221 90.000000 90.000000 0.000000 35.074212 34.351401 33.804443 33.441967 33.270004 107.844052 106.930956 106.025210 105.127003 104.392686 103.449131 102.512626 101.583365 54.637931 52.881795 51.191485 49.573735 48.035877 
97.147074 57.829425 85.577521 35.074212 0.000000 2.540000 5.080000 7.620000 10.160000 77.581934 76.859059 76.150503 75.456671 73.482761 72.719149 71.969847 71.235307 27.854349 25.370823 22.899689 20.445440 18.014980 
99.219819 57.393909 87.923435 34.351401 2.540000 0.000000 2.540000 5.080000 7.620000 79.673907 78.970183 78.280739 77.605954 75.517447 74.774616 74.046117 73.332377 30.347226 27.854349 25.370823 22.899689 20.445440 
101.313839 57.068225 90.279854 33.804443 5.080000 2.540000 0.000000 2.540000 5.080000 81.791256 81.105906 80.434770 79.778207 77.581934 76.859059 76.150503 75.456671 32.847323 30.347226 27.854349 25.370823 22.899689 
103.427844 56.854262 92.645976 33.441967 7.620000 5.080000 2.540000 0.000000 2.540000 83.932061 83.264334 82.610735 81.971602 79.673907 78.970183 78.280739 77.605954 35.353109 32.847323 30.347226 27.854349 25.370823 
105.560631 56.753283 95.021076 33.270004 10.160000 7.620000 5.080000 2.540000 0.000000 86.094573 85.443747 84.806946 84.184489 81.791256 81.105906 80.434770 79.778207 37.863455 35.353109 32.847323 30.347226 27.854349 
19.590662 75.620597 79.345188 107.844052 77.581934 79.673907 81.791256 83.932061 86.094573 0.000000 1.270000 2.540000 3.810000 5.080000 5.236344 5.679613 6.350000 53.220247 54.979378 56.797644 58.669549 60.590122 
20.403038 75.835115 78.099608 106.930956 76.859059 78.970183 81.105906 83.264334 85.443747 1.270000 0.000000 1.270000 2.540000 5.236344 5.080000 5.236344 5.679613 52.296384 54.085571 55.932901 57.832802 59.780263 
21.260284 76.070233 76.854827 106.025210 76.150503 78.280739 80.434770 82.610735 84.806946 2.540000 1.270000 0.000000 1.270000 5.679613 5.236344 5.080000 5.236344 51.387299 53.207065 55.083865 57.012067 58.986631 
22.157193 76.325762 75.610885 105.127003 75.456671 77.605954 79.778207 81.971602 84.184489 3.810000 2.540000 1.270000 0.000000 6.350000 5.679613 5.236344 5.080000 50.493793 52.344631 54.251274 56.208046 58.209889 
23.784183 70.611388 80.483241 104.392686 73.482761 75.517447 77.581934 79.673907 81.791256 5.080000 5.236344 5.679613 6.350000 0.000000 1.270000 2.540000 3.810000 49.904207 51.526311 53.220247 54.979378 56.797644 
24.457663 70.841076 79.255549 103.449131 72.719149 74.774616 76.859059 78.970183 81.105906 5.236344 5.080000 5.236344 5.679613 1.270000 0.000000 1.270000 2.540000 48.917756 50.571511 52.296384 54.085571 55.932901 
25.177231 71.092712 78.029211 102.512626 71.969847 74.046117 76.150503 78.280739 80.434770 5.679613 5.236344 5.080000 5.236344 2.540000 1.270000 0.000000 1.270000 47.944652 49.630842 51.387299 53.207065 55.083865 
25.939053 71.366065 76.804292 101.583365 71.235307 73.332377 75.456671 77.605954 79.778207 6.350000 5.679613 5.236344 5.080000 3.810000 2.540000 1.270000 0.000000 46.985724 48.705124 50.493793 52.344631 54.251274 
72.642511 63.999866 64.546534 54.637931 27.854349 30.347226 32.847323 35.353109 37.863455 53.220247 52.296384 51.387299 50.493793 49.904207 48.917756 47.944652 46.985724 0.000000 2.540000 5.080000 7.620000 10.160000 
74.466873 62.507308 66.593061 52.881795 25.370823 27.854349 30.347226 32.847323 35.353109 54.979378 54.085571 53.207065 52.344631 51.526311 50.571511 49.630842 48.705124 2.540000 0.000000 2.540000 5.080000 7.620000 
76.332162 61.083938 68.672554 51.191485 22.899689 25.370823 27.854349 30.347226 32.847323 56.797644 55.932901 55.083865 54.251274 53.220247 52.296384 51.387299 50.493793 5.080000 2.540000 0.000000 2.540000 5.080000 
78.235453 59.734701 70.782107 49.573735 20.445440 22.899689 25.370823 27.854349 30.347226 58.669549 57.832802 57.012067 56.208046 54.979378 54.085571 53.207065 52.344631 7.620000 5.080000 2.540000 0.000000 2.540000 
80.174038 58.464731 72.919113 48.035877 18.014980 20.445440 22.899689 25.370823 27.854349 60.590122 59.780263 58.986631 58.209889 56.797644 55.932901 55.083865 54.251274 10.160000 7.620000 5.080000 2.540000 0.000000 
