30
# Circuit board instance
Size: medium
Nodes: 30
0.000000 115.000000 115.000000 162.634560 72.847391 73.913384 75.050233 76.254769 77.523838 120.559965 121.648570 122.740660 123.836145 123.264802 124.329726 125.398469 126.470934 72.236790 74.768533 77.300817 79.833591 82.366811 61.215303 62.468878 63.723104 64.977943 62.240152 63.473490 64.708247 65.944343 
115.000000 0.000000 162.634560 115.000000 108.354324 106.362143 104.393748 102.450510 100.533887 115.819412 116.952151 118.087683 119.225928 113.601243 114.755880 115.912929 117.072320 43.412008 40.897213 38.385737 35.878278 33.375740 121.211823 121.849717 122.497457 123.154886 116.835052 117.496710 118.168313 118.849692 
115.000000 162.634560 0.000000 115.000000 56.699454 58.062673 59.503136 61.015371 62.594177 63.483667 63.259350 63.059818 62.885306 68.481255 68.273360 68.088523 67.926931 130.695352 132.111524 133.560988 135.042673 136.555530 55.485402 54.236310 52.988212 51.741180 56.614071 55.390438 54.168938 52.949721 
162.634560 115.000000 115.000000 0.000000 98.228026 96.025992 93.841037 91.674383 89.527360 53.940774 53.676592 53.441293 53.235259 48.997075 48.706086 48.446652 48.219281 117.250687 116.343041 115.484138 114.675072 113.916905 118.421378 117.841292 117.272091 116.713935 113.937465 113.334432 112.742479 112.161784 
72.847391 108.354324 56.699454 98.228026 0.000000 2.540000 5.080000 7.620000 10.160000 49.159734 50.111844 51.077785 52.056788 52.689630 53.579049 54.483555 55.402408 74.059505 75.544659 77.084914 78.677033 80.317933 20.566362 20.220552 19.949737 19.757001 15.795879 15.342922 14.984210 14.726630 
73.913384 106.362143 58.062673 96.025992 2.540000 0.000000 2.540000 5.080000 7.620000 47.500268 48.484976 49.482685 50.492625 50.891912 51.812201 52.747013 53.695590 72.632831 74.059505 75.544659 77.084914 78.677033 23.001365 22.692692 22.451716 22.280633 18.160146 17.767566 17.458742 17.238177 
75.050233 104.393748 59.503136 93.841037 5.080000 2.540000 0.000000 2.540000 5.080000 45.921397 46.939239 47.969108 49.010248 49.159734 50.111844 51.077785 52.056788 71.268151 72.632831 74.059505 75.544659 77.084914 25.456895 25.178344 24.961376 24.807607 20.566362 20.220552 19.949737 19.757001 
76.254769 102.450510 61.015371 91.674383 7.620000 5.080000 2.540000 0.000000 2.540000 44.431713 45.482903 46.545008 47.617295 47.500268 48.484976 49.482685 50.492625 69.969091 71.268151 72.632831 74.059505 75.544659 27.927539 27.673867 27.476612 27.336995 23.001365 22.692692 22.451716 22.280633 
77.523838 100.533887 62.594177 89.527360 10.160000 7.620000 5.080000 2.540000 0.000000 43.040477 44.124824 45.218838 46.321835 45.921397 46.939239 47.969108 49.010248 68.739372 69.969091 71.268151 72.632831 74.059505 30.409613 30.176813 29.996022 29.868184 25.456895 25.178344 24.961376 24.807607 
120.559965 115.819412 63.483667 53.940774 49.159734 47.500268 45.921397 44.431713 43.040477 0.000000 1.270000 2.540000 3.810000 5.080000 5.236344 5.679613 6.350000 97.725463 98.008141 98.355623 98.767224 99.242147 67.681233 66.886025 66.105651 65.340643 63.824546 62.980661 62.151270 61.336962 
121.648570 116.952151 63.259350 53.676592 50.111844 48.484976 46.939239 45.482903 44.124824 1.270000 0.000000 1.270000 2.540000 5.236344 5.080000 5.236344 5.679613 98.989371 99.268450 99.611536 100.017969 100.486981 68.490760 67.681233 66.886025 66.105651 64.682358 63.824546 62.980661 62.151270 
122.740660 118.087683 63.059818 53.441293 51.077785 49.482685 47.969108 46.545008 45.218838 2.540000 1.270000 0.000000 1.270000 5.679613 5.236344 5.080000 5.236344 100.253434 100.529004 100.867802 101.269193 101.732437 69.314103 68.490760 67.681233 66.886025 65.553552 64.682358 63.824546 62.980661 
