31
# Circuit board instance
Size: medium
Nodes: 31
0.000000 65.000000 65.000000 91.923882 51.509568 52.657242 53.810413 54.968733 53.903792 55.001530 56.106539 57.218396 36.832333 39.087485 41.375662 43.691675 46.031324 48.531327 49.735925 51.038593 52.432022 53.909174 55.463361 57.088291 55.428931 56.486626 57.636921 58.874389 60.193652 61.589456 63.056718 
65.000000 0.000000 91.923882 65.000000 63.080295 64.020880 64.972675 65.935192 59.758738 60.750772 61.752989 62.764901 36.950570 34.732626 32.561776 30.448092 28.404342 30.964391 32.820208 34.762650 36.777993 38.854896 40.984000 43.157581 26.177667 28.348594 30.576438 32.849619 35.159346 37.498867 39.862934 
65.000000 91.923882 0.000000 65.000000 29.019105 28.223359 27.463309 26.741998 33.083101 32.387361 31.727220 31.104945 57.552413 59.021105 60.560753 62.166083 63.832141 60.960404 59.197495 57.492775 55.851572 54.279649 52.783194 51.368805 66.582637 64.972457 63.423149 61.939283 60.525672 59.187349 57.929534 
91.923882 65.000000 65.000000 0.000000 46.561748 46.070011 45.608347 45.177676 41.952110 41.405665 40.891374 40.410464 57.628153 56.231795 54.917471 53.691207 52.559167 48.163002 45.911298 43.691224 41.507854 39.367298 37.276930 35.245681 45.234406 42.829009 40.440076 38.070707 35.724793 33.407278 31.124504 
51.509568 63.080295 29.019105 46.561748 0.000000 1.270000 2.540000 3.810000 5.080000 5.236344 5.679613 6.350000 30.695684 31.625106 32.725721 33.980900 35.374192 32.154410 30.272187 28.492241 26.834930 25.324343 23.988214 22.857158 37.564846 35.966886 34.482160 33.125897 31.914478 30.864964 29.994354 
52.657242 64.020880 28.223359 46.070011 1.270000 0.000000 1.270000 2.540000 5.236344 5.080000 5.236344 5.679613 31.897259 32.792643 33.855324 35.070097 36.421746 33.128464 31.201647 29.368243 27.646840 26.059643 24.632610 23.395067 38.401910 36.752611 35.209448 33.786970 32.501025 31.368409 30.406261 
53.810413 64.972675 27.463309 45.608347 2.540000 1.270000 0.000000 1.270000 5.679613 5.236344 5.080000 5.236344 33.103943 33.967534 34.994555 36.171088 37.483056 34.121987 32.154410 30.272187 28.492241 26.834930 25.324343 23.988214 39.262216 37.564846 35.966886 34.482160 33.125897 31.914478 30.864964 
54.968733 65.935192 26.741998 45.177676 3.810000 2.540000 1.270000 0.000000 6.350000 5.679613 5.236344 5.080000 34.315197 35.149041 36.142504 37.282829 38.556987 35.133327 33.128464 31.201647 29.368243 27.646840 26.059643 24.632610 40.144268 38.401910 36.752611 35.209448 33.786970 32.501025 31.368409 
53.903792 59.758738 33.083101 41.952110 5.080000 5.236344 5.679613 6.350000 0.000000 1.270000 2.540000 3.810000 29.412412 29.953395 30.695684 31.625106 32.725721 29.102365 27.008276 24.996988 23.090151 21.315815 19.709795 18.316422 33.863551 32.081760 30.407923 28.860829 27.461907 26.234870 25.204835 
55.001530 60.750772 32.387361 41.405665 5.236344 5.080000 5.236344 5.679613 1.270000 0.000000 1.270000 2.540000 30.664313 31.183585 31.897259 32.792643 33.855324 30.175101 28.046112 25.991062 24.028927 22.184378 20.489195 18.983434 34.789785 32.960230 31.230236 29.617254 28.141411 26.825351 25.693640 
