32
# Circuit board instance
Size: medium
Nodes: 32
0.000000 40.000000 40.000000 56.568542 20.789474 23.317656 25.848155 28.380352 30.913829 33.448295 35.983542 22.860379 25.181497 27.541275 29.930571 32.342843 34.773311 37.218409 27.266165 28.986909 30.821117 32.749730 34.757036 36.830171 38.958627 33.413824 34.832181 36.372808 38.020846 39.762941 41.587275 43.483498 
40.000000 0.000000 56.568542 40.000000 43.156569 44.429723 45.808452 47.283523 48.846207 50.488371 52.202514 36.650840 38.141774 39.739263 41.430982 43.205864 45.054082 46.966980 26.268400 28.050419 29.942050 31.923814 33.979945 36.097737 38.266954 21.294806 23.457748 25.689809 27.974450 30.299779 32.657106 35.039973 
40.000000 56.568542 0.000000 40.000000 19.435172 16.912622 14.396208 11.889830 9.401516 6.950695 4.597717 21.636095 19.401842 17.252406 15.223756 13.370984 11.777387 10.560951 30.342695 28.535527 26.847284 25.301782 23.926699 22.752953 21.813070 35.968306 34.457455 33.072898 31.831119 30.749421 29.845214 29.135030 
56.568542 40.000000 40.000000 0.000000 42.520737 41.428540 40.466505 39.644107 38.970190 38.452559 38.097587 35.899969 34.599402 33.441482 32.441485 31.614401 30.974086 30.532292 29.449351 27.583716 25.833346 24.223239 22.783153 21.547204 20.552254 25.113825 22.897627 20.755763 18.713771 16.808093 15.090459 13.632135 
20.789474 43.156569 19.435172 42.520737 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 18.771080 18.549700 18.674380 19.138359 19.917939 20.977964 22.278440 26.326092 26.168703 26.257230 26.589216 27.155735 27.942524 28.931618 
23.317656 44.429723 16.912622 41.428540 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 19.326633 18.771080 18.549700 18.674380 19.138359 19.917939 20.977964 26.725052 26.326092 26.168703 26.257230 26.589216 27.155735 27.942524 
25.848155 45.808452 14.396208 40.466505 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 20.188790 19.326633 18.771080 18.549700 18.674380 19.138359 19.917939 27.355016 26.725052 26.326092 26.168703 26.257230 26.589216 27.155735 
28.380352 47.283523 11.889830 39.644107 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 21.320388 20.188790 19.326633 18.771080 18.549700 18.674380 19.138359 28.200507 27.355016 26.725052 26.326092 26.168703 26.257230 26.589216 
30.913829 48.846207 9.401516 38.970190 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 22.681134 21.320388 20.188790 19.326633 18.771080 18.549700 18.674380 29.242836 28.200507 27.355016 26.725052 26.326092 26.168703 26.257230 
33.448295 50.488371 6.950695 38.452559 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 24.232456 22.681134 21.320388 20.188790 19.326633 18.771080 18.549700 30.461805 29.242836 28.200507 27.355016 26.725052 26.326092 26.168703 
35.983542 52.202514 4.597717 38.097587 15.240000 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 17.038838 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 25.940185 24.232456 22.681134 21.320388 20.188790 19.326633 18.771080 31.837130 30.461805 29.242836 28.200507 27.355016 26.725052 26.326092 
22.860379 36.650840 21.636095 35.899969 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 11.303655 10.932087 11.142335 11.903610 13.120344 14.679719 16.484782 18.771080 18.549700 18.674380 19.138359 19.917939 20.977964 22.278440 
25.181497 38.141774 19.401842 34.599402 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 12.204012 11.303655 10.932087 11.142335 11.903610 13.120344 14.679719 19.326633 18.771080 18.549700 18.674380 19.138359 19.917939 20.977964 
27.541275 39.739263 17.252406 33.441482 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 13.527986 12.204012 11.303655 10.932087 11.142335 11.903610 13.120344 20.188790 19.326633 18.771080 18.549700 18.674380 19.138359 19.917939 
29.930571 41.430982 15.223756 32.441485 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 15.165029 13.527986 12.204012 11.303655 10.932087 11.142335 11.903610 21.320388 20.188790 19.326633 18.771080 18.549700 18.674380 19.138359 
32.342843 43.205864 13.370984 31.614401 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 17.025069 15.165029 13.527986 12.204012 11.303655 10.932087 11.142335 22.681134 21.320388 20.188790 19.326633 18.771080 18.549700 18.674380 
34.773311 45.054082 11.777387 30.974086 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 19.042875 17.025069 15.165029 13.527986 12.204012 11.303655 10.932087 24.232456 22.681134 21.320388 20.188790 19.326633 18.771080 18.549700 
37.218409 46.966980 10.560951 30.532292 17.038838 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 15.240000 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 21.173388 19.042875 17.025069 15.165029 13.527986 12.204012 11.303655 25.940185 24.232456 22.681134 21.320388 20.188790 19.326633 18.771080 
27.266165 26.268400 30.342695 29.449351 18.771080 19.326633 20.188790 21.320388 22.681134 24.232456 25.940185 11.303655 12.204012 13.527986 15.165029 17.025069 19.042875 21.173388 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 
28.986909 28.050419 28.535527 27.583716 18.549700 18.771080 19.326633 20.188790 21.320388 22.681134 24.232456 10.932087 11.303655 12.204012 13.527986 15.165029 17.025069 19.042875 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 
30.821117 29.942050 26.847284 25.833346 18.674380 18.549700 18.771080 19.326633 20.188790 21.320388 22.681134 11.142335 10.932087 11.303655 12.204012 13.527986 15.165029 17.025069 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 
32.749730 31.923814 25.301782 24.223239 19.138359 18.674380 18.549700 18.771080 19.326633 20.188790 21.320388 11.903610 11.142335 10.932087 11.303655 12.204012 13.527986 15.165029 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 
34.757036 33.979945 23.926699 22.783153 19.917939 19.138359 18.674380 18.549700 18.771080 19.326633 20.188790 13.120344 11.903610 11.142335 10.932087 11.303655 12.204012 13.527986 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 
36.830171 36.097737 22.752953 21.547204 20.977964 19.917939 19.138359 18.674380 18.549700 18.771080 19.326633 14.679719 13.120344 11.903610 11.142335 10.932087 11.303655 12.204012 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 
38.958627 38.266954 21.813070 20.552254 22.278440 20.977964 19.917939 19.138359 18.674380 18.549700 18.771080 16.484782 14.679719 13.120344 11.903610 11.142335 10.932087 11.303655 15.240000 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 17.038838 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 
33.413824 21.294806 35.968306 25.113825 26.326092 26.725052 27.355016 28.200507 29.242836 30.461805 31.837130 18.771080 19.326633 20.188790 21.320388 22.681134 24.232456 25.940185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 
34.832181 23.457748 34.457455 22.897627 26.168703 26.326092 26.725052 27.355016 28.200507 29.242836 30.461805 18.549700 18.771080 19.326633 20.188790 21.320388 22.681134 24.232456 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 
36.372808 25.689809 33.072898 20.755763 26.257230 26.168703 26.326092 26.725052 27.355016 28.200507 29.242836 18.674380 18.549700 18.771080 19.326633 20.188790 21.320388 22.681134 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 
38.020846 27.974450 31.831119 18.713771 26.589216 26.257230 26.168703 26.326092 26.725052 27.355016 28.200507 19.138359 18.674380 18.549700 18.771080 19.326633 20.188790 21.320388 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 
39.762941 30.299779 30.749421 16.808093 27.155735 26.589216 26.257230 26.168703 26.326092 26.725052 27.355016 19.917939 19.138359 18.674380 18.549700 18.771080 19.326633 20.188790 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 
41.587275 32.657106 29.845214 15.090459 27.942524 27.155735 26.589216 26.257230 26.168703 26.326092 26.725052 20.977964 19.917939 19.138359 18.674380 18.549700 18.771080 19.326633 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 
43.483498 35.039973 29.135030 13.632135 28.931618 27.942524 27.155735 26.589216 26.257230 26.168703 26.326092 22.278440 20.977964 19.917939 19.138359 18.674380 18.549700 18.771080 17.038838 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 15.240000 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 
