33
# Circuit board instance
Size: medium
Nodes: 33
0.000000 115.000000 115.000000 162.634560 34.615046 37.080647 39.555664 42.038434 44.527661 117.860873 118.712919 119.572382 120.439104 121.688805 122.514231 123.347211 124.187590 91.068405 92.234196 93.402706 94.573832 93.212953 94.352251 95.494846 96.640622 99.485627 100.663802 101.844185 103.026699 101.502606 102.657636 103.815351 104.975663 
115.000000 0.000000 162.634560 115.000000 81.925573 79.400079 76.875540 74.352055 71.829734 83.318572 84.519561 85.722538 86.927423 81.795870 83.018889 84.243299 85.469039 114.700443 115.628216 116.562442 117.502966 111.278893 112.234953 113.197187 114.165438 120.538265 121.512487 122.492128 123.477059 117.330570 118.331203 119.336963 120.347719 
115.000000 162.634560 0.000000 115.000000 111.550532 112.340083 113.181140 114.072564 115.013184 94.919365 94.441292 93.977949 93.529558 99.632654 99.177303 98.736188 98.309501 48.108050 47.286120 46.484358 45.703827 52.053672 51.295004 50.556857 49.840145 43.766013 43.118152 42.498375 41.907931 48.175232 47.587437 47.026600 46.493696 
162.634560 115.000000 115.000000 0.000000 134.004176 132.475252 130.977740 129.512733 128.081343 45.392565 44.384193 43.389561 42.409636 42.533102 41.455233 40.388536 39.333917 84.717896 84.253869 83.806521 83.376119 80.024510 79.533105 79.059049 78.602655 80.916916 80.568347 80.238366 79.927205 76.056140 75.685188 75.333821 75.002315 
34.615046 81.925573 111.550532 134.004176 0.000000 2.540000 5.080000 7.620000 10.160000 88.614164 89.622425 90.637266 91.658467 91.808535 92.782089 93.762738 94.750259 74.942097 76.211207 77.480345 78.749512 75.305215 76.568306 77.831622 79.095152 83.684534 84.953221 86.221947 87.490710 84.070491 85.333441 86.596596 87.859949 
37.080647 79.400079 112.340083 132.475252 2.540000 0.000000 2.540000 5.080000 7.620000 87.084191 88.109962 89.142023 90.180158 90.189727 91.180568 92.178256 93.182571 74.889212 76.159202 77.429193 78.699184 75.080924 76.347725 77.614631 78.881637 83.606715 84.876566 86.146420 87.416280 83.839267 85.105648 86.372135 87.638724 
39.555664 76.875540 113.181140 130.977740 5.080000 2.540000 0.000000 2.540000 5.080000 85.602254 86.645571 87.694867 88.749932 88.614164 89.622425 90.637266 91.658467 74.922448 76.191885 77.461340 78.730813 74.942097 76.211207 77.480345 78.749512 83.606026 84.875887 86.145752 87.415621 83.684534 84.953221 86.221947 87.490710 
42.038434 74.352055 114.072564 129.512733 7.620000 5.080000 2.540000 0.000000 2.540000 84.170889 85.231729 86.298218 87.370150 87.084191 88.109962 89.142023 90.180158 75.041693 76.309146 77.576683 78.844298 74.889212 76.159202 77.429193 78.699184 83.682469 84.951187 86.219943 87.488735 83.606715 84.876566 86.146420 87.416280 
44.527661 71.829734 115.013184 128.081343 10.160000 7.620000 5.080000 2.540000 0.000000 82.792720 83.870993 84.954566 86.043239 85.602254 86.645571 87.694867 88.749932 75.246538 76.510597 77.774850 79.039288 74.922448 76.191885 77.461340 78.730813 83.835833 85.102265 86.368801 87.635438 83.606026 84.875887 86.145752 87.415621 
117.860873 83.318572 94.919365 45.392565 88.614164 87.084191 85.602254 84.170889 82.792720 0.000000 1.270000 2.540000 3.810000 5.080000 5.236344 5.679613 6.350000 51.577487 51.710454 51.874182 52.068381 46.521652 46.669026 46.850375 47.065307 52.126572 52.469342 52.840421 53.239215 47.237646 47.615624 48.024221 48.462664 
118.712919 84.519561 94.441292 44.384193 89.622425 88.109962 86.645571 85.231729 83.870993 1.270000 0.000000 1.270000 2.540000 5.236344 5.080000 5.236344 5.679613 51.475520 51.577487 51.710454 51.874182 46.408577 46.521652 46.669026 46.850375 51.812671 52.126572 52.469342 52.840421 46.891029 47.237646 47.615624 48.024221 
119.572382 85.722538 93.977949 43.389561 90.637266 89.142023 87.694867 86.298218 84.954566 2.540000 1.270000 0.000000 1.270000 5.679613 5.236344 5.080000 5.236344 51.404735 51.475520 51.577487 51.710454 46.330052 46.408577 46.521652 46.669026 51.528168 51.812671 52.126572 52.469342 46.576473 46.891029 47.237646 47.615624 
120.439104 86.927423 93.529558 42.409636 91.658467 90.180158 88.749932 87.370150 86.043239 3.810000 2.540000 1.270000 0.000000 6.350000 5.679613 5.236344 5.080000 51.365264 51.404735 51.475520 51.577487 46.286253 46.330052 46.408577 46.521652 51.273552 51.528168 51.812671 52.126572 46.294631 46.576473 46.891029 47.237646 
121.688805 81.795870 99.632654 42.533102 91.808535 90.189727 88.614164 87.084191 85.602254 5.080000 5.236344 5.679613 6.350000 0.000000 1.270000 2.540000 3.810000 56.637648 56.758762 56.907967 57.085044 51.577487 51.710454 51.874182 52.068381 57.048896 57.362260 57.701881 58.067298 52.126572 52.469342 52.840421 53.239215 
122.514231 83.018889 99.177303 41.455233 92.782089 91.180568 89.622425 88.109962 86.645571 5.236344 5.080000 5.236344 5.679613 1.270000 0.000000 1.270000 2.540000 56.544806 56.637648 56.758762 56.907967 51.475520 51.577487 51.710454 51.874182 56.762223 57.048896 57.362260 57.701881 51.812671 52.126572 52.469342 52.840421 
123.347211 84.243299 98.736188 40.388536 93.762738 92.178256 90.637266 89.142023 87.694867 5.679613 5.236344 5.080000 5.236344 2.540000 1.270000 0.000000 1.270000 56.480375 56.544806 56.637648 56.758762 51.404735 51.475520 51.577487 51.710454 56.502647 56.762223 57.048896 57.362260 51.528168 51.812671 52.126572 52.469342 
124.187590 85.469039 98.309501 39.333917 94.750259 93.182571 91.658467 90.180158 88.749932 6.350000 5.679613 5.236344 5.080000 3.810000 2.540000 1.270000 0.000000 56.444453 56.480375 56.544806 56.637648 51.365264 51.404735 51.475520 51.577487 56.270544 56.502647 56.762223 57.048896 51.273552 51.528168 51.812671 52.126572 
91.068405 114.700443 48.108050 84.717896 74.942097 74.889212 74.922448 75.041693 75.246538 51.577487 51.475520 51.404735 51.365264 56.637648 56.544806 56.480375 56.444453 0.000000 1.270000 2.540000 3.810000 5.080000 5.236344 5.679613 6.350000 8.765625 10.028339 11.292687 12.558176 10.622216 11.686012 12.787497 13.917725 
92.234196 115.628216 47.286120 84.253869 76.211207 76.159202 76.191885 76.309146 76.510597 51.710454 51.577487 51.475520 51.404735 56.758762 56.637648 56.544806 56.480375 1.270000 0.000000 1.270000 2.540000 5.236344 5.080000 5.236344 5.679613 7.505371 8.765625 10.028339 11.292687 9.608635 10.622216 11.686012 12.787497 
93.402706 116.562442 46.484358 83.806521 77.480345 77.429193 77.461340 77.576683 77.774850 51.874182 51.710454 51.577487 51.475520 56.907967 56.758762 56.637648 56.544806 2.540000 1.270000 0.000000 1.270000 5.679613 5.236344 5.080000 5.236344 6.249063 7.505371 8.765625 10.028339 8.662914 9.608635 10.622216 11.686012 
94.573832 117.502966 45.703827 83.376119 78.749512 78.699184 78.730813 78.844298 79.039288 52.068381 51.874182 51.710454 51.577487 57.085044 56.907967 56.758762 56.637648 3.810000 2.540000 1.270000 0.000000 6.350000 5.679613 5.236344 5.080000 4.999679 6.249063 7.505371 8.765625 7.809742 8.662914 9.608635 10.622216 
