35
# Circuit board instance
Size: medium
Nodes: 35
0.000000 140.000000 140.000000 197.989899 119.658382 119.989797 120.373906 120.810209 121.298141 95.019308 96.289305 97.559302 98.829299 95.165786 96.433854 97.701972 98.970139 167.492344 169.286246 171.099047 172.930153 174.778990 84.456118 85.250375 86.112254 87.039746 88.030776 97.541826 98.296096 99.060906 99.836012 101.688683 102.412416 103.146708 103.891336 
140.000000 0.000000 197.989899 140.000000 172.904865 171.068160 169.249642 167.449905 165.669560 169.032926 169.750085 170.473689 171.203655 164.856264 165.591513 166.333209 167.081266 121.283989 120.841854 120.451669 120.113940 119.829111 140.210669 138.139865 136.084959 134.046682 132.025805 84.005092 84.879740 85.764274 86.658393 80.378081 81.291763 82.214909 83.147204 
140.000000 197.989899 0.000000 140.000000 25.613874 27.119981 28.771850 30.545844 32.421922 44.981360 43.711373 42.441387 41.171402 45.289963 44.028878 42.768321 41.508340 119.479717 121.981763 124.485346 126.990376 129.496767 64.559396 65.595017 66.711319 67.904323 69.170061 114.055670 113.140667 112.232576 111.331565 117.621751 116.734703 115.854786 114.982163 
197.989899 140.000000 140.000000 0.000000 127.412851 124.908996 122.406631 119.905849 117.406750 146.856337 146.472336 146.098366 145.734503 142.029017 141.631929 141.245143 140.868745 30.520870 28.713606 27.024472 25.476974 24.098412 129.205694 126.955512 124.716462 122.489154 120.274241 102.718759 101.701810 100.690609 99.685330 99.774365 98.727092 97.685102 96.648567 
119.658382 172.904865 25.613874 127.412851 0.000000 2.540000 5.080000 7.620000 10.160000 27.672691 26.589562 25.523668 24.477260 25.449819 24.267681 23.094872 21.932892 103.293132 105.833112 108.373093 110.913074 113.453057 39.728358 40.498911 41.411163 42.455979 43.623837 88.900602 88.030094 87.169395 86.318801 92.647477 91.812501 90.987590 90.173019 
119.989797 171.068160 27.119981 124.908996 2.540000 0.000000 2.540000 5.080000 7.620000 29.054687 28.025022 27.015823 26.029470 26.462879 25.328067 24.206689 23.100701 100.753153 103.293132 105.833112 108.373093 110.913074 39.107879 39.728358 40.498911 41.411163 42.455979 87.077855 86.188939 85.309667 84.440341 90.757834 89.905310 89.062736 88.230396 
120.373906 169.249642 28.771850 122.406631 5.080000 2.540000 0.000000 2.540000 5.080000 30.585537 29.609156 28.655801 27.727848 27.672691 26.589562 25.523668 24.477260 98.213175 100.753153 103.293132 105.833112 108.373093 38.644705 39.107879 39.728358 40.498911 41.411163 85.291804 84.384075 83.485797 82.597278 88.900602 88.030094 87.169395 86.318801 
120.810209 167.449905 30.545844 119.905849 7.620000 5.080000 2.540000 0.000000 2.540000 32.244047 31.319412 30.419704 29.547199 29.054687 28.025022 27.015823 26.029470 95.673198 98.213175 100.753153 103.293132 105.833112 38.344536 38.644705 39.107879 39.728358 40.498911 83.544803 82.617882 81.700187 80.792032 87.077855 86.188939 85.309667 84.440341 
121.298141 165.669560 32.421922 117.406750 10.160000 7.620000 5.080000 2.540000 0.000000 34.011545 33.136267 32.287227 31.466548 30.585537 29.609156 28.655801 27.727848 93.133223 95.673198 98.213175 100.753153 103.293132 38.211213 38.344536 38.644705 39.107879 39.728358 81.839352 80.892891 79.955400 79.027197 85.291804 84.384075 83.485797 82.597278 
95.019308 169.032926 44.981360 146.856337 27.672691 29.054687 30.585537 32.244047 34.011545 0.000000 1.270000 2.540000 3.810000 5.080000 5.236344 5.679613 6.350000 119.919713 122.408576 124.899498 127.392358 129.887045 28.919102 31.146096 33.417770 35.725601 38.063014 87.064287 86.524889 86.000863 85.492492 91.675073 91.162960 90.665745 90.183674 
96.289305 169.750085 43.711373 146.472336 26.589562 28.025022 29.609156 31.319412 33.136267 1.270000 0.000000 1.270000 2.540000 5.236344 5.080000 5.236344 5.679613 119.670006 122.163956 124.659766 127.157326 129.656535 29.573295 31.754443 33.985477 36.257191 38.562396 87.618775 87.064287 86.524889 86.000863 92.201836 91.675073 91.162960 90.665745 
97.559302 170.473689 42.441387 146.098366 25.523668 27.015823 28.655801 30.419704 32.287227 2.540000 1.270000 0.000000 1.270000 5.679613 5.236344 5.080000 5.236344 119.433282 121.932074 124.432535 126.934566 129.438076 30.266664 32.401169 34.590516 36.824924 39.096669 88.188067 87.618775 87.064287 86.524889 92.743000 92.201836 91.675073 91.162960 
98.829299 171.203655 41.171402 145.734503 24.477260 26.029470 27.727848 29.547199 31.466548 3.810000 2.540000 1.270000 0.000000 6.350000 5.679613 5.236344 5.080000 119.209618 121.713002 124.217873 126.724143 129.231729 30.996578 33.084025 35.230963 37.427156 39.664423 88.771878 88.188067 87.618775 87.064287 93.298313 92.743000 92.201836 91.675073 
