27
# Circuit board instance
Size: medium
Nodes: 27
0.000000 115.000000 115.000000 162.634560 109.022614 109.430968 109.896526 110.418564 110.996285 45.208324 47.709950 50.215429 52.724212 55.235849 23.547756 25.894684 28.275002 30.680939 33.106911 99.991682 101.175117 102.360627 103.548141 101.955699 103.116596 104.280037 105.445937 
115.000000 0.000000 162.634560 115.000000 146.164826 144.461631 142.783306 141.130738 139.504844 70.969894 68.446861 65.925130 63.404857 60.886225 93.903744 91.376972 88.850954 86.325757 83.801455 121.773356 122.746968 123.725955 124.710190 118.562129 119.561893 120.566745 121.576559 
115.000000 162.634560 0.000000 115.000000 17.811052 20.160357 22.551045 24.971233 27.413108 115.840751 116.839747 117.885014 118.975332 120.109476 107.740247 108.277416 108.871208 109.520702 110.224914 42.568253 41.928798 41.318492 40.738646 46.996641 46.418231 45.867700 45.346063 
162.634560 115.000000 115.000000 0.000000 98.972014 96.438924 93.906207 91.373894 88.842020 128.109379 126.729081 125.385046 124.078455 122.810502 140.965873 139.295424 137.651575 136.035291 134.447566 81.501350 81.169194 80.855623 80.560854 76.620482 76.267071 75.933259 75.619305 
109.022614 146.164826 17.811052 98.972014 0.000000 2.540000 5.080000 7.620000 10.160000 103.664923 104.384425 105.160370 105.991518 106.876580 98.498935 98.667742 98.901514 99.199793 99.561999 24.992588 24.267030 23.587577 22.958324 29.253169 28.635768 28.062292 27.535488 
109.430968 144.461631 20.160357 96.438924 2.540000 0.000000 2.540000 5.080000 7.620000 103.003046 103.664923 104.384425 105.160370 105.991518 98.395429 98.498935 98.667742 98.901514 99.199793 22.987498 22.196493 21.451559 20.757655 27.087582 26.419621 25.796926 25.222852 
109.896526 142.783306 22.551045 93.906207 5.080000 2.540000 0.000000 2.540000 5.080000 102.399912 103.003046 103.664923 104.384425 105.160370 98.357429 98.395429 98.498935 98.667742 98.901514 21.097958 20.233217 19.413092 18.643471 24.992588 24.267030 23.587577 22.958324 
110.418564 141.130738 24.971233 91.373894 7.620000 5.080000 2.540000 0.000000 2.540000 101.856564 102.399912 103.003046 103.664923 104.384425 98.385011 98.357429 98.395429 98.498935 98.667742 19.357836 18.411547 17.506288 16.648753 22.987498 22.196493 21.451559 20.757655 
110.996285 139.504844 27.413108 88.842020 10.160000 7.620000 5.080000 2.540000 0.000000 101.373963 101.856564 102.399912 103.003046 103.664923 98.478120 98.385011 98.357429 98.395429 98.498935 17.810979 16.777671 15.778951 14.821813 21.097958 20.233217 19.413092 18.643471 
45.208324 70.969894 115.840751 128.109379 103.664923 103.003046 102.399912 101.856564 101.373963 0.000000 2.540000 5.080000 7.620000 10.160000 22.957823 20.423132 17.889946 15.359012 12.831661 85.424687 86.689203 87.953876 89.218701 85.100029 86.369297 87.638587 88.907897 
47.709950 68.446861 116.839747 126.729081 104.384425 103.664923 103.003046 102.399912 101.856564 2.540000 0.000000 2.540000 5.080000 7.620000 25.493571 22.957823 20.423132 17.889946 15.359012 85.699552 86.960070 88.220861 89.481912 85.224670 86.492110 87.759624 89.027208 
50.215429 65.925130 117.885014 125.385046 105.160370 104.384425 103.664923 103.003046 102.399912 5.080000 2.540000 0.000000 2.540000 5.080000 28.030089 25.493571 22.957823 20.423132 17.889946 86.048546 87.304026 88.559920 89.816210 85.424687 86.689203 87.953876 89.218701 
52.724212 63.404857 118.975332 124.078455 105.991518 105.160370 104.384425 103.664923 103.003046 7.620000 5.080000 2.540000 0.000000 2.540000 30.567185 28.030089 25.493571 22.957823 20.423132 86.470773 87.720210 88.970230 90.220807 85.699552 86.960070 88.220861 89.481912 
55.235849 60.886225 120.109476 122.810502 106.876580 105.991518 105.160370 104.384425 103.664923 10.160000 7.620000 5.080000 2.540000 0.000000 33.104727 30.567185 28.030089 25.493571 22.957823 86.965167 88.207601 89.450809 90.694760 86.048546 87.304026 88.559920 89.816210 
23.547756 93.903744 107.740247 140.965873 98.498935 98.395429 98.357429 98.385011 98.478120 22.957823 25.493571 28.030089 30.567185 33.104727 0.000000 2.540000 5.080000 7.620000 10.160000 84.972282 86.222823 87.473926 88.725565 86.010140 87.245807 88.482446 89.720017 
25.894684 91.376972 108.277416 139.295424 98.667742 98.498935 98.395429 98.357429 98.385011 20.423132 22.957823 25.493571 28.030089 30.567185 2.540000 0.000000 2.540000 5.080000 7.620000 84.563087 85.819591 87.076487 88.333758 85.455046 86.698624 87.942958 89.188015 
28.275002 88.850954 108.871208 137.651575 98.901514 98.667742 98.498935 98.395429 98.357429 17.889946 20.423132 22.957823 25.493571 28.030089 5.080000 2.540000 0.000000 2.540000 5.080000 84.228534 85.489956 86.751628 88.013539 84.972282 86.222823 87.473926 88.725565 
30.680939 86.325757 109.520702 136.035291 99.199793 98.901514 98.667742 98.498935 98.395429 15.359012 17.889946 20.423132 22.957823 25.493571 7.620000 5.080000 2.540000 0.000000 2.540000 83.969514 85.234769 86.500164 87.765691 84.563087 85.819591 87.076487 88.333758 
33.106911 83.801455 110.224914 134.447566 99.561999 99.199793 98.901514 98.667742 98.498935 12.831661 15.359012 17.889946 20.423132 22.957823 10.160000 7.620000 5.080000 2.540000 0.000000 83.786729 85.054703 86.322737 87.590828 84.228534 85.489956 86.751628 88.013539 
99.991682 121.773356 42.568253 81.501350 24.992588 22.987498 21.097958 19.357836 17.810979 85.424687 85.699552 86.048546 86.470773 86.965167 84.972282 84.563087 84.228534 83.969514 83.786729 0.000000 1.270000 2.540000 3.810000 5.080000 5.236344 5.679613 6.350000 
101.175117 122.746968 41.928798 81.169194 24.267030 22.196493 20.233217 18.411547 16.777671 86.689203 86.960070 87.304026 87.720210 88.207601 86.222823 85.819591 85.489956 85.234769 85.054703 1.270000 0.000000 1.270000 2.540000 5.236344 5.080000 5.236344 5.679613 
102.360627 123.725955 41.318492 80.855623 23.587577 21.451559 19.413092 17.506288 15.778951 87.953876 88.220861 88.559920 88.970230 89.450809 87.473926 87.076487 86.751628 86.500164 86.322737 2.540000 1.270000 0.000000 1.270000 5.679613 5.236344 5.080000 5.236344 
103.548141 124.710190 40.738646 80.560854 22.958324 20.757655 18.643471 16.648753 14.821813 89.218701 89.481912 89.816210 90.220807 90.694760 88.725565 88.333758 88.013539 87.765691 87.590828 3.810000 2.540000 1.270000 0.000000 6.350000 5.679613 5.236344 5.080000 
101.955699 118.562129 46.996641 76.620482 29.253169 27.087582 24.992588 22.987498 21.097958 85.100029 85.224670 85.424687 85.699552 86.048546 86.010140 85.455046 84.972282 84.563087 84.228534 5.080000 5.236344 5.679613 6.350000 0.000000 1.270000 2.540000 3.810000 
103.116596 119.561893 46.418231 76.267071 28.635768 26.419621 24.267030 22.196493 20.233217 86.369297 86.492110 86.689203 86.960070 87.304026 87.245807 86.698624 86.222823 85.819591 85.489956 5.236344 5.080000 5.236344 5.679613 1.270000 0.000000 1.270000 2.540000 
104.280037 120.566745 45.867700 75.933259 28.062292 25.796926 23.587577 21.451559 19.413092 87.638587 87.759624 87.953876 88.220861 88.559920 88.482446 87.942958 87.473926 87.076487 86.751628 5.679613 5.236344 5.080000 5.236344 2.540000 1.270000 0.000000 1.270000 
105.445937 121.576559 45.346063 75.619305 27.535488 25.222852 22.958324 20.757655 18.643471 88.907897 89.027208 89.218701 89.481912 89.816210 89.720017 89.188015 88.725565 88.333758 88.013539 6.350000 5.679613 5.236344 5.080000 3.810000 2.540000 1.270000 0.000000 
