23
# Circuit board instance
Size: medium
Nodes: 23
0.000000 40.000000 40.000000 56.568542 18.780769 18.999560 19.548722 20.401591 21.522095 23.038259 24.131581 25.432425 26.910713 28.538884 30.292780 32.151832 30.212365 31.054127 32.075440 33.259766 34.590367 36.051049 37.626665 
40.000000 0.000000 56.568542 40.000000 43.865063 41.583768 39.334196 37.122115 34.954642 20.740725 21.948793 23.371447 24.972039 26.718611 28.584415 30.547612 14.233878 15.942870 17.850774 19.900461 22.052432 24.279505 26.562797 
40.000000 56.568542 0.000000 40.000000 21.225633 21.419466 21.908052 22.672343 23.685666 37.685630 35.617110 33.613295 31.686461 29.851519 28.126461 26.532728 42.452707 40.627628 38.882890 37.229792 35.681071 34.250890 32.954685 
56.568542 40.000000 40.000000 0.000000 44.966143 42.743654 40.558467 38.416945 36.326812 36.326616 34.175939 32.082236 30.057413 28.116356 26.277635 24.564241 33.046159 30.666275 28.314227 25.997570 23.726675 21.516034 19.386272 
18.780769 43.865063 21.225633 44.966143 0.000000 2.540000 5.080000 7.620000 10.160000 23.124339 22.156665 21.447699 21.023628 20.901802 21.087458 21.572660 30.188034 29.453356 28.923799 28.610755 28.521355 28.657691 29.016582 
18.999560 41.583768 21.419466 42.743654 2.540000 0.000000 2.540000 5.080000 7.620000 20.856989 19.778695 18.981115 18.500592 18.362033 18.573095 19.122202 27.800841 27.001287 26.422632 26.079583 25.981474 26.131066 26.524166 
19.548722 39.334196 21.908052 40.558467 5.080000 2.540000 0.000000 2.540000 5.080000 18.660015 17.446458 16.536774 15.982930 15.822339 16.066798 16.698526 25.443256 24.567093 23.929647 23.550312 23.441620 23.607311 24.041712 
20.401591 37.122115 22.672343 38.416945 7.620000 5.080000 2.540000 0.000000 2.540000 16.561446 15.181050 14.126225 13.473656 13.282762 13.573038 14.315241 23.124339 22.156665 21.447699 21.023628 20.901802 21.087458 21.572660 
21.522095 34.954642 23.685666 36.326812 10.160000 7.620000 5.080000 2.540000 0.000000 14.603768 13.017404 11.770250 10.978523 10.743385 11.100266 11.996444 20.856989 19.778695 18.981115 18.500592 18.362033 18.573095 19.122202 
23.038259 20.740725 37.685630 36.326616 23.124339 20.856989 18.660015 16.561446 14.603768 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 
24.131581 21.948793 35.617110 34.175939 22.156665 19.778695 17.446458 15.181050 13.017404 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 
25.432425 23.371447 33.613295 32.082236 21.447699 18.981115 16.536774 14.126225 11.770250 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 
26.910713 24.972039 31.686461 30.057413 21.023628 18.500592 15.982930 13.473656 10.978523 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 
28.538884 26.718611 29.851519 28.116356 20.901802 18.362033 15.822339 13.282762 10.743385 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 
30.292780 28.584415 28.126461 26.277635 21.087458 18.573095 16.066798 13.573038 11.100266 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 
32.151832 30.547612 26.532728 24.564241 21.572660 19.122202 16.698526 14.315241 11.996444 15.240000 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 17.038838 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 
30.212365 14.233878 42.452707 33.046159 30.188034 27.800841 25.443256 23.124339 20.856989 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 
31.054127 15.942870 40.627628 30.666275 29.453356 27.001287 24.567093 22.156665 19.778695 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 
32.075440 17.850774 38.882890 28.314227 28.923799 26.422632 23.929647 21.447699 18.981115 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 
33.259766 19.900461 37.229792 25.997570 28.610755 26.079583 23.550312 21.023628 18.500592 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 
34.590367 22.052432 35.681071 23.726675 28.521355 25.981474 23.441620 20.901802 18.362033 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 
36.051049 24.279505 34.250890 21.516034 28.657691 26.131066 23.607311 21.087458 18.573095 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 
37.626665 26.562797 32.954685 19.386272 29.016582 26.524166 24.041712 21.572660 19.122202 17.038838 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 15.240000 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 
