37
# Circuit board instance
Size: large
Nodes: 37
0.000000 65.000000 65.000000 91.923882 51.798443 53.577840 55.416553 57.308873 59.249664 61.234318 63.258706 57.567151 59.173331 60.843180 62.571600 64.353872 66.185647 68.062927 47.740954 50.125881 52.525351 54.937457 57.360605 59.793454 62.234865 50.928947 53.171072 55.438898 57.729395 60.039970 62.368390 64.712729 49.227742 51.431091 53.664204 55.923517 58.205977 
65.000000 0.000000 91.923882 65.000000 44.963333 47.002207 49.087848 51.214543 53.377385 55.572153 57.795211 40.767628 43.005879 45.275987 47.573392 49.894323 52.235643 54.594730 65.698200 67.451159 69.252923 71.099782 72.988313 74.915365 76.878041 60.334173 62.238394 64.186651 66.175055 68.200094 70.258600 72.347717 33.731765 32.084551 30.559911 29.177063 27.957059 
65.000000 91.923882 0.000000 65.000000 47.694780 46.174649 44.747152 43.421425 42.207061 41.113926 40.151926 53.904454 52.564212 51.314771 50.162918 49.115518 48.179385 47.361116 26.388041 24.485383 22.707762 21.086824 19.661359 18.476665 17.581480 31.794459 30.233969 28.813215 27.553821 26.478821 25.611444 24.973332 58.260686 60.133967 62.054683 64.018564 66.021759 
91.923882 65.000000 65.000000 0.000000 40.167332 38.349977 36.618713 34.986322 33.467275 32.077679 30.835040 35.407806 33.331950 31.324564 29.399675 27.574566 25.870363 24.312504 52.281770 51.347725 50.524225 49.816754 49.230315 48.769273 48.437209 45.357937 44.278073 43.320390 42.493151 41.804100 41.260161 40.867128 45.921333 44.725332 43.644530 42.687678 41.863277 
51.798443 44.963333 47.694780 40.167332 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 22.638375 23.766504 25.101805 26.613112 28.272213 30.054642 31.939759 15.944313 17.509193 19.282783 21.212799 23.260334 25.396981 27.602053 11.645237 12.901683 14.498225 16.335447 18.341165 
53.577840 47.002207 46.174649 38.349977 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 21.749679 22.638375 23.766504 25.101805 26.613112 28.272213 30.054642 14.655157 15.944313 17.509193 19.282783 21.212799 23.260334 25.396981 13.998534 15.059909 16.448281 18.088512 19.918478 
55.416553 49.087848 44.747152 36.618713 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 21.130646 21.749679 22.638375 23.766504 25.101805 26.613112 28.272213 13.719669 14.655157 15.944313 17.509193 19.282783 21.212799 23.260334 16.407607 17.321994 18.541752 20.011118 21.679400 
57.308873 51.214543 43.421425 34.986322 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 20.805363 21.130646 21.749679 22.638375 23.766504 25.101805 26.613112 13.213184 13.719669 14.655157 15.944313 17.509193 19.282783 21.212799 18.851084 19.652106 20.735245 22.058982 23.582836 
59.249664 53.377385 42.207061 33.467275 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 20.787622 20.805363 21.130646 21.749679 22.638375 23.766504 25.101805 13.185231 13.213184 13.719669 14.655157 15.944313 17.509193 19.282783 21.317138 22.028670 23.000161 24.200324 25.597015 
61.234318 55.572153 41.113926 32.077679 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 21.078200 20.787622 20.805363 21.130646 21.749679 22.638375 23.766504 13.638754 13.185231 13.213184 13.719669 14.655157 15.944313 17.509193 23.798752 24.438136 25.317338 26.412420 27.697787 
63.258706 57.795211 40.151926 30.835040 15.240000 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 17.038838 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 21.664695 21.078200 20.787622 20.805363 21.130646 21.749679 22.638375 14.528734 13.638754 13.185231 13.213184 13.719669 14.655157 15.944313 26.291520 26.871656 27.673652 28.678900 29.866885 
57.567151 40.767628 53.904454 35.407806 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 29.780861 30.647193 31.693916 32.903821 34.259622 35.744723 37.343700 22.638375 23.766504 25.101805 26.613112 28.272213 30.054642 31.939759 10.977479 10.613074 10.847711 11.645237 12.901683 
59.173331 43.005879 52.564212 33.331950 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 29.111032 29.780861 30.647193 31.693916 32.903821 34.259622 35.744723 21.749679 22.638375 23.766504 25.101805 26.613112 28.272213 30.054642 13.448139 13.152367 13.342423 13.998534 15.059909 
60.843180 45.275987 51.314771 31.324564 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 28.651491 29.111032 29.780861 30.647193 31.693916 32.903821 34.259622 21.130646 21.749679 22.638375 23.766504 25.101805 26.613112 28.272213 15.940611 15.691888 15.851526 16.407607 17.321994 
62.571600 47.573392 50.162918 29.399675 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 28.412441 28.651491 29.111032 29.780861 30.647193 31.693916 32.903821 20.805363 21.130646 21.749679 22.638375 23.766504 25.101805 26.613112 18.446053 18.231543 18.369123 18.851084 19.652106 
64.353872 49.894323 49.115518 27.574566 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 28.399453 28.412441 28.651491 29.111032 29.780861 30.647193 31.693916 20.787622 20.805363 21.130646 21.749679 22.638375 23.766504 25.101805 20.959816 20.771283 20.892144 21.317138 22.028670 
66.185647 52.235643 48.179385 25.870363 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 28.612833 28.399453 28.412441 28.651491 29.111032 29.780861 30.647193 21.078200 20.787622 20.805363 21.130646 21.749679 22.638375 23.766504 23.479227 23.311079 23.418837 23.798752 24.438136 
68.062927 54.594730 47.361116 24.312504 17.038838 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 15.240000 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 29.047594 28.612833 28.399453 28.412441 28.651491 29.111032 29.780861 21.664695 21.078200 20.787622 20.805363 21.130646 21.749679 22.638375 26.002644 25.850915 25.948127 26.291520 26.871656 
47.740954 65.698200 26.388041 52.281770 22.638375 21.749679 21.130646 20.805363 20.787622 21.078200 21.664695 29.780861 29.111032 28.651491 28.412441 28.399453 28.612833 29.047594 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 32.235778 34.284599 36.395402 38.558008 40.764174 
50.125881 67.451159 24.485383 51.347725 23.766504 22.638375 21.749679 21.130646 20.805363 20.787622 21.078200 30.647193 29.780861 29.111032 28.651491 28.412441 28.399453 28.612833 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 33.843639 35.800562 37.826866 39.911984 42.047169 
52.525351 69.252923 22.707762 50.524225 25.101805 23.766504 22.638375 21.749679 21.130646 20.805363 20.787622 31.693916 30.647193 29.780861 29.111032 28.651491 28.412441 28.399453 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 35.560394 37.427663 39.370312 41.377726 43.440927 
54.937457 71.099782 21.086824 49.816754 26.613112 25.101805 23.766504 22.638375 21.749679 21.130646 20.805363 32.903821 31.693916 30.647193 29.780861 29.111032 28.651491 28.412441 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 37.371039 39.152048 41.013100 42.943790 44.935143 
57.360605 72.988313 19.661359 49.230315 28.272213 26.613112 25.101805 23.766504 22.638375 21.749679 21.130646 34.259622 32.903821 31.693916 30.647193 29.780861 29.111032 28.651491 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 39.262586 40.961433 42.743777 44.599610 46.520137 
59.793454 74.915365 18.476665 48.769273 30.054642 28.272213 26.613112 25.101805 23.766504 22.638375 21.749679 35.744723 34.259622 32.903821 31.693916 30.647193 29.780861 29.111032 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 41.223900 42.845050 44.552102 46.335565 48.186953 
62.234865 76.878041 17.581480 48.437209 31.939759 30.054642 28.272213 26.613112 25.101805 23.766504 22.638375 37.343700 35.744723 34.259622 32.903821 31.693916 30.647193 29.780861 15.240000 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 17.038838 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 43.245491 44.793535 46.429003 48.142986 49.927397 
50.928947 60.334173 31.794459 45.357937 15.944313 14.655157 13.719669 13.213184 13.185231 13.638754 14.528734 22.638375 21.749679 21.130646 20.805363 20.787622 21.078200 21.664695 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 26.602624 28.377426 30.261531 32.235778 34.284599 
53.171072 62.238394 30.233969 44.278073 17.509193 15.944313 14.655157 13.719669 13.213184 13.185231 13.638754 23.766504 22.638375 21.749679 21.130646 20.805363 20.787622 21.078200 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 28.529741 30.191470 31.968841 33.843639 35.800562 
55.438898 64.186651 28.813215 43.320390 19.282783 17.509193 15.944313 14.655157 13.719669 13.213184 13.185231 25.101805 23.766504 22.638375 21.749679 21.130646 20.805363 20.787622 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 30.546617 32.104121 33.781008 35.560394 37.427663 
57.729395 66.175055 27.553821 42.493151 21.212799 19.282783 17.509193 15.944313 14.655157 13.719669 13.213184 26.613112 25.101805 23.766504 22.638375 21.749679 21.130646 20.805363 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 32.636617 34.098790 35.682060 37.371039 39.152048 
60.039970 68.200094 26.478821 41.804100 23.260334 21.212799 19.282783 17.509193 15.944313 14.655157 13.719669 28.272213 26.613112 25.101805 23.766504 22.638375 21.749679 21.130646 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 34.786561 36.161908 37.658538 39.262586 40.961433 
62.368390 70.258600 25.611444 41.260161 25.396981 23.260334 21.212799 19.282783 17.509193 15.944313 14.655157 30.054642 28.272213 26.613112 25.101805 23.766504 22.638375 21.749679 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 36.986000 38.282410 39.699179 41.223900 42.845050 
64.712729 72.347717 24.973332 40.867128 27.602053 25.396981 23.260334 21.212799 19.282783 17.509193 15.944313 31.939759 30.054642 28.272213 26.613112 25.101805 23.766504 22.638375 17.038838 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 15.240000 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 39.226607 40.451272 41.794585 43.245491 44.793535 
49.227742 33.731765 58.260686 45.921333 11.645237 13.998534 16.407607 18.851084 21.317138 23.798752 26.291520 10.977479 13.448139 15.940611 18.446053 20.959816 23.479227 26.002644 32.235778 33.843639 35.560394 37.371039 39.262586 41.223900 43.245491 26.602624 28.529741 30.546617 32.636617 34.786561 36.986000 39.226607 0.000000 2.540000 5.080000 7.620000 10.160000 
51.431091 32.084551 60.133967 44.725332 12.901683 15.059909 17.321994 19.652106 22.028670 24.438136 26.871656 10.613074 13.152367 15.691888 18.231543 20.771283 23.311079 25.850915 34.284599 35.800562 37.427663 39.152048 40.961433 42.845050 44.793535 28.377426 30.191470 32.104121 34.098790 36.161908 38.282410 40.451272 2.540000 0.000000 2.540000 5.080000 7.620000 
53.664204 30.559911 62.054683 43.644530 14.498225 16.448281 18.541752 20.735245 23.000161 25.317338 27.673652 10.847711 13.342423 15.851526 18.369123 20.892144 23.418837 25.948127 36.395402 37.826866 39.370312 41.013100 42.743777 44.552102 46.429003 30.261531 31.968841 33.781008 35.682060 37.658538 39.699179 41.794585 5.080000 2.540000 0.000000 2.540000 5.080000 
55.923517 29.177063 64.018564 42.687678 16.335447 18.088512 20.011118 22.058982 24.200324 26.412420 28.678900 11.645237 13.998534 16.407607 18.851084 21.317138 23.798752 26.291520 38.558008 39.911984 41.377726 42.943790 44.599610 46.335565 48.142986 32.235778 33.843639 35.560394 37.371039 39.262586 41.223900 43.245491 7.620000 5.080000 2.540000 0.000000 2.540000 
58.205977 27.957059 66.021759 41.863277 18.341165 19.918478 21.679400 23.582836 25.597015 27.697787 29.866885 12.901683 15.059909 17.321994 19.652106 22.028670 24.438136 26.871656 40.764174 42.047169 43.440927 44.935143 46.520137 48.186953 49.927397 34.284599 35.800562 37.427663 39.152048 40.961433 42.845050 44.793535 10.160000 7.620000 5.080000 2.540000 0.000000 
