51
# Circuit board instance
Size: large
Nodes: 51
0.000000 115.000000 115.000000 162.634560 114.685708 116.893369 119.114278 121.347707 123.592976 47.881274 50.410863 52.941448 55.472894 58.005088 60.537937 63.071360 49.177270 51.643417 54.116397 56.595313 59.079419 61.568086 64.060783 61.612227 63.081600 64.617437 66.215114 67.870264 69.578784 71.336842 68.036822 69.370245 70.769738 72.231461 73.751714 75.326953 76.953801 70.090092 72.594568 75.101430 77.610447 80.121417 82.634161 85.148523 71.776459 74.224055 76.677662 79.136721 81.600739 84.069279 86.541955 
115.000000 0.000000 162.634560 115.000000 59.353558 58.735790 58.222371 57.816081 57.519189 120.397464 121.425648 122.497877 123.613005 124.769881 125.967355 127.204282 113.440455 114.531111 115.667270 116.847603 118.070786 119.335502 120.640444 72.984322 74.228922 75.538453 76.909596 78.339118 79.823881 81.360861 66.385644 67.751572 69.183816 70.678346 72.231295 73.838977 75.497895 124.110262 125.541656 127.007720 128.507267 130.039139 131.602207 133.195372 117.855828 119.362249 120.903268 122.477577 124.083910 125.721040 127.387779 
115.000000 162.634560 0.000000 115.000000 114.927667 117.130768 119.347260 121.576408 123.817531 67.471875 64.937606 62.403802 59.870523 57.337839 54.805833 52.274602 68.397671 65.899014 63.403643 60.911961 58.424441 55.941637 53.464207 94.961539 92.826266 90.711855 88.619799 86.551719 84.509376 82.494681 99.250373 97.209353 95.192348 93.200919 91.236740 89.301608 87.397454 47.439157 44.984708 42.540305 40.107783 37.689444 35.288203 32.907805 49.897021 47.569560 45.264960 42.986897 40.739824 38.529163 36.361556 
162.634560 115.000000 115.000000 0.000000 59.819745 59.206842 58.697543 58.294565 58.000122 129.442601 128.139867 126.874613 125.647970 124.461081 123.315093 122.211157 122.998269 121.626531 120.292788 118.998319 117.744419 116.532397 115.363574 102.705105 100.734107 98.789095 96.871634 94.983392 93.126147 91.301791 98.125843 96.060933 94.019295 92.002478 90.012151 88.050110 86.118288 112.876968 111.867601 110.907230 109.997138 109.138583 108.332791 107.580946 105.961545 104.885649 103.860738 102.888335 101.969944 101.107035 100.301042 
114.685708 59.353558 114.927667 59.819745 0.000000 2.540000 5.080000 7.620000 10.160000 95.408222 95.186631 95.032434 94.945962 94.927399 94.976785 95.094013 87.830099 87.589338 87.421743 87.327735 87.307552 87.361245 87.488679 53.470754 52.454460 51.543403 50.743252 50.059325 49.496441 49.058766 46.665556 45.497505 44.444066 43.513564 42.714033 42.052946 41.536912 88.275711 88.651445 89.098032 89.614413 90.199391 90.851639 91.569721 80.730727 81.141406 81.629090 82.192410 82.829821 83.539628 84.320003 
116.893369 58.735790 117.130768 59.206842 2.540000 0.000000 2.540000 5.080000 7.620000 97.935707 97.719847 97.569655 97.485433 97.467354 97.515453 97.629633 90.355358 90.121343 89.958465 89.867110 89.847498 89.899674 90.023515 55.785994 54.812644 53.941431 53.177375 52.525152 51.988972 51.572454 48.907260 47.794026 46.792317 45.909434 45.152349 44.527477 44.040448 90.793490 91.158847 91.593209 92.095601 92.664917 93.299930 93.999311 83.244204 83.642542 84.115727 84.662502 85.281454 85.971021 86.729522 
119.114278 58.222371 119.347260 58.697543 5.080000 2.540000 0.000000 2.540000 5.080000 100.463824 100.253407 100.107016 100.024931 100.007310 100.054189 100.165475 92.881420 92.653785 92.495367 92.406521 92.387447 92.438190 92.558634 58.120012 57.186403 56.351900 55.620966 54.997730 54.485888 54.088601 51.176842 50.114050 49.159639 48.320030 47.601300 47.008992 46.547934 93.312474 93.668005 94.090785 94.579912 95.134361 95.752999 96.434591 85.759243 86.145953 86.605460 87.136614 87.738114 88.408522 89.146286 
121.347707 57.816081 121.576408 58.294565 7.620000 5.080000 2.540000 0.000000 2.540000 102.992525 102.787285 102.644507 102.564453 102.547269 102.592987 102.701522 95.408222 95.186631 95.032434 94.945962 94.927399 94.976785 95.094013 60.470635 59.573875 58.773281 58.072832 57.476189 56.986612 56.606879 53.470754 52.454460 51.543403 50.743252 50.059325 49.496441 49.058766 95.832567 96.178783 96.590574 97.067104 97.607427 98.210488 98.875140 88.275711 88.651445 89.098032 89.614413 90.199391 90.851639 91.569721 
123.592976 57.519189 123.817531 58.000122 10.160000 7.620000 5.080000 2.540000 0.000000 105.521769 105.321458 105.182120 105.103999 105.087230 105.131843 105.237760 97.935707 97.719847 97.569655 97.485433 97.467354 97.515453 97.629633 62.836000 61.973476 61.204279 60.531967 59.959798 59.490663 59.127015 55.785994 54.812644 53.941431 53.177375 52.525152 51.988972 51.572454 98.353684 98.691056 99.092408 99.556964 100.083845 100.672073 101.320579 90.793490 91.158847 91.593209 92.095601 92.664917 93.299930 93.999311 
47.881274 120.397464 67.471875 129.442601 95.408222 97.935707 100.463824 102.992525 105.521769 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 48.154983 47.538795 47.051832 46.698137 46.480752 46.401592 46.461365 55.534871 55.001423 54.581081 54.276473 54.089553 54.021544 54.072894 22.657786 25.070671 27.506454 29.959551 32.426032 34.903060 37.388539 26.170428 28.285236 30.465079 32.696953 34.970896 37.279212 39.615892 
