50
# Circuit board instance
Size: large
Nodes: 50
0.000000 140.000000 140.000000 197.989899 76.107021 77.453282 78.858395 80.319270 81.832922 83.396476 85.007179 82.719143 83.959449 85.257402 86.610411 88.015937 89.471505 90.974714 138.554447 139.086600 139.662926 140.282881 140.945889 59.068704 60.502985 62.008175 63.579239 65.211415 60.270572 61.058820 61.863099 62.682791 64.355170 65.093976 65.848988 66.619655 136.831783 137.845055 138.897389 139.987904 141.115716 142.279937 143.479681 143.875638 144.839641 145.841514 146.880482 147.955763 149.066572 150.212121 
140.000000 0.000000 197.989899 140.000000 84.643187 85.855701 87.125409 88.449848 89.826597 91.253288 92.727617 77.981069 79.295519 80.668550 82.097220 83.578679 85.110168 86.689036 176.094800 174.487609 172.902795 171.340976 169.802789 118.287737 115.983999 113.690328 111.407345 109.135720 99.573645 100.052728 100.545572 101.051973 94.876535 95.379215 95.896080 96.426902 55.336063 57.796213 60.262988 62.735607 65.213406 67.695816 70.182346 53.904938 56.427517 58.951592 61.476979 64.003522 66.531090 69.059570 
140.000000 197.989899 0.000000 140.000000 119.804776 117.680570 115.573146 113.483439 111.412445 109.361227 107.330919 124.110283 122.061029 120.030539 118.019782 116.029784 114.061632 112.116476 28.139383 30.652443 33.169607 35.690008 38.213003 96.314501 97.200733 98.144715 99.144797 100.199301 113.435452 112.283746 111.134617 109.988147 115.657460 114.528100 113.401716 112.278398 152.767592 151.344176 149.950275 148.586721 147.254357 145.954036 144.686624 159.107510 157.741313 156.404436 155.097634 153.821676 152.577335 151.365391 
197.989899 140.000000 140.000000 0.000000 125.400856 123.373040 121.364503 119.376217 117.409212 115.464576 113.543457 121.003937 118.901157 116.815755 114.748679 112.700937 110.673603 108.667818 112.266952 109.728829 107.190794 104.652856 102.115019 140.639112 138.707099 136.794963 134.903550 133.033743 138.383420 137.440927 136.503744 135.571978 135.043019 134.077048 133.116183 132.160537 87.618949 85.112881 82.608886 80.107158 77.607916 75.111409 72.617918 86.722215 84.189459 81.657152 79.125338 76.594067 74.063393 71.533380 
76.107021 84.643187 119.804776 125.400856 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 103.274087 102.384471 101.550608 100.773882 100.055623 34.080848 31.659107 29.257428 26.881190 24.537784 17.700865 17.573218 17.536851 17.592331 12.686910 12.508199 12.457055 12.535038 62.443329 63.065132 63.782095 64.591050 65.488586 66.471116 67.534931 69.887897 70.444018 71.086599 71.813317 72.621648 73.508898 74.472248 
77.453282 85.855701 117.680570 123.373040 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 100.909568 99.998919 99.144994 98.349270 97.613172 33.431063 30.958534 28.497875 26.052450 23.626989 18.220958 17.917842 17.700865 17.573218 13.402999 12.987923 12.686910 12.508199 61.919552 62.443329 63.065132 63.782095 64.591050 65.488586 66.471116 69.420312 69.887897 70.444018 71.086599 71.813317 72.621648 73.508898 
78.858395 87.125409 115.573146 121.364503 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 98.553781 97.621159 96.746249 95.930631 95.175829 32.964692 30.454323 27.949308 25.451230 22.962351 19.068015 18.606003 18.220958 17.917842 14.533626 13.921941 13.402999 12.987923 61.496306 61.919552 62.443329 63.065132 63.782095 64.591050 65.488586 69.043063 69.420312 69.887897 70.444018 71.086599 71.813317 72.621648 
80.319270 88.449848 113.483439 119.376217 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 96.207370 95.251776 94.354899 93.518427 92.743995 32.689587 30.156325 27.624301 25.093889 22.565631 20.200948 19.601552 19.068015 18.606003 15.991102 15.226881 14.533626 13.921941 61.175679 61.496306 61.919552 62.443329 63.065132 63.782095 64.591050 68.757636 69.043063 69.420312 69.887897 70.444018 71.086599 71.813317 
81.832922 89.826597 111.412445 117.409212 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 93.871036 92.891411 91.971519 91.113169 90.318115 32.610588 30.070672 27.530771 24.990891 22.451037 21.574767 20.860526 20.200948 19.601552 17.694848 16.816617 15.991102 15.226881 60.959289 61.175679 61.496306 61.919552 62.443329 63.065132 63.782095 68.565179 68.757636 69.043063 69.420312 69.887897 70.444018 71.086599 
83.396476 91.253288 109.361227 115.464576 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 91.545551 90.540769 89.596746 88.715422 87.898683 32.729115 30.199170 27.671066 25.145361 22.622857 23.146621 22.338429 21.574767 20.860526 19.580683 18.618337 17.694848 16.816617 60.848248 60.959289 61.175679 61.496306 61.919552 62.443329 63.065132 68.466474 68.565179 68.757636 69.043063 69.420312 69.887897 70.444018 
85.007179 92.727617 107.330919 113.543457 15.240000 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 17.038838 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 89.231764 88.200627 87.231282 86.325812 85.486246 33.043044 30.539116 28.041678 25.552631 23.074692 24.879002 23.994843 23.146621 22.338429 21.600968 20.576432 19.580683 18.618337 60.843134 60.848248 60.959289 61.175679 61.496306 61.919552 62.443329 68.461929 68.466474 68.565179 68.757636 69.043063 69.420312 69.887897 
82.719143 77.981069 124.110283 121.003937 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 106.263012 105.214833 104.218028 103.274087 102.384471 41.431133 38.969528 36.518660 34.080848 31.659107 25.271309 25.182065 25.156700 25.195407 20.220210 20.108562 20.076788 20.125267 55.046791 55.751151 56.560902 57.471590 58.478499 59.576751 60.761393 62.443329 63.065132 63.782095 64.591050 65.488586 66.471116 67.534931 
83.959449 79.295519 122.061029 118.901157 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 103.966493 102.894921 101.875420 100.909568 99.998919 40.898296 38.402550 35.913010 33.431063 30.958534 25.638286 25.423758 25.271309 25.182065 20.677030 20.410422 20.220210 20.108562 54.451913 55.046791 55.751151 56.560902 57.471590 58.478499 59.576751 61.919552 62.443329 63.065132 63.782095 64.591050 65.488586 66.471116 
85.257402 80.668550 120.030539 116.815755 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 101.681555 100.585644 99.542494 98.553781 97.621159 40.517966 37.997247 35.479279 32.964692 30.454323 26.247050 25.913351 25.638286 25.423758 21.427213 21.017127 20.677030 20.410422 53.970137 54.451913 55.046791 55.751151 56.560902 57.471590 58.478499 61.496306 61.919552 62.443329 63.065132 63.782095 64.591050 65.488586 
86.610411 82.097220 118.019782 114.748679 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 99.408997 98.287751 97.219948 96.207370 95.251776 40.294462 37.758826 35.223819 32.689587 30.156325 27.081298 26.637178 26.247050 25.913351 22.441358 21.903359 21.427213 21.017127 53.604512 53.970137 54.451913 55.046791 55.751151 56.560902 57.471590 61.175679 61.496306 61.919552 62.443329 63.065132 63.782095 64.591050 
88.015937 83.578679 116.029784 112.700937 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 97.149689 96.002059 94.908544 93.871036 92.891411 40.230400 37.690454 35.150516 32.610588 30.070672 28.120971 27.576801 27.081298 26.637178 23.685583 23.036879 22.441358 21.903359 53.357425 53.604512 53.970137 54.451913 55.046791 55.751151 56.560902 60.959289 61.175679 61.496306 61.919552 62.443329 63.065132 63.782095 
89.471505 85.110168 114.061632 110.673603 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 94.904577 93.729461 92.609116 91.545551 90.540769 40.326537 37.793053 35.260507 32.729115 30.199170 29.344241 28.711040 28.120971 27.576801 25.125731 24.383226 23.685583 23.036879 53.230529 53.357425 53.604512 53.970137 54.451913 55.046791 55.751151 60.848248 60.959289 61.175679 61.496306 61.919552 62.443329 63.065132 
