51
# Circuit board instance
Size: large
Nodes: 51
0.000000 115.000000 115.000000 162.634560 67.806365 68.670856 69.617332 70.642499 71.742982 72.915373 74.156260 75.056430 75.838322 76.696398 77.628134 78.630911 79.702046 80.838824 77.616884 78.835639 80.116405 81.456259 82.852332 84.301833 85.802053 84.429101 85.550864 86.732525 87.971669 89.265903 90.612866 92.010242 52.999377 55.376127 57.766774 60.169661 62.583378 132.160323 133.993114 135.848672 137.726075 139.624443 141.542932 143.480735 137.580808 139.342321 141.127564 142.935648 144.765717 146.616948 148.488549 
115.000000 0.000000 162.634560 115.000000 55.383983 56.439072 57.586937 58.822148 60.139321 61.533195 62.998677 48.482473 49.684338 50.984507 52.375659 53.850743 55.403056 57.026291 58.871779 60.469526 62.130058 63.848475 65.620230 67.441120 69.307272 53.077102 54.843925 56.669538 58.548443 60.475673 62.446754 64.457664 68.292599 65.857882 63.431422 61.014205 58.607374 97.475224 99.946101 102.420360 104.897761 107.378087 109.861140 112.346739 95.973679 98.482236 100.992365 103.503951 106.016891 108.531091 111.046466 
115.000000 162.634560 0.000000 115.000000 113.017874 110.936122 108.873824 106.832108 104.812176 102.815312 100.842886 117.510869 115.510119 113.530939 111.574477 109.641948 107.734641 105.853919 104.443548 102.542343 100.669323 98.826091 97.014345 95.235882 93.492601 109.600854 107.790651 106.010400 104.261636 102.545968 100.865086 99.220758 107.884717 109.071966 110.304934 111.582106 112.901982 94.328406 93.816054 93.370011 92.991231 92.680539 92.438622 92.266021 101.783967 101.309326 100.896415 100.545993 100.258716 100.035127 99.875654 
162.634560 115.000000 115.000000 0.000000 106.031704 103.809949 101.603110 99.412181 97.238236 95.082442 92.946060 102.595745 100.297907 98.012023 95.738949 93.479619 91.235055 89.006374 91.378118 89.198866 87.039176 84.900541 82.784593 80.693115 78.628062 87.756783 85.485263 83.229266 80.990088 78.769164 76.568083 74.388605 116.163925 114.749461 113.374263 112.039776 110.747472 30.543683 28.922661 27.441342 26.123503 24.995014 24.082510 23.411259 25.346484 23.367670 21.507091 19.798108 18.283283 17.014552 16.050381 
67.806365 55.383983 113.017874 106.031704 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 14.991842 17.432753 19.898484 22.380832 24.874823 27.377275 29.886063 18.733595 20.738688 22.850425 25.041843 27.293755 29.592355 31.927559 14.991378 12.506913 10.050250 7.648227 5.374609 77.989920 80.366035 82.751887 85.146658 87.549614 89.960101 92.377529 81.036134 83.325429 85.628864 87.945329 90.273820 92.613430 94.963337 
68.670856 56.439072 110.936122 103.809949 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 12.590192 14.991842 17.432753 19.898484 22.380832 24.874823 27.377275 16.873210 18.733595 20.738688 22.850425 25.041843 27.293755 29.592355 15.673432 13.316829 11.041856 8.911253 7.057016 75.624458 77.989920 80.366035 82.751887 85.146658 87.549614 89.960101 78.762213 81.036134 83.325429 85.628864 87.945329 90.273820 92.613430 
69.617332 57.586937 108.873824 101.603110 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 10.255426 12.590192 14.991842 17.432753 19.898484 22.380832 24.874823 15.210722 16.873210 18.733595 20.738688 22.850425 25.041843 27.293755 16.717498 14.531214 12.479617 10.640897 9.144383 73.270683 75.624458 77.989920 80.366035 82.751887 85.146658 87.549614 76.505036 78.762213 81.036134 83.325429 85.628864 87.945329 90.273820 
70.642499 58.822148 106.832108 99.412181 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 8.045980 10.255426 12.590192 14.991842 17.432753 19.898484 22.380832 13.817745 15.210722 16.873210 18.733595 20.738688 22.850425 25.041843 18.060902 16.058569 14.228925 12.647140 11.416707 70.929758 73.270683 75.624458 77.989920 80.366035 82.751887 85.146658 74.266130 76.505036 78.762213 81.036134 83.325429 85.628864 87.945329 
71.742982 60.139321 104.812176 97.238236 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 6.099593 8.045980 10.255426 12.590192 14.991842 17.432753 19.898484 12.782696 13.817745 15.210722 16.873210 18.733595 20.738688 22.850425 19.642323 17.818594 16.189100 14.818057 13.782810 68.602998 70.929758 73.270683 75.624458 77.989920 80.366035 82.751887 72.047199 74.266130 76.505036 78.762213 81.036134 83.325429 85.628864 
72.915373 61.533195 102.815312 95.082442 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 4.751364 6.099593 8.045980 10.255426 12.590192 14.991842 17.432753 12.197038 12.782696 13.817745 15.210722 16.873210 18.733595 20.738688 21.409080 19.749181 18.292480 17.091011 16.201658 66.291895 68.602998 70.929758 73.270683 75.624458 77.989920 80.366035 69.850145 72.047199 74.266130 76.505036 78.762213 81.036134 83.325429 
