44
# Circuit board instance
Size: large
Nodes: 44
0.000000 140.000000 140.000000 197.989899 122.120103 123.370690 124.621670 125.873031 123.111075 124.351697 125.592906 126.834685 123.616200 125.856420 128.107827 130.369840 132.641918 75.934708 76.726610 77.593613 78.533229 79.542885 115.365933 115.642037 115.931396 116.233912 120.335113 120.599841 120.877332 121.167500 54.347599 56.807758 59.274652 61.747474 64.225540 66.708265 69.195147 56.765902 59.125522 61.499516 63.886279 66.284433 68.692784 71.110298 
140.000000 0.000000 197.989899 140.000000 168.899941 169.806354 170.717402 171.633012 165.371725 166.297370 167.227536 168.162148 66.577091 65.423105 64.348733 63.358026 62.454964 138.051779 135.896971 133.755683 131.628576 129.516348 36.636132 37.496511 38.379633 39.283965 33.031002 33.982778 34.954786 35.945386 136.687984 137.684657 138.720683 139.795186 140.907287 142.056102 143.240748 129.686973 130.737029 131.827667 132.957888 134.126692 135.333078 136.576052 
140.000000 197.989899 0.000000 140.000000 29.116163 28.269395 27.455276 26.676797 33.026782 32.282752 31.572291 30.897716 135.725245 137.768703 139.828439 141.903743 143.993943 71.144820 71.989432 72.912786 73.911931 74.983839 161.418713 160.512252 159.610748 158.714286 165.006794 164.120151 163.238574 162.362143 88.524990 86.017054 83.511057 81.007178 78.505619 76.006611 73.510412 90.029883 87.565060 85.104657 82.649071 80.198742 77.754170 75.315913 
197.989899 140.000000 140.000000 0.000000 120.256483 120.054277 119.865186 119.689273 115.248597 115.037588 114.840238 114.656616 87.022332 86.142671 85.329576 84.584967 83.910665 135.476194 133.279751 131.095721 128.924736 126.767464 118.696709 117.461018 116.226067 114.991880 117.633964 116.386991 115.140521 113.894571 153.514225 152.081810 150.678599 149.305413 147.963089 146.652475 145.374427 147.315048 145.821751 144.357702 142.923799 141.520959 140.150114 138.812212 
122.120103 168.899941 29.116163 120.256483 0.000000 1.270000 2.540000 3.810000 5.080000 5.236344 5.679613 6.350000 106.811988 108.899352 111.005586 113.129637 115.270518 47.731947 47.860487 48.122934 48.517116 49.039856 132.349430 131.433478 130.523454 129.619486 135.905856 135.014032 134.128304 133.248793 68.094180 65.570478 63.048084 60.527164 58.007908 55.490543 52.975339 67.673532 65.133533 62.593534 60.053535 57.513537 54.973538 52.433540 
123.370690 169.806354 28.269395 120.054277 1.270000 0.000000 1.270000 2.540000 5.236344 5.080000 5.236344 5.679613 107.547646 109.621003 111.713632 113.824471 115.952524 49.001589 49.126806 49.382524 49.766730 50.276480 133.271191 132.349430 131.433478 130.523454 136.803655 135.905856 135.014032 134.128304 69.356477 66.832174 64.309108 61.787429 59.267314 56.748973 54.232652 68.943531 66.403532 63.863534 61.323535 58.783536 56.243538 53.703539 
124.621670 170.717402 27.455276 119.865186 2.540000 1.270000 0.000000 1.270000 5.679613 5.236344 5.080000 5.236344 108.293201 110.352551 112.431565 114.529172 116.644370 50.271249 50.393311 50.642634 51.017352 51.514728 134.198638 133.271191 132.349430 131.433478 137.707314 136.803655 135.905856 135.014032 70.619051 68.094180 65.570478 63.048084 60.527164 58.007908 55.490543 70.213531 67.673532 65.133533 62.593534 60.053535 57.513537 54.973538 
125.873031 171.633012 26.676797 119.689273 3.810000 2.540000 1.270000 0.000000 6.350000 5.679613 5.236344 5.080000 109.048450 111.093801 113.159197 115.243561 117.345882 51.540925 51.659988 51.903227 52.268908 52.754485 135.131657 134.198638 133.271191 132.349430 138.616718 137.707314 136.803655 135.905856 71.881886 69.356477 66.832174 64.309108 61.787429 59.267314 56.748973 71.483530 68.943531 66.403532 63.863534 61.323535 58.783536 56.243538 
123.111075 165.371725 33.026782 115.248597 5.080000 5.236344 5.679613 6.350000 0.000000 1.270000 2.540000 3.810000 102.698463 104.744622 106.811988 108.899352 111.005586 47.879783 47.738398 47.731947 47.860487 48.122934 128.895130 127.954453 127.019506 126.090420 132.349430 131.433478 130.523454 129.619486 68.843351 66.348151 63.856484 61.368780 58.885541 56.407357 53.934925 67.859246 65.326469 62.794275 60.262738 57.731944 55.201996 52.673015 
124.351697 166.297370 32.282752 115.037588 5.236344 5.080000 5.236344 5.679613 1.270000 0.000000 1.270000 2.540000 103.463373 105.494698 107.547646 109.621003 111.713632 49.145606 49.007872 49.001589 49.126806 49.382524 129.841415 128.895130 127.954453 127.019506 133.271191 132.349430 131.433478 130.523454 70.092157 67.595334 65.101851 62.612107 60.126568 57.645777 55.170374 69.125834 66.592789 64.060294 61.528419 58.997242 56.466857 53.937376 
125.592906 167.227536 31.572291 114.840238 5.679613 5.236344 5.080000 5.236344 2.540000 1.270000 0.000000 1.270000 104.238145 106.254659 108.293201 110.352551 112.431565 50.411639 50.277374 50.271249 50.393311 50.642634 130.793186 129.841415 128.895130 127.954453 134.198638 133.271191 132.349430 131.433478 71.341712 68.843351 66.348151 63.856484 61.368780 58.885541 56.407357 70.392544 67.859246 65.326469 62.794275 60.262738 57.731944 55.201996 
126.834685 168.162148 30.897716 114.656616 6.350000 5.679613 5.236344 5.080000 3.810000 2.540000 1.270000 0.000000 105.022559 107.024294 109.048450 111.093801 113.159197 51.677866 51.546899 51.540925 51.659988 51.903227 131.750323 130.793186 129.841415 128.895130 135.131657 134.198638 133.271191 132.349430 72.591977 70.092157 67.595334 65.101851 62.612107 60.126568 57.645777 71.659371 69.125834 66.592789 64.060294 61.528419 58.997242 56.466857 
123.616200 66.577091 135.725245 87.022332 106.811988 107.547646 108.293201 109.048450 102.698463 103.463373 104.238145 105.022559 0.000000 2.540000 5.080000 7.620000 10.160000 87.303348 84.795905 82.290459 79.787197 77.286333 34.540134 33.278982 32.018530 30.758863 35.488276 34.262043 33.039116 31.819877 95.126667 94.994305 94.929744 94.933124 95.004436 95.143527 95.350102 87.524413 87.380536 87.310346 87.314020 87.391549 87.542738 87.767204 
125.856420 65.423105 137.768703 86.142671 108.899352 109.621003 110.352551 111.093801 104.744622 105.494698 106.254659 107.024294 2.540000 0.000000 2.540000 5.080000 7.620000 89.812621 87.303348 84.795905 82.290459 79.787197 34.339149 33.070334 31.801613 30.532998 34.925173 33.678443 32.433518 31.190616 97.661366 97.532444 97.469565 97.472856 97.542311 97.677789 97.879016 90.058164 89.918341 89.850134 89.853704 89.929044 90.075973 90.294143 
128.107827 64.348733 139.828439 85.329576 111.005586 111.713632 112.431565 113.159197 106.811988 107.547646 108.293201 109.048450 5.080000 2.540000 0.000000 2.540000 5.080000 92.323575 89.812621 87.303348 84.795905 82.290459 34.325453 33.056112 31.786823 30.517594 34.540134 33.278982 32.018530 30.758863 100.196334 100.070678 100.009394 100.012602 100.080295 100.212342 100.408489 92.592258 92.456268 92.389934 92.393406 92.466677 92.609580 92.821794 
130.369840 63.358026 141.903743 84.584967 113.129637 113.824471 114.529172 115.243561 108.899352 109.621003 110.352551 111.093801 7.620000 5.080000 2.540000 0.000000 2.540000 94.836075 92.323575 89.812621 87.303348 84.795905 34.499267 33.236565 31.974441 30.712966 34.339149 33.070334 31.801613 30.532998 102.731550 102.608999 102.549232 102.552361 102.618378 102.747163 102.938480 95.126667 94.994305 94.929744 94.933124 95.004436 95.143527 95.350102 
132.641918 62.454964 143.993943 83.910665 115.270518 115.952524 116.644370 117.345882 111.005586 111.713632 112.431565 113.159197 10.160000 7.620000 5.080000 2.540000 0.000000 97.350003 94.836075 92.323575 89.812621 87.303348 34.857788 33.608558 32.360945 31.115144 34.325453 33.056112 31.786823 30.517594 105.266997 105.147401 105.089078 105.092131 105.156554 105.282234 105.468953 97.661366 97.532444 97.469565 97.472856 97.542311 97.677789 97.879016 
75.934708 138.051779 71.144820 135.476194 47.731947 49.001589 50.271249 51.540925 47.879783 49.145606 50.411639 51.677866 87.303348 89.812621 92.323575 94.836075 97.350003 0.000000 2.540000 5.080000 7.620000 10.160000 102.205728 101.614970 101.036722 100.471201 106.716302 106.150650 105.597243 105.056273 21.771880 19.470311 17.235849 15.098316 13.105229 11.333052 9.901128 19.984920 17.449220 14.914984 12.383110 9.855419 7.336235 4.838864 
76.726610 135.896971 71.989432 133.279751 47.860487 49.126806 50.393311 51.659988 47.738398 49.007872 50.277374 51.546899 84.795905 87.303348 89.812621 92.323575 94.836075 2.540000 0.000000 2.540000 5.080000 7.620000 99.970928 99.366885 98.775477 98.196934 104.454480 103.876512 103.310923 102.757918 22.906194 20.730943 18.648149 16.692457 14.913953 13.383462 12.194725 20.282170 17.788892 15.310981 12.857324 10.445030 8.111086 5.948444 
77.593613 133.755683 72.912786 131.095721 48.122934 49.382524 50.642634 51.903227 47.731947 49.001589 50.271249 51.540925 82.290459 84.795905 87.303348 89.812621 92.323575 5.080000 2.540000 0.000000 2.540000 5.080000 97.751037 97.133190 96.528098 95.936003 102.205728 101.614970 101.036722 100.471201 24.254400 22.211578 20.281411 18.499198 16.911776 15.578807 14.570295 20.886335 18.474773 16.102755 13.790699 11.574594 9.521675 7.762510 
