56
# Circuit board instance
Size: large
Nodes: 56
0.000000 140.000000 140.000000 197.989899 73.424412 74.074897 74.741302 75.423206 77.849055 78.462867 79.092309 79.737012 85.932294 87.886249 89.869515 91.880192 93.916521 95.976869 98.059722 91.041640 92.888179 94.766823 96.675699 98.613052 100.577236 102.566711 79.304566 79.984267 80.678235 81.386105 83.657282 84.301896 84.960605 85.633082 73.682394 74.528561 75.386627 76.256189 77.565025 78.369281 79.185739 80.014024 60.365406 60.423918 60.588948 60.859631 61.234565 61.711849 62.289132 67.985392 68.037351 68.183957 68.424601 68.758296 69.183695 69.699120 
140.000000 0.000000 197.989899 140.000000 85.183406 85.744731 86.321091 86.912188 80.642072 81.234783 81.842909 82.466111 106.949405 108.525614 110.137849 111.784551 113.464219 115.175412 116.916744 101.038587 102.705549 104.407695 106.143331 107.910843 109.708689 111.535403 83.976426 84.618609 85.274871 85.944890 79.617629 80.294680 80.985988 81.691192 97.757745 98.397093 99.048599 99.712024 93.388513 94.057566 94.738919 95.432309 79.634809 79.679171 79.804393 80.010094 80.295656 80.660231 81.102753 72.014818 72.063872 72.202303 72.429597 72.744923 73.147141 73.634828 
140.000000 197.989899 0.000000 140.000000 120.798205 119.718638 118.642843 117.570923 123.537595 122.482176 121.430866 120.383774 92.843921 90.820853 88.824344 86.856227 84.918475 83.013215 81.142736 97.592083 95.669474 93.776250 91.914227 90.085340 88.291647 86.535337 118.877520 117.832651 116.792244 115.756420 121.824429 120.805051 119.790463 118.780788 106.686624 105.602305 104.522169 103.446347 109.404175 108.347057 107.294556 106.246809 152.348376 150.019650 147.697888 145.383425 143.076614 140.777832 138.487478 155.525108 153.244663 150.972506 148.709016 146.454596 144.209671 141.974691 
197.989899 140.000000 140.000000 0.000000 128.285910 127.269874 126.258436 125.251708 125.316422 124.276111 123.240106 122.208517 112.578016 110.915478 109.286688 107.693176 106.136532 104.618401 103.140485 106.978646 105.227678 103.509425 101.825543 100.177764 98.567900 96.997838 122.043807 121.026277 120.013559 119.005776 119.086597 118.043578 117.005047 115.971123 124.537212 123.609580 122.688081 121.772855 121.137752 120.183884 119.235914 118.293981 160.958840 158.756467 156.564321 154.382838 152.212476 150.053718 147.907072 157.328254 155.074328 152.829376 150.593798 148.368020 146.152488 143.947676 
73.424412 85.183406 120.798205 128.285910 0.000000 1.270000 2.540000 3.810000 5.080000 5.236344 5.679613 6.350000 29.502389 31.958695 34.427149 36.905314 39.391357 41.883876 44.381778 28.448637 30.988581 33.528534 36.068493 38.608458 41.148427 43.688399 6.247673 7.277984 8.374394 9.514079 10.238919 10.898216 11.659011 12.502790 14.137087 15.196553 16.286161 17.400248 11.982085 13.215459 14.455178 15.699738 37.137052 34.605806 32.075944 29.547822 27.021928 24.498950 21.979894 37.308243 34.789455 32.273992 29.762697 27.256722 24.757684 22.267916 
74.074897 85.744731 119.718638 127.269874 1.270000 0.000000 1.270000 2.540000 5.236344 5.080000 5.236344 5.679613 28.279782 30.728841 33.191572 35.665144 38.147447 40.636881 43.132212 27.178669 29.718608 32.258557 34.798513 37.338475 39.878442 42.418413 5.321991 6.247673 7.277984 8.374394 9.701837 10.238919 10.898216 11.659011 13.115068 14.137087 15.196553 16.286161 10.757237 11.982085 13.215459 14.455178 38.403109 35.871274 33.340683 30.811639 28.284559 25.760021 23.238852 38.568680 36.048477 33.531261 31.017760 28.508957 26.006211 23.511456 
74.741302 86.321091 118.642843 126.258436 2.540000 1.270000 0.000000 1.270000 5.679613 5.236344 5.080000 5.236344 27.061540 29.502389 31.958695 34.427149 36.905314 39.391357 41.883876 25.908704 28.448637 30.988581 33.528534 36.068493 38.608458 41.148427 4.565036 5.321991 6.247673 7.277984 9.308147 9.701837 10.238919 10.898216 12.139959 13.115068 14.137087 15.196553 9.544200 10.757237 11.982085 13.215459 39.669417 37.137052 34.605806 32.075944 29.547822 27.021928 24.498950 39.829725 37.308243 34.789455 32.273992 29.762697 27.256722 24.757684 
75.423206 86.912188 117.570923 125.251708 3.810000 2.540000 1.270000 0.000000 6.350000 5.679613 5.236344 5.080000 25.848281 28.279782 30.728841 33.191572 35.665144 38.147447 40.636881 24.638743 27.178669 29.718608 32.258557 34.798513 37.338475 39.878442 4.072017 4.565036 5.321991 6.247673 9.076529 9.308147 9.701837 10.238919 11.223993 12.139959 13.115068 14.137087 8.348122 9.544200 10.757237 11.982085 40.935954 38.403109 35.871274 33.340683 30.811639 28.284559 25.760021 41.091321 38.568680 36.048477 33.531261 31.017760 28.508957 26.006211 
77.849055 80.642072 123.537595 125.316422 5.080000 5.236344 5.679613 6.350000 0.000000 1.270000 2.540000 3.810000 31.234878 33.564637 35.922907 38.304424 40.705106 43.121754 45.551827 28.933241 31.434052 33.940684 36.451936 38.966915 41.484943 44.005496 4.984391 6.227342 7.479386 8.736616 6.247673 7.277984 8.374394 9.514079 17.543001 18.407468 19.316798 20.264952 14.137087 15.196553 16.286161 17.400248 37.883775 35.405954 32.937607 30.481036 28.039336 25.616759 23.219292 37.020340 34.480527 31.940744 29.400998 26.861301 24.321667 21.782118 
78.462867 81.234783 122.482176 124.276111 5.236344 5.080000 5.236344 5.679613 1.270000 0.000000 1.270000 2.540000 30.082765 32.395807 34.740569 37.111038 39.502587 41.911607 44.335250 27.685511 30.182828 32.686724 35.195795 37.709007 40.225584 42.744932 3.759565 4.984391 6.227342 7.479386 5.321991 6.247673 7.277984 8.374394 16.730352 17.543001 18.407468 19.316798 13.115068 14.137087 15.196553 16.286161 39.125676 36.643800 34.170468 31.707678 29.258094 26.825332 24.414422 38.290255 35.750430 33.210631 30.670866 28.131143 25.591475 23.051880 
