36
# Circuit board instance
Size: large
Nodes: 36
0.000000 115.000000 115.000000 162.634560 78.231717 80.268427 82.333118 84.423738 86.538407 58.364063 60.763952 63.174798 65.595392 68.024695 70.461805 72.905939 61.332572 63.620582 65.927048 68.250099 70.588099 72.939609 75.303364 86.517623 88.128798 89.782927 91.477681 93.210845 100.796321 101.247038 101.711616 102.189867 105.571089 106.001505 106.445335 106.902411 
115.000000 0.000000 162.634560 115.000000 70.862475 68.993544 67.168676 65.391561 63.666197 110.205326 111.494879 112.826881 114.199849 115.612323 117.062872 118.550099 103.672246 105.042032 106.454806 107.908879 109.402604 110.934380 112.502652 90.898245 89.217020 87.577198 85.981148 84.431353 40.777440 41.879160 42.990164 44.109752 38.467598 39.633578 40.805768 41.983649 
115.000000 162.634560 0.000000 115.000000 91.952705 93.691615 95.466437 97.275207 99.116064 63.082825 60.672373 58.272928 55.885906 53.512972 51.156084 48.817569 65.838920 63.533121 61.245854 58.979277 56.735868 54.518488 52.330446 72.009296 73.937302 75.901341 77.898689 79.926849 123.632346 122.816617 122.008654 121.208613 127.555139 126.764656 125.982015 125.207365 
162.634560 115.000000 115.000000 0.000000 85.770558 84.233054 82.744966 81.309007 79.927986 112.775409 111.444995 110.157089 108.913198 107.714847 106.563573 105.460917 106.400252 104.989083 103.620967 102.297631 101.020834 99.792363 98.614024 77.217424 75.231086 73.278955 71.363839 69.488797 82.388460 81.159244 79.931302 78.704695 81.270012 80.023617 78.777976 77.533126 
78.231717 70.862475 91.952705 85.770558 0.000000 2.540000 5.080000 7.620000 10.160000 43.452672 43.971627 44.629322 45.419732 46.336065 47.371014 48.516988 35.977128 36.602226 37.389777 38.329767 39.411292 40.623047 41.953751 21.740340 20.920348 20.385848 20.159559 20.251815 34.378087 33.950771 33.566095 33.225538 39.172375 38.797899 38.461732 38.164885 
80.268427 68.993544 93.691615 84.233054 2.540000 0.000000 2.540000 5.080000 7.620000 45.955066 46.446069 47.069202 47.819300 48.690495 49.676416 50.770381 38.462677 39.048006 39.787174 40.671794 41.692610 42.839885 44.103752 22.815060 21.740340 20.920348 20.385848 20.159559 32.014006 31.554693 31.140431 30.773041 36.765640 36.366390 36.007529 35.690276 
82.333118 67.168676 95.466437 82.744966 5.080000 2.540000 0.000000 2.540000 5.080000 48.461373 48.927231 49.519152 50.232679 51.062715 52.003682 53.049676 40.954908 41.505105 42.201258 43.036285 44.002280 45.090828 46.293282 24.110470 22.815060 21.740340 20.920348 20.385848 29.679008 29.182967 28.734533 28.335967 34.378087 33.950771 33.566095 33.225538 
84.423738 65.391561 97.275207 81.309007 7.620000 5.080000 2.540000 0.000000 2.540000 50.971016 51.414139 51.977747 52.657970 53.450357 54.350002 55.351675 43.452672 43.971627 44.629322 45.419732 46.336065 47.371014 48.516988 25.593080 24.110470 22.815060 21.740340 20.920348 27.380534 26.842051 26.353814 25.918664 32.014006 31.554693 31.140431 30.773041 
86.538407 63.666197 99.116064 79.927986 10.160000 7.620000 5.080000 2.540000 0.000000 53.483525 53.905999 54.443817 55.093600 55.851443 56.713012 57.673659 45.955066 46.446069 47.069202 47.819300 48.690495 49.676416 50.770381 27.232332 25.593080 24.110470 22.815060 21.740340 25.128609 24.540763 24.005767 23.527229 29.679008 29.182967 28.734533 28.335967 
58.364063 110.205326 63.082825 112.775409 43.452672 45.955066 48.461373 50.971016 53.483525 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 36.800787 39.199468 41.614924 44.044395 46.485683 77.508271 77.193752 76.898923 76.624012 82.430079 82.134408 81.857376 81.599172 
60.763952 111.494879 60.672373 111.444995 43.971627 46.446069 48.927231 51.414139 53.905999 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 36.017951 38.465481 40.924282 43.392437 45.868438 78.195416 77.842243 77.508271 77.193752 83.076524 82.744187 82.430079 82.134408 
63.174798 112.826881 58.272928 110.157089 44.629322 47.069202 49.519152 51.977747 54.443817 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 35.400437 37.887878 40.381864 42.881252 45.385149 78.958326 78.567533 78.195416 77.842243 83.795006 83.426872 83.076524 82.744187 
65.595392 114.199849 55.885906 108.913198 45.419732 47.819300 50.232679 52.657970 55.093600 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 34.957005 37.473893 39.993702 42.515915 45.040127 79.794829 79.367519 78.958326 78.567533 84.583689 84.180691 83.795006 83.426872 
68.024695 115.612323 53.512972 107.714847 46.336065 48.690495 51.062715 53.450357 55.851443 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 34.694333 37.228982 39.764315 42.300207 44.836565 80.702635 80.239966 79.794829 79.367519 85.440628 85.003752 84.583689 84.180691 
70.461805 117.062872 51.156084 106.563573 47.371014 49.676416 52.003682 54.350002 56.713012 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 34.616534 37.156491 39.696454 42.236421 44.776392 81.679367 81.182537 80.702635 80.239966 86.363793 85.894062 85.440628 85.003752 
72.905939 118.550099 48.817569 105.460917 48.516988 50.770381 53.049676 55.351675 57.673659 15.240000 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 17.038838 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 34.724852 37.257425 39.790946 42.325242 44.860184 82.722585 82.192820 81.679367 81.182537 87.351083 86.849556 86.363793 85.894062 
61.332572 103.672246 65.838920 106.400252 35.977128 38.462677 40.954908 43.452672 45.955066 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 29.745855 32.068781 34.422387 36.800787 39.199468 70.167853 69.820275 69.494171 69.189845 75.055274 74.730431 74.425844 74.141764 
63.620582 105.042032 63.533121 104.989083 36.602226 39.048006 41.505105 43.971627 46.446069 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 28.771702 31.167316 33.584157 36.017951 38.465481 70.926149 70.536588 70.167853 69.820275 75.764669 75.400111 75.055274 74.730431 
65.927048 106.454806 61.245854 103.620967 37.389777 39.787174 42.201258 44.629322 47.069202 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 27.994802 30.451596 32.921023 35.400437 37.887878 71.766376 71.336195 70.926149 70.536588 76.551808 76.148666 75.764669 75.400111 
68.250099 107.908879 58.979277 102.297631 38.329767 40.671794 43.036285 45.419732 47.819300 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 27.431920 29.934947 32.443721 34.957005 37.473893 72.685694 72.216332 71.766376 71.336195 77.414318 76.973795 76.551808 76.148666 
