48
# Circuit board instance
Size: large
Nodes: 48
0.000000 115.000000 115.000000 162.634560 87.997354 89.188377 90.381550 91.576790 89.898802 91.064959 92.233860 93.405400 98.331737 98.829854 99.390406 100.012344 100.694529 101.435746 102.234711 105.831333 106.294311 106.815698 107.394643 108.030221 108.721438 109.467240 91.557916 92.742057 93.928441 95.116985 93.525658 94.685193 95.847529 97.012563 105.698254 107.396561 109.127562 110.889727 112.681594 114.501767 116.348920 111.523738 113.134630 114.779128 116.455807 118.163297 119.900284 121.665502 
115.000000 0.000000 162.634560 115.000000 117.878189 118.769945 119.668533 120.573802 114.302790 115.222220 116.148259 117.080750 25.742314 27.583987 29.529463 31.559550 33.658942 35.815455 38.019369 21.004934 23.225350 25.505484 27.830661 30.190477 32.577405 34.985896 118.099296 119.019665 119.946420 120.879413 114.643972 115.591857 116.545872 117.505868 78.586417 80.856202 83.141620 85.441417 87.754462 90.079736 92.416315 75.423128 77.785273 80.158295 82.541256 84.933321 87.333740 89.741844 
115.000000 162.634560 0.000000 115.000000 44.781281 43.866791 42.970379 42.093198 48.410984 47.566329 46.740921 45.935799 136.893142 135.106410 133.344122 131.607260 129.896844 128.213933 126.559623 142.375816 140.658745 138.966886 137.301170 135.662562 134.052053 132.470671 44.634864 43.799637 42.985709 42.194311 48.543462 47.776614 47.031562 46.309357 91.126110 89.898100 88.725824 87.611521 86.557430 85.565775 84.638751 97.823265 96.680358 95.591292 94.557929 93.582113 92.665663 91.810356 
162.634560 115.000000 115.000000 0.000000 90.316645 89.866727 89.432582 89.014440 85.597644 85.122787 84.664319 84.222508 98.657330 96.162770 93.670653 91.181178 88.694568 86.211071 83.730964 97.528505 95.004310 92.480980 89.958589 87.437217 84.916955 82.397906 86.930217 86.504334 86.095080 85.702693 82.174566 81.723904 81.290586 80.874892 57.512365 55.546129 53.628127 51.763721 49.958911 48.220389 46.555583 53.108336 50.972500 48.875345 46.822068 44.818702 42.872243 40.990799 
87.997354 117.878189 44.781281 90.316645 0.000000 1.270000 2.540000 3.810000 5.080000 5.236344 5.679613 6.350000 92.136036 90.379312 88.660555 86.982017 85.346071 83.755211 82.212057 97.731821 96.077467 94.462446 92.888810 91.358697 89.874330 88.438012 3.816128 4.835349 5.951821 7.119940 8.142823 8.667373 9.336323 10.121082 50.050175 49.478092 49.031076 48.712570 48.525104 48.470198 48.548303 57.460965 56.963358 56.575515 56.299707 56.137583 56.090130 56.157638 
89.188377 118.769945 43.866791 89.866727 1.270000 0.000000 1.270000 2.540000 5.236344 5.080000 5.236344 5.679613 93.027965 91.253064 89.515050 87.816113 86.158567 84.544844 82.977503 98.573131 96.899852 95.264914 93.670323 92.118176 90.610653 89.150018 2.995139 3.816128 4.835349 5.951821 7.791893 8.142823 8.667373 9.336323 50.381821 49.748748 49.238716 48.855579 48.602337 48.481027 48.492639 57.750068 57.198605 56.755560 56.423489 56.204357 56.099488 56.109523 
90.381550 119.668533 42.970379 89.432582 2.540000 1.270000 0.000000 1.270000 5.679613 5.236344 5.080000 5.236344 93.928597 92.136036 90.379312 88.660555 86.982017 85.346071 83.755211 99.423544 97.731821 96.077467 94.462446 92.888810 91.358697 89.874330 2.569958 2.995139 3.816128 4.835349 7.638549 7.791893 8.142823 8.667373 50.743094 50.050175 49.478092 49.031076 48.712570 48.525104 48.470198 58.065515 57.460965 56.963358 56.575515 56.299707 56.137583 56.090130 
91.576790 120.573802 42.093198 89.014440 3.810000 2.540000 1.270000 0.000000 6.350000 5.679613 5.236344 5.080000 94.837684 93.027965 91.253064 89.515050 87.816113 86.158567 84.544844 100.282830 98.573131 96.899852 95.264914 93.670323 92.118176 90.610653 2.732089 2.569958 2.995139 3.816128 7.694612 7.638549 7.791893 8.142823 51.133365 50.381821 49.748748 49.238716 48.855579 48.602337 48.481027 58.406879 57.750068 57.198605 56.755560 56.423489 56.204357 56.099488 
89.898802 114.302790 48.410984 85.597644 5.080000 5.236344 5.679613 6.350000 0.000000 1.270000 2.540000 3.810000 88.573465 86.744622 84.952361 83.199043 81.487185 79.819452 78.198669 93.969671 92.247873 90.564585 88.921996 87.322402 85.768208 84.261927 3.799064 4.821894 5.940895 7.110809 3.816128 4.835349 5.951821 7.119940 45.148359 44.513323 44.015915 43.660838 43.451583 43.390258 43.477490 52.513785 51.968830 51.543419 51.240532 51.062348 51.010173 51.084395 
91.064959 115.222220 47.566329 85.122787 5.236344 5.080000 5.236344 5.679613 1.270000 0.000000 1.270000 2.540000 89.500904 87.654613 85.843775 84.070680 82.337769 80.647630 79.003010 94.844359 93.104091 91.401281 89.738062 88.116677 86.539475 85.008917 2.973368 3.799064 4.821894 5.940895 2.995139 3.816128 4.835349 5.951821 45.515736 44.813974 44.247096 43.820337 43.537817 43.402354 43.415324 52.829968 52.226579 51.740978 51.376504 51.135749 51.020463 51.031497 
92.233860 116.148259 46.740921 84.664319 5.679613 5.236344 5.080000 5.236344 2.540000 1.270000 0.000000 1.270000 90.436668 88.573465 86.744622 84.952361 83.199043 81.487185 79.819452 95.727903 93.969671 92.247873 90.564585 88.921996 87.322402 85.768208 2.544552 2.973368 3.799064 4.821894 2.569958 2.995139 3.816128 4.835349 45.915312 45.148359 44.513323 44.015915 43.660838 43.451583 43.390258 53.174610 52.513785 51.968830 51.543419 51.240532 51.062348 51.010173 
93.405400 117.080750 45.935799 84.222508 6.350000 5.679613 5.236344 5.080000 3.810000 2.540000 1.270000 0.000000 91.380500 89.500904 87.654613 85.843775 84.070680 82.337769 80.647630 96.620062 94.844359 93.104091 91.401281 89.738062 88.116677 86.539475 2.708204 2.544552 2.973368 3.799064 2.732089 2.569958 2.995139 3.816128 46.346255 45.515736 44.813974 44.247096 43.820337 43.537817 43.402354 53.547163 52.829968 52.226579 51.740978 51.376504 51.135749 51.020463 
98.331737 25.742314 136.893142 98.657330 92.136036 93.027965 93.928597 94.837684 88.573465 89.500904 90.436668 91.380500 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 92.370978 93.299280 94.235554 95.179564 88.963720 89.927201 90.898215 91.876522 54.757640 57.171160 59.595193 62.028508 64.470053 66.918928 69.374356 52.827515 55.325299 57.826761 60.331443 62.838961 65.348987 67.861244 
98.829854 27.583987 135.106410 96.162770 90.379312 91.253064 92.136036 93.027965 86.744622 87.654613 88.573465 89.500904 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 90.539266 91.450890 92.370978 93.299280 87.060350 88.008017 88.963720 89.927201 52.356088 54.757640 57.171160 59.595193 62.028508 64.470053 66.918928 50.333956 52.827515 55.325299 57.826761 60.331443 62.838961 65.348987 
99.390406 29.529463 133.344122 93.670653 88.660555 89.515050 90.379312 91.253064 84.952361 85.843775 86.744622 87.654613 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 88.742453 89.636365 90.539266 91.450890 85.190192 86.120984 87.060350 88.008017 49.968230 52.356088 54.757640 57.171160 59.595193 62.028508 64.470053 47.845284 50.333956 52.827515 55.325299 57.826761 60.331443 62.838961 
