41
# Circuit board instance
Size: large
Nodes: 41
0.000000 140.000000 140.000000 197.989899 148.145901 149.077269 150.013607 150.954822 151.655827 152.565771 153.480828 154.400908 117.550200 120.083297 122.616679 125.150330 127.684233 78.887972 78.970072 79.072488 79.195139 83.960313 84.037458 84.133705 84.248989 133.484236 133.553499 133.634796 133.728105 138.558165 138.624893 138.703217 138.793119 112.643389 113.821467 115.001502 116.183434 114.647507 115.805199 116.965222 118.127507 
140.000000 0.000000 197.989899 140.000000 115.145592 116.341444 117.538852 118.737769 113.527043 114.739765 115.953714 117.168852 24.400363 22.048273 19.742801 17.502378 15.355503 61.401361 61.506807 61.638246 61.795511 56.336038 56.450946 56.594128 56.765369 9.424463 10.359358 11.359484 12.409080 6.836984 8.077136 9.325326 10.578710 142.989843 143.919729 144.854780 145.794897 139.567950 140.520483 141.478002 142.440408 
140.000000 197.989899 0.000000 140.000000 105.872280 105.499593 105.140925 104.796422 110.730401 110.374119 110.031342 109.702198 175.974631 177.676727 179.398638 181.139798 182.899657 156.755959 155.659213 154.565121 153.473739 159.368920 158.290280 157.214499 156.141636 188.565469 187.669475 186.777818 185.890561 192.190686 191.311672 190.437069 189.566940 55.281616 54.472473 53.681182 52.908545 59.258542 58.504427 57.768391 57.051133 
197.989899 140.000000 140.000000 0.000000 50.201983 49.411167 48.640657 47.891434 46.369399 45.512037 44.674329 43.857401 133.208104 132.797393 132.434133 132.118714 131.851480 148.725403 147.568986 146.414452 145.261845 146.706740 145.534284 144.363478 143.194363 133.520467 132.252074 130.983711 129.715381 133.362810 132.092902 130.822997 129.553093 103.988552 103.560669 103.146649 102.746659 99.230724 98.782235 98.348101 97.928513 
148.145901 115.145592 105.872280 50.201983 0.000000 1.270000 2.540000 3.810000 5.080000 5.236344 5.679613 6.350000 100.905202 101.343824 101.843923 102.404599 103.024862 106.243710 105.002260 103.761502 102.521459 105.296117 104.043361 102.791028 101.539135 106.706242 105.496476 104.288142 103.081291 108.351605 107.160415 105.971056 104.783590 58.869269 58.797727 58.753555 58.736817 53.801793 53.723502 53.675155 53.656832 
149.077269 116.341444 105.499593 49.411167 1.270000 0.000000 1.270000 2.540000 5.236344 5.080000 5.236344 5.679613 102.158946 102.592208 103.086251 103.640206 104.253118 107.485827 106.243710 105.002260 103.761502 106.549281 105.296117 104.043361 102.791028 107.917392 106.706242 105.496476 104.288142 109.544565 108.351605 107.160415 105.971056 58.968084 58.869269 58.797727 58.753555 53.909896 53.801793 53.723502 53.675155 
150.013607 117.538852 105.140925 48.640657 2.540000 1.270000 0.000000 1.270000 5.679613 5.236344 5.080000 5.236344 103.413087 103.841116 104.329245 104.876635 105.482363 108.728588 107.485827 106.243710 105.002260 107.802839 106.549281 105.296117 104.043361 109.129881 107.917392 106.706242 105.496476 110.739239 109.544565 108.351605 107.160415 59.094033 58.968084 58.869269 58.797727 54.047634 53.909896 53.801793 53.723502 
150.954822 118.737769 104.796422 47.891434 3.810000 2.540000 1.270000 0.000000 6.350000 5.679613 5.236344 5.080000 104.667610 105.090529 105.572882 106.113857 106.712562 109.971971 108.728588 107.485827 106.243710 109.056778 107.802839 106.549281 105.296117 110.343663 109.129881 107.917392 106.706242 111.935571 110.739239 109.544565 108.351605 59.246944 59.094033 58.968084 58.869269 54.214780 54.047634 53.909896 53.801793 
151.655827 113.527043 110.730401 46.369399 5.080000 5.236344 5.679613 6.350000 0.000000 1.270000 2.540000 3.810000 100.215507 100.528863 100.905202 101.343824 101.843923 107.423426 106.195769 104.969118 103.743511 106.243710 105.002260 103.761502 102.521459 105.280515 104.054174 102.828893 101.604711 106.706242 105.496476 104.288142 103.081291 63.938734 63.872869 63.832210 63.816804 58.869269 58.797727 58.753555 58.736817 
152.565771 114.739765 110.374119 45.512037 5.236344 5.080000 5.236344 5.679613 1.270000 0.000000 1.270000 2.540000 101.477772 101.787242 102.158946 102.592208 103.086251 108.652057 107.423426 106.195769 104.969118 107.485827 106.243710 105.002260 103.761502 106.507879 105.280515 104.054174 102.828893 107.917392 106.706242 105.496476 104.288142 64.029725 63.938734 63.872869 63.832210 58.968084 58.869269 58.797727 58.753555 
153.480828 115.953714 110.031342 44.674329 5.679613 5.236344 5.080000 5.236344 2.540000 1.270000 0.000000 1.270000 102.740229 103.045907 103.413087 103.841116 104.329245 109.881629 108.652057 107.423426 106.195769 108.728588 107.485827 106.243710 105.002260 107.736231 106.507879 105.280515 104.054174 109.129881 107.917392 106.706242 105.496476 64.145736 64.029725 63.938734 63.872869 59.094033 58.968084 58.869269 58.797727 
