68
# Circuit board instance
Size: large
Nodes: 68
0.000000 140.000000 140.000000 197.989899 103.104930 105.070552 107.060350 109.073000 111.107261 113.161966 115.236023 108.135537 110.011312 111.913299 113.840183 115.790721 117.763740 119.758126 150.166703 151.816606 153.490808 155.188522 156.908987 158.651461 160.415227 156.069169 157.657314 159.270132 160.906881 162.566838 164.249301 165.953583 72.148754 73.605437 75.119778 76.688364 78.307933 79.975388 81.687798 78.569837 79.909555 81.306566 82.757971 84.260957 85.812816 87.410943 162.165185 163.711065 165.281521 166.875861 168.493406 170.133495 171.795482 168.302911 169.792918 171.307629 172.846392 174.408573 175.993547 177.600703 124.444377 125.649961 126.856803 128.064866 126.141533 127.331050 128.522107 129.714662 
140.000000 0.000000 197.989899 140.000000 108.505052 110.374547 112.270380 114.191239 116.135882 118.103134 120.091884 103.452472 105.411614 107.395093 109.401585 111.429847 113.478712 115.547083 100.036583 102.496638 104.960503 107.427913 109.898631 112.372439 114.849136 98.393418 100.893546 103.395618 105.899496 108.405055 110.912181 113.420769 89.953153 91.125667 92.353170 93.633499 94.964516 96.344121 97.770257 83.221069 84.487063 85.809584 87.186058 88.613971 90.090878 91.614409 98.481379 101.006670 103.532681 106.059360 108.586660 111.114539 113.642959 97.945416 100.484177 103.022999 105.561878 108.100810 110.639791 113.178817 155.168275 156.136810 157.109641 158.086687 151.921285 152.910388 153.903615 154.900885 
140.000000 197.989899 0.000000 140.000000 89.622569 87.921552 86.261793 84.645719 83.075879 81.554944 80.085699 95.367042 93.770289 92.215859 90.705929 89.242756 87.828678 86.466103 122.651639 121.780407 120.956248 120.180129 119.452986 118.775720 118.149189 129.811292 128.988428 128.210611 127.478665 126.793386 126.155533 125.565830 116.010766 113.840307 111.685435 109.547069 107.426196 105.323872 103.241230 120.109427 118.014373 115.937108 113.878606 111.839904 109.822104 107.826380 135.965263 135.200289 134.478945 133.801937 133.169942 132.583602 132.043526 143.230147 142.504177 141.819988 141.178188 140.579357 140.024048 139.512778 45.021011 44.416228 43.839902 43.293170 49.519439 48.970244 48.448121 47.953957 
197.989899 140.000000 140.000000 0.000000 95.785826 94.196172 92.648888 91.146132 89.690140 88.283229 86.927780 90.022177 88.328855 86.676896 85.068708 83.506821 81.993880 80.532644 50.007036 47.830395 45.691278 43.595210 41.548706 39.559459 37.636549 46.633148 44.291009 41.971892 39.679833 37.419805 35.197977 33.022063 127.846098 125.879873 123.934512 122.011013 120.110426 118.233857 116.382466 123.202279 121.160716 119.138323 117.136091 115.155074 113.196385 111.261202 43.446375 40.989667 38.543759 36.110845 33.693740 31.296106 28.922787 42.217412 39.684697 37.152978 34.622471 32.093465 29.566343 27.041634 103.042138 102.779336 102.531594 102.299019 98.084482 97.808361 97.547994 97.303508 
103.104930 108.505052 89.622569 95.785826 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 51.924891 52.836489 53.852558 54.967305 56.174856 57.469362 58.845083 59.153510 59.955300 60.852620 61.841313 62.917071 64.075509 65.312228 39.252262 36.746631 34.246064 31.751757 29.265312 26.788917 24.325643 38.780321 36.242076 33.704096 31.166445 28.629211 26.092515 23.556530 66.041335 66.801800 67.649141 68.580137 69.591432 70.679578 71.841083 73.383764 74.068883 74.833984 75.676642 76.594297 77.584288 78.643882 47.034105 48.086854 49.149871 50.222504 44.359383 45.474096 46.596756 47.726803 
105.070552 110.374547 87.921552 94.196172 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 51.123354 51.924891 52.836489 53.852558 54.967305 56.174856 57.469362 58.451182 59.153510 59.955300 60.852620 61.841313 62.917071 64.075509 41.762046 39.252262 36.746631 34.246064 31.751757 29.265312 26.788917 41.318781 38.780321 36.242076 33.704096 31.166445 28.629211 26.092515 65.370777 66.041335 66.801800 67.649141 68.580137 69.591432 70.679578 72.780887 73.383764 74.068883 74.833984 75.676642 76.594297 77.584288 44.962289 45.992329 47.034105 48.086854 42.156319 43.253233 44.359383 45.474096 
107.060350 112.270380 86.261793 92.648888 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 50.437124 51.123354 51.924891 52.836489 53.852558 54.967305 56.174856 57.851939 58.451182 59.153510 59.955300 60.852620 61.841313 62.917071 44.275276 41.762046 39.252262 36.746631 34.246064 31.751757 29.265312 43.857420 41.318781 38.780321 36.242076 33.704096 31.166445 28.629211 64.792919 65.370777 66.041335 66.801800 67.649141 68.580137 69.591432 72.262309 72.780887 73.383764 74.068883 74.833984 75.676642 76.594297 42.940785 43.944810 44.962289 45.992329 39.993235 41.069382 42.156319 43.253233 
109.073000 114.191239 84.645719 91.146132 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 49.870962 50.437124 51.123354 51.924891 52.836489 53.852558 54.967305 57.359012 57.851939 58.451182 59.153510 59.955300 60.852620 61.841313 46.791397 44.275276 41.762046 39.252262 36.746631 34.246064 31.751757 46.396208 43.857420 41.318781 38.780321 36.242076 33.704096 31.166445 64.310259 64.792919 65.370777 66.041335 66.801800 67.649141 68.580137 71.829857 72.262309 72.780887 73.383764 74.068883 74.833984 75.676642 40.977040 41.951180 42.940785 43.944810 37.876981 38.928773 39.993235 41.069382 
111.107261 116.135882 83.075879 89.690140 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 49.428994 49.870962 50.437124 51.123354 51.924891 52.836489 53.852558 56.975159 57.359012 57.851939 58.451182 59.153510 59.955300 60.852620 49.309967 46.791397 44.275276 41.762046 39.252262 36.746631 34.246064 48.935121 46.396208 43.857420 41.318781 38.780321 36.242076 33.704096 63.924953 64.310259 64.792919 65.370777 66.041335 66.801800 67.649141 71.485093 71.829857 72.262309 72.780887 73.383764 74.068883 74.833984 39.079763 40.019495 40.977040 41.951180 35.815858 36.838944 37.876981 38.928773 
113.161966 118.103134 81.554944 88.283229 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 49.114572 49.428994 49.870962 50.437124 51.123354 51.924891 52.836489 56.702597 56.975159 57.359012 57.851939 58.451182 59.153510 59.955300 51.830628 49.309967 46.791397 44.275276 41.762046 39.252262 36.746631 51.474142 48.935121 46.396208 43.857420 41.318781 38.780321 36.242076 63.638770 63.924953 64.310259 64.792919 65.370777 66.041335 66.801800 71.229292 71.485093 71.829857 72.262309 72.780887 73.383764 74.068883 37.259107 38.159161 39.079763 40.019495 33.819948 34.809041 35.815858 36.838944 
