38
# Circuit board instance
Size: large
Nodes: 38
0.000000 140.000000 140.000000 197.989899 114.091332 114.619463 115.159179 115.710317 118.740251 119.247795 119.766655 120.296685 139.823021 140.675489 141.568402 142.500999 143.472506 120.163091 122.375483 124.600372 126.837098 129.085048 19.451368 20.137061 20.877561 21.667250 23.944778 24.505059 25.117111 25.777246 91.453303 91.606441 91.776899 91.964582 96.502067 96.647205 96.808789 96.986734 
140.000000 0.000000 197.989899 140.000000 59.141296 60.153821 61.175953 62.207220 56.193488 57.258164 58.331059 59.411727 162.254310 160.792964 159.358703 157.952267 156.574404 69.418417 68.149154 66.952228 65.831585 64.791185 123.756338 123.865963 123.988500 124.123911 118.693841 118.808137 118.935885 119.077042 50.229006 50.507291 50.815802 51.153990 45.271352 45.579916 45.921542 46.295497 
140.000000 197.989899 0.000000 140.000000 139.568178 138.724424 137.887203 137.056637 143.393485 142.572371 141.757878 140.950122 46.474837 48.979857 51.488304 53.999702 56.513656 131.755870 133.776679 135.814924 137.869831 139.940667 131.010440 129.750841 128.491448 127.232265 131.752541 130.500105 129.248013 127.996273 158.275731 157.237528 156.202751 155.171468 161.245618 160.226660 159.211312 158.199642 
197.989899 140.000000 140.000000 0.000000 99.800487 98.617070 97.435834 96.256857 98.082376 96.877973 95.675268 94.474323 94.529860 91.998969 89.468594 86.938781 84.409580 87.973618 86.975560 86.040930 85.171817 84.370247 179.167549 178.248580 177.333944 176.423708 175.708871 174.771717 173.838788 172.910154 138.601780 137.415016 136.229754 135.046033 136.883146 135.681351 134.480810 133.281557 
114.091332 59.141296 139.568178 99.800487 0.000000 1.270000 2.540000 3.810000 5.080000 5.236344 5.679613 6.350000 103.170232 101.759069 100.392345 99.071897 97.799601 12.655166 12.978416 13.770569 14.957307 16.453471 94.806409 94.319798 93.847852 93.390792 90.147896 89.635999 89.139257 88.657927 38.809170 37.616601 36.429267 35.247697 37.396326 36.157188 34.920267 33.685809 
114.619463 60.153821 138.724424 98.617070 1.270000 0.000000 1.270000 2.540000 5.236344 5.080000 5.236344 5.679613 102.124085 100.698263 99.316942 97.982003 96.695367 11.385741 11.743984 12.613898 13.899745 15.498341 95.307460 94.806409 94.319798 93.847852 90.674692 90.147896 89.635999 89.139257 40.006505 38.809170 37.616601 36.429267 38.637468 37.396326 36.157188 34.920267 
115.159179 61.175953 137.887203 97.435834 2.540000 1.270000 0.000000 1.270000 5.679613 5.236344 5.080000 5.236344 101.083067 99.642350 98.246184 96.896494 95.595250 10.116460 10.518024 11.481206 12.880628 14.591307 95.822724 95.307460 94.806409 94.319798 91.216130 90.674692 90.147896 89.635999 41.208191 40.006505 38.809170 37.616601 39.880428 38.637468 37.396326 36.157188 
115.710317 62.207220 137.056637 96.256857 3.810000 2.540000 1.270000 0.000000 6.350000 5.679613 5.236344 5.080000 100.047339 98.591489 97.180226 95.815522 94.499393 8.847385 9.303886 10.380345 11.909830 13.741896 96.351973 95.822724 95.307460 94.806409 91.771949 91.216130 90.674692 90.147896 42.413858 41.208191 40.006505 38.809170 41.125040 39.880428 38.637468 37.396326 
118.740251 56.193488 143.393485 98.082376 5.080000 5.236344 5.679613 6.350000 0.000000 1.270000 2.540000 3.810000 106.118722 104.624033 103.170232 101.759069 100.392345 13.501507 12.836290 12.655166 12.978416 13.770569 99.506181 99.042664 98.593327 98.158366 94.806409 94.319798 93.847852 93.390792 40.809691 39.677298 38.553479 37.439009 38.809170 37.616601 36.429267 35.247697 
119.247795 57.258164 142.572371 96.877973 5.236344 5.080000 5.236344 5.679613 1.270000 0.000000 1.270000 2.540000 105.101928 103.592569 102.124085 100.698263 99.316942 12.319600 11.586726 11.385741 11.743984 12.613898 99.983682 99.506181 99.042664 98.593327 95.307460 94.806409 94.319798 93.847852 41.949966 40.809691 39.677298 38.553479 40.006505 38.809170 37.616601 36.429267 
119.766655 58.331059 141.757878 95.675268 5.679613 5.236344 5.080000 5.236344 2.540000 1.270000 0.000000 1.270000 104.090696 102.566457 101.083067 99.642350 98.246184 11.157070 10.342141 10.116460 10.518024 11.481206 100.474968 99.983682 99.506181 99.042664 95.822724 95.307460 94.806409 94.319798 43.097497 41.949966 40.809691 39.677298 41.208191 40.006505 38.809170 37.616601 
120.296685 59.411727 140.950122 94.474323 6.350000 5.679613 5.236344 5.080000 3.810000 2.540000 1.270000 0.000000 103.085191 101.545861 100.047339 98.591489 97.180226 10.020663 9.104579 8.847385 9.303886 10.380345 100.979837 100.474968 99.983682 99.506181 96.351973 95.822724 95.307460 94.806409 44.251719 43.097497 41.949966 40.809691 42.413858 41.208191 40.006505 38.809170 
139.823021 162.254310 46.474837 94.529860 103.170232 102.124085 101.083067 100.047339 106.118722 105.101928 104.090696 103.085191 0.000000 2.540000 5.080000 7.620000 10.160000 93.225477 94.841529 96.497384 98.191026 99.920535 125.488941 124.254025 123.019822 121.786356 124.407164 123.161401 121.916138 120.671391 129.780855 128.590616 127.401917 126.214802 131.630863 130.457504 129.285971 128.116314 
140.675489 160.792964 48.979857 91.998969 101.759069 100.698263 99.642350 98.591489 104.624033 103.592569 102.566457 101.545861 2.540000 0.000000 2.540000 5.080000 7.620000 91.651331 93.225477 94.841529 96.497384 98.191026 126.103113 124.874270 123.646259 122.419105 124.923404 123.682841 122.442881 121.203544 128.920977 127.722725 126.525873 125.330460 130.684451 129.502517 128.322265 127.143744 
141.568402 159.358703 51.488304 89.468594 100.392345 99.316942 98.246184 97.180226 103.170232 102.124085 101.083067 100.047339 5.080000 2.540000 0.000000 2.540000 5.080000 90.121289 91.651331 93.225477 94.841529 96.497384 126.765212 125.542851 124.321444 123.101020 125.488941 124.254025 123.019822 121.786356 128.105697 126.899746 125.695058 124.491668 129.780855 128.590616 127.401917 126.214802 
142.500999 157.952267 53.999702 86.938781 99.071897 97.982003 96.896494 95.815522 101.759069 100.698263 99.642350 98.591489 7.620000 5.080000 2.540000 0.000000 2.540000 88.637634 90.121289 91.651331 93.225477 94.841529 127.474492 126.258998 125.044586 123.831290 126.103113 124.874270 123.646259 122.419105 127.335870 126.122559 124.910376 123.699352 128.920977 127.722725 126.525873 125.330460 
143.472506 156.574404 56.513656 84.409580 97.799601 96.695367 95.595250 94.499393 100.392345 99.316942 98.246184 97.180226 10.160000 7.620000 5.080000 2.540000 0.000000 87.202734 88.637634 90.121289 91.651331 93.225477 128.230170 127.021907 125.814859 124.609063 126.765212 125.542851 124.321444 123.101020 126.612327 125.392015 124.172700 122.954411 128.105697 126.899746 125.695058 124.491668 
120.163091 69.418417 131.755870 87.973618 12.655166 11.385741 10.116460 8.847385 13.501507 12.319600 11.157070 10.020663 93.225477 91.651331 90.121289 88.637634 87.202734 0.000000 2.540000 5.080000 7.620000 10.160000 100.718634 100.100356 99.494448 98.901137 96.327370 95.680721 95.046642 94.425388 50.987260 49.763708 48.542543 47.323948 49.883517 48.632204 47.381886 46.132642 
122.375483 68.149154 133.776679 86.975560 12.978416 11.743984 10.518024 9.303886 12.836290 11.586726 10.342141 9.104579 94.841529 93.225477 91.651331 90.121289 88.637634 2.540000 0.000000 2.540000 5.080000 7.620000 102.938033 102.333165 101.740555 101.160418 98.514726 97.882528 97.262805 96.655796 51.717726 50.511872 49.309238 48.110067 50.374412 49.135602 47.898426 46.663013 
124.600372 66.952228 135.814924 86.040930 13.770569 12.613898 11.481206 10.380345 12.655166 11.385741 10.116460 8.847385 96.497384 94.841529 93.225477 91.651331 90.121289 5.080000 2.540000 0.000000 2.540000 5.080000 105.171941 104.579994 104.000188 103.432726 100.718634 100.100356 99.494448 98.901137 52.560906 51.374847 50.192895 49.015347 50.987260 49.763708 48.542543 47.323948 
