59
# Circuit board instance
Size: large
Nodes: 59
0.000000 140.000000 140.000000 197.989899 37.873182 40.244388 42.635042 45.042047 47.462916 81.725482 84.227485 86.731696 89.237931 91.746022 94.255823 96.767199 83.396688 85.849999 88.308211 90.770928 93.237791 95.708480 98.182707 133.391834 134.008885 134.671024 135.377587 136.127884 136.921195 137.756777 140.811610 141.396286 142.023987 142.694146 143.406168 144.159432 144.953296 36.727592 36.878786 37.072895 37.309248 41.784307 41.917265 42.088143 42.296480 121.754420 122.254604 122.805296 123.405820 124.055453 124.753428 125.498937 129.247999 129.719292 130.238424 130.804828 131.417891 132.076963 132.781360 
140.000000 0.000000 197.989899 140.000000 105.736912 103.219802 100.703840 98.189117 95.675729 149.250965 150.635538 152.049936 153.493336 154.964927 156.463913 157.989515 142.892280 144.337862 145.813361 147.317879 148.850535 150.410469 151.996842 32.869384 35.290175 37.726645 40.175940 42.635851 45.104641 47.580928 31.326102 33.857418 36.389944 38.923444 41.457739 43.992692 46.528196 103.531795 103.585527 103.654793 103.739561 98.455293 98.511795 98.584625 98.673749 30.554900 32.490788 34.505129 36.584965 38.719745 40.900867 43.121297 26.094221 28.336510 30.625322 32.950966 35.306163 37.685373 40.084321 
140.000000 197.989899 0.000000 140.000000 130.828821 131.534837 132.285862 133.081135 133.919868 61.227470 58.760683 56.300406 53.847534 51.403124 48.968446 46.545026 63.440966 61.063663 58.699990 56.351663 54.020684 51.709398 49.420568 169.276372 167.655272 166.057199 164.482825 162.932837 161.407938 159.908844 175.182814 173.616872 172.074175 170.555352 169.061047 167.591917 166.148628 141.067052 139.840774 138.615283 137.390601 142.467279 141.253157 140.040027 138.827913 167.489124 165.721019 163.973195 162.246308 160.541034 158.858068 157.198127 173.013043 171.301963 169.611660 167.942761 166.295911 164.671771 163.071020 
197.989899 140.000000 140.000000 0.000000 163.896605 162.284103 160.695569 159.131723 157.593298 139.088458 138.020338 136.990992 136.001297 135.052128 134.144343 133.278789 132.242021 131.118141 130.034168 128.991108 127.989962 127.031720 126.117360 109.277194 106.748795 104.220960 101.693731 99.167154 96.641282 94.116170 108.822945 106.283740 103.744574 101.205450 98.666371 96.127341 93.588363 171.084277 170.074568 169.068369 168.065742 168.060829 167.032844 166.008209 164.986988 119.004495 116.502873 114.002947 111.504833 109.008654 106.514548 104.022662 117.938019 115.413283 112.889231 110.365910 107.843373 105.321676 102.800879 
37.873182 105.736912 130.828821 163.896605 0.000000 2.540000 5.080000 7.620000 10.160000 69.678685 72.105801 74.540440 76.981888 79.429516 81.882772 84.341163 67.784427 70.276995 72.772842 75.271644 77.773115 80.277006 82.783097 96.051682 96.539310 97.090959 97.705545 98.381888 99.118724 99.914714 103.557280 104.009725 104.521954 105.093092 105.722185 106.408205 107.150057 10.334738 9.077005 7.823236 6.575700 12.093662 11.038200 10.032590 9.093386 84.869406 85.169116 85.543226 85.990767 86.510599 87.101427 87.761818 92.452036 92.727240 93.070975 93.482484 93.960878 94.505140 95.114139 
40.244388 103.219802 131.534837 162.284103 2.540000 0.000000 2.540000 5.080000 7.620000 70.482071 72.882438 75.291968 77.709808 80.135207 82.567497 85.006088 68.327317 70.800774 73.278785 75.760901 78.246732 80.735936 83.228209 93.553926 94.054505 94.620642 95.251168 95.944814 96.700222 97.515956 101.053511 101.517116 102.041858 102.626800 103.270917 103.973112 104.732214 10.316816 9.056595 7.799546 6.547497 10.958108 9.780866 8.629968 7.517523 82.343396 82.652266 83.037716 83.498688 84.033937 84.642055 85.321483 89.923791 90.206708 90.560011 90.982878 91.474345 92.033313 92.658560 
42.635042 100.703840 132.285862 160.695569 5.080000 2.540000 0.000000 2.540000 5.080000 71.366861 73.738432 76.120871 78.513189 80.914509 83.324054 85.741131 68.959547 71.411109 73.868648 76.331586 78.799416 81.271694 83.748025 91.058508 91.572728 92.154113 92.801399 93.513219 94.288110 95.124531 98.551597 99.026916 99.564783 100.164191 100.824042 101.543159 102.320290 10.907327 9.723939 8.565395 7.443306 10.334738 9.077005 7.823236 6.575700 79.818275 80.136877 80.534367 81.009585 81.561171 82.187587 82.887137 87.396227 87.687300 88.050712 88.485572 88.990832 89.565300 90.207656 
45.042047 98.189117 133.081135 159.131723 7.620000 5.080000 2.540000 0.000000 2.540000 72.330067 74.671052 77.024649 79.389738 81.765320 84.150506 86.544504 69.678685 72.105801 74.540440 76.981888 79.429516 81.882772 84.341163 88.565624 89.094234 89.691686 90.356614 91.087540 91.882890 92.741007 96.051682 96.539310 97.090959 97.705545 98.381888 99.118724 99.914714 12.016908 10.954053 9.939933 8.991056 10.316816 9.056595 7.799546 6.547497 77.294127 77.623091 78.033387 78.523742 79.092666 79.738477 80.459323 84.869406 85.169116 85.543226 85.990767 86.510599 87.101427 87.761818 
47.462916 95.675729 133.919868 157.593298 10.160000 7.620000 5.080000 2.540000 0.000000 73.368600 75.677466 78.000702 80.337061 82.685430 85.044815 87.414324 70.482071 72.882438 75.291968 77.709808 80.135207 82.567497 85.006088 86.075495 86.619303 87.233707 87.917227 88.668264 89.485120 90.366008 93.553926 94.054505 94.620642 95.251168 95.944814 96.700222 97.515956 13.518341 12.582955 11.710754 10.916893 10.907327 9.723939 8.565395 7.443306 74.771054 75.111069 75.535011 76.041478 76.628834 77.295233 78.038652 82.343396 82.652266 83.037716 83.498688 84.033937 84.642055 85.321483 
81.725482 149.250965 61.227470 139.088458 69.678685 70.482071 71.366861 72.330067 73.368600 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 125.464624 124.489392 123.558686 122.673519 121.834883 121.043746 120.301045 132.506647 131.583618 130.703438 129.866978 129.075088 128.328594 127.628293 79.876984 78.657993 77.440641 76.225008 81.437619 80.242339 79.049390 77.858879 120.087501 118.887737 117.730555 116.617221 115.549003 114.527163 113.552954 126.822812 125.687358 124.593344 123.541871 122.534035 121.570921 120.653600 
