46
# Circuit board instance
Size: large
Nodes: 46
0.000000 65.000000 65.000000 91.923882 5.982646 7.475600 9.427637 11.609447 13.913354 16.287626 18.705488 13.241307 13.979441 15.113587 16.562591 18.251618 20.120311 22.123188 28.526142 30.913842 33.324071 35.752272 38.195018 40.649687 43.114242 32.033482 34.177022 36.371649 38.608654 40.881078 43.183333 45.510890 26.275437 28.467828 30.713825 33.002485 35.325518 37.676566 40.050696 30.965703 32.846513 34.811136 36.846170 38.940576 41.085275 43.272791 
65.000000 0.000000 91.923882 65.000000 59.714226 59.882229 60.157103 60.537393 61.021129 61.605872 62.288779 52.103061 52.295521 52.610049 53.044474 53.595880 54.260701 55.034827 61.009855 62.162105 63.395231 64.704610 66.085710 67.534130 69.045634 54.258692 55.551152 56.927661 58.382273 59.909300 61.503349 63.159344 55.861859 56.925969 58.081733 59.323796 60.646855 62.045728 63.515408 48.973702 50.184083 51.491397 52.888458 54.368347 55.924490 57.550701 
65.000000 91.923882 0.000000 65.000000 62.543688 60.013378 57.483921 54.955438 52.428068 49.901980 47.377380 63.649455 61.164905 58.685104 56.210678 53.742371 51.281067 48.827823 39.647265 37.197184 34.760013 32.338673 29.937004 27.560150 25.215129 42.241080 39.950390 37.691667 35.471016 33.296057 31.176355 29.123975 44.823611 42.414322 40.021201 37.647332 35.296597 32.973947 30.685759 47.724546 45.469231 43.245494 41.058468 38.914342 36.820611 34.786377 
91.923882 65.000000 65.000000 0.000000 86.265345 84.448814 82.670418 80.932669 79.238242 77.589976 75.990874 81.182817 79.249873 77.352040 75.491967 73.672513 71.896763 70.168035 66.935546 65.514061 64.161672 62.882839 61.682136 60.564210 59.533725 60.845464 59.278119 57.779957 56.356496 55.013536 53.757109 52.593418 66.628109 65.031711 63.496813 62.027980 60.630014 59.307925 58.066897 60.968689 59.219926 57.530179 55.904799 54.349561 52.870655 51.474661 
5.982646 59.714226 62.543688 86.265345 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 24.454654 26.950213 29.453372 31.962344 34.475860 36.992995 39.513056 26.999213 29.278686 31.597920 33.948768 36.325093 38.722204 41.136468 21.412751 23.767280 26.156538 28.571814 31.007028 33.457829 35.921024 25.406817 27.420504 29.515503 31.675684 33.888586 36.144525 38.435926 
7.475600 59.882229 60.013378 84.448814 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 21.969283 24.454654 26.950213 29.453372 31.962344 34.475860 36.992995 24.770483 26.999213 29.278686 31.597920 33.948768 36.325093 38.722204 19.105796 21.412751 23.767280 26.156538 28.571814 31.007028 33.457829 23.495358 25.406817 27.420504 29.515503 31.675684 33.888586 36.144525 
9.427637 60.157103 57.483921 82.670418 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 19.497996 21.969283 24.454654 26.950213 29.453372 31.962344 34.475860 22.607505 24.770483 26.999213 29.278686 31.597920 33.948768 36.325093 16.865947 19.105796 21.412751 23.767280 26.156538 28.571814 31.007028 21.713143 23.495358 25.406817 27.420504 29.515503 31.675684 33.888586 
11.609447 60.537393 54.955438 80.932669 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 17.046922 19.497996 21.969283 24.454654 26.950213 29.453372 31.962344 20.531074 22.607505 24.770483 26.999213 29.278686 31.597920 33.948768 14.723861 16.865947 19.105796 21.412751 23.767280 26.156538 28.571814 20.094589 21.713143 23.495358 25.406817 27.420504 29.515503 31.675684 
13.913354 61.021129 52.428068 79.238242 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 14.626224 17.046922 19.497996 21.969283 24.454654 26.950213 29.453372 18.570242 20.531074 22.607505 24.770483 26.999213 29.278686 31.597920 12.728991 14.723861 16.865947 19.105796 21.412751 23.767280 26.156538 18.682281 20.094589 21.713143 23.495358 25.406817 27.420504 29.515503 
16.287626 61.605872 49.901980 77.589976 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 12.253919 14.626224 17.046922 19.497996 21.969283 24.454654 26.950213 16.765618 18.570242 20.531074 22.607505 24.770483 26.999213 29.278686 10.962004 12.728991 14.723861 16.865947 19.105796 21.412751 23.767280 17.526151 18.682281 20.094589 21.713143 23.495358 25.406817 27.420504 
