41
# Circuit board instance
Size: large
Nodes: 41
0.000000 140.000000 140.000000 197.989899 48.215080 50.048675 51.941785 53.888138 55.882170 62.485197 63.244286 64.019570 64.810468 66.650128 67.362300 68.090712 68.834850 129.275259 129.560091 129.893975 130.276536 130.707345 124.759732 124.880205 125.052165 125.275398 125.549631 125.874531 126.249707 132.374741 132.488291 132.650388 132.860855 133.119463 133.425931 133.779932 60.360201 61.267241 62.264750 63.348453 64.514007 
140.000000 0.000000 197.989899 140.000000 111.127563 108.712056 106.302354 103.898858 101.502011 96.918758 97.409884 97.915020 98.433950 92.242536 92.758424 93.288750 93.833269 180.566151 178.792224 177.036965 175.300935 173.584712 16.016894 16.929733 18.154725 19.633528 21.313376 23.150546 25.110531 9.001241 10.540271 12.412715 14.489889 16.695552 18.984974 21.331203 132.356593 130.066862 127.786591 125.516295 123.256525 
140.000000 197.989899 0.000000 140.000000 111.390956 112.196796 113.053970 113.961320 114.917658 114.722591 113.583065 112.446335 111.312487 117.043208 115.926495 114.812969 113.702724 17.476811 19.472121 21.582197 23.776505 26.033754 184.018788 182.158693 180.315190 178.488793 176.680032 174.889455 173.117626 189.264355 187.456317 185.665423 183.892171 182.137078 180.400673 178.683502 85.683769 86.325138 87.035933 87.814469 88.658963 
197.989899 140.000000 140.000000 0.000000 149.775119 147.991764 146.230782 144.492989 142.779233 136.565437 135.609581 134.658917 133.713558 133.287502 132.307967 131.333407 130.363934 127.269325 124.739752 122.210611 119.681930 117.153739 136.214774 133.691210 131.168281 128.646023 126.124477 123.603688 121.083701 135.568972 133.033158 130.497507 127.962028 125.426733 122.891631 120.356736 145.659267 143.581834 141.519495 139.472918 137.442808 
48.215080 111.127563 111.390956 149.775119 0.000000 2.540000 5.080000 7.620000 10.160000 16.465929 16.740255 17.104715 17.553695 21.482965 21.693942 21.976402 22.327633 96.899738 96.382361 95.929468 95.541977 95.220687 95.113141 94.360604 93.670917 93.045479 92.485592 91.992453 91.567142 102.388564 101.689881 101.050231 100.470740 99.952454 99.496331 99.103228 26.628468 25.410076 24.396143 23.613023 23.084218 
50.048675 108.712056 112.196796 147.991764 2.540000 0.000000 2.540000 5.080000 7.620000 13.974481 14.296694 14.721773 15.241113 18.970258 19.208853 19.527293 19.921749 97.480574 96.899738 96.382361 95.929468 95.541977 92.700305 91.928018 91.219941 90.577580 90.002342 89.495522 89.058286 99.957718 99.241923 98.586391 97.992331 97.460866 96.993026 96.589736 28.024665 26.628468 25.410076 24.396143 23.613023 
51.941785 106.302354 113.053970 146.230782 5.080000 2.540000 0.000000 2.540000 5.080000 11.504288 11.893610 12.401335 13.013609 16.465929 16.740255 17.104715 17.553695 98.123741 97.480574 96.899738 96.382361 95.929468 90.294445 89.501401 88.773971 88.113780 87.522350 87.001084 86.551248 97.532435 96.798708 96.126516 95.517158 94.971843 94.491681 94.077668 29.573495 28.024665 26.628468 25.410076 24.396143 
53.888138 103.898858 113.961320 144.492989 7.620000 5.080000 2.540000 0.000000 2.540000 9.072725 9.561573 10.186207 10.923357 13.974481 14.296694 14.721773 15.241113 98.828022 98.123741 97.480574 96.899738 96.382361 87.896132 87.081250 86.333430 85.654431 85.045900 84.509360 84.046189 95.113141 94.360604 93.670917 93.045479 92.485592 91.992453 91.567142 31.252272 29.573495 28.024665 26.628468 25.410076 
55.882170 101.502011 114.917658 142.779233 10.160000 7.620000 5.080000 2.540000 0.000000 6.721849 7.368350 8.162580 9.065795 11.504288 11.893610 12.401335 13.013609 99.592121 98.828022 98.123741 97.480574 96.899738 85.506003 84.668120 83.898795 83.199929 82.573311 82.020598 81.543292 92.700305 91.928018 91.219941 90.577580 90.002342 89.495522 89.058286 33.041196 31.252272 29.573495 28.024665 26.628468 
62.485197 96.918758 114.722591 136.565437 16.465929 13.974481 11.504288 9.072725 6.721849 0.000000 1.270000 2.540000 3.810000 5.080000 5.236344 5.679613 6.350000 98.899756 97.973822 97.105514 96.296392 95.547960 80.991001 80.012270 79.103019 78.265670 77.502553 76.815882 76.207721 88.031663 87.132054 86.297851 85.530969 84.833232 84.206361 83.651947 35.932062 33.844016 31.821769 29.878684 28.031228 
