47
# Circuit board instance
Size: large
Nodes: 47
0.000000 140.000000 140.000000 197.989899 135.650922 136.260160 136.878471 137.505730 140.139072 140.728881 141.327642 141.935241 79.031023 81.372998 83.726522 86.090645 88.464519 118.042837 119.276401 120.510722 121.745777 119.359205 120.579303 121.800421 123.022529 135.966540 137.185038 138.404462 139.624787 137.491289 138.696392 139.902643 141.110012 88.587503 90.830333 93.088433 95.360718 97.646197 99.943966 102.253196 92.452395 94.603642 96.773736 98.961438 101.165604 103.385183 105.619201 
140.000000 0.000000 197.989899 140.000000 67.824338 69.034770 70.247305 71.461836 66.449436 67.684460 68.920756 70.158255 74.133019 71.834302 69.552372 67.288938 65.045931 160.102701 161.014357 161.930842 162.852073 156.598158 157.530098 158.466734 159.407986 165.248995 166.253015 167.260651 168.271838 162.178250 163.201162 164.227524 165.257272 125.136614 126.734273 128.362311 130.019587 131.704997 133.417476 135.155993 119.269744 120.944928 122.649837 124.383249 126.143989 127.930928 129.742985 
140.000000 197.989899 0.000000 140.000000 141.129002 140.454454 139.788190 139.130328 145.448210 144.793786 144.147580 143.509703 130.973492 132.399842 133.859193 135.350480 136.872657 37.952914 37.115659 36.303532 35.518257 41.868032 41.110590 40.378891 39.674362 39.677152 39.389224 39.140405 38.931446 44.623209 44.367391 44.146639 43.961482 74.990748 72.902785 70.844358 68.818116 66.826989 64.874209 62.963345 79.519255 77.553309 75.621575 73.726744 71.871734 70.059708 68.294087 
197.989899 140.000000 140.000000 0.000000 78.207182 76.983257 75.760849 74.540033 77.017855 75.774722 74.532496 73.291222 128.077546 126.760878 125.481814 124.241516 123.041157 114.626293 114.351806 114.090796 113.843357 109.678144 109.391242 109.118368 108.859626 101.953944 101.842237 101.746261 101.666060 96.897684 96.780141 96.679140 96.594732 115.909615 114.569815 113.271133 112.014997 110.802856 109.636169 108.516401 109.549707 108.131134 106.754153 105.420393 104.131516 102.889208 101.695176 
135.650922 67.824338 141.129002 78.207182 0.000000 1.270000 2.540000 3.810000 5.080000 5.236344 5.679613 6.350000 57.424821 55.383050 53.384058 51.432832 49.535018 103.910598 104.528059 105.157234 105.797912 99.488394 100.133128 100.789741 101.458003 104.206697 105.013449 105.829292 106.654018 100.319538 101.157296 102.003986 102.859388 78.334758 78.807656 79.359072 79.987380 80.690786 81.467343 82.314983 70.838291 71.360885 71.969378 72.661614 73.435224 74.287665 75.216259 
136.260160 69.034770 140.454454 76.983257 1.270000 0.000000 1.270000 2.540000 5.236344 5.080000 5.236344 5.679613 58.175778 56.161316 54.191039 52.269947 50.403662 103.305060 103.910598 104.528059 105.157234 98.855771 99.488394 100.133128 100.789741 103.409248 104.206697 105.013449 105.829292 99.490938 100.319538 101.157296 102.003986 78.128208 78.561299 79.073646 79.663723 80.329814 81.070047 81.882412 70.609816 71.088725 71.654523 72.305172 73.038402 73.851755 74.742615 
136.878471 70.247305 139.788190 75.760849 2.540000 1.270000 0.000000 1.270000 5.679613 5.236344 5.080000 5.236344 58.944534 56.957267 55.015504 53.124234 51.289044 102.711656 103.305060 103.910598 104.528059 98.235494 98.855771 99.488394 100.133128 102.621320 103.409248 104.206697 105.013449 98.671726 99.490938 100.319538 101.157296 77.941807 78.334758 78.807656 79.359072 79.987380 80.690786 81.467343 70.403511 70.838291 71.360885 71.969378 72.661614 73.435224 74.287665 
137.505730 71.461836 139.130328 74.540033 3.810000 2.540000 1.270000 0.000000 6.350000 5.679613 5.236344 5.080000 59.730401 57.770174 55.856677 53.994879 52.190313 102.130597 102.711656 103.305060 103.910598 97.627798 98.235494 98.855771 99.488394 101.843133 102.621320 103.409248 104.206697 97.862137 98.671726 99.490938 100.319538 77.775699 78.128208 78.561299 79.073646 79.663723 80.329814 81.070047 70.219574 70.609816 71.088725 71.654523 72.305172 73.038402 73.851755 
140.139072 66.449436 145.448210 77.017855 5.080000 5.236344 5.679613 6.350000 0.000000 1.270000 2.540000 3.810000 61.619601 59.504967 57.424821 55.383050 53.384058 108.390484 108.982567 109.586169 110.201102 103.910598 104.528059 105.157234 105.797912 108.192765 108.970010 109.756448 110.551881 104.206697 105.013449 105.829292 106.654018 83.344851 83.789478 84.308316 84.900005 85.563034 86.295759 87.096419 75.833200 76.321599 76.890845 77.539157 78.264569 79.064960 79.938078 
140.728881 67.684460 144.793786 75.774722 5.236344 5.080000 5.236344 5.679613 1.270000 0.000000 1.270000 2.540000 62.320032 60.229994 58.175778 56.161316 54.191039 107.810111 108.390484 108.982567 109.586169 103.305060 103.910598 104.528059 105.157234 107.424910 108.192765 108.970010 109.756448 103.409248 104.206697 105.013449 105.829292 83.150747 83.557809 84.039702 84.595145 85.222702 85.920792 86.687711 75.619817 76.067191 76.596223 77.205237 77.892355 78.655530 79.492573 
