54
# Circuit board instance
Size: large
Nodes: 54
0.000000 115.000000 115.000000 162.634560 88.786571 90.443348 92.140363 93.875434 95.646489 97.451566 99.288810 94.742898 96.297253 97.892841 99.527678 101.199864 102.907577 104.649078 78.194099 78.236479 78.299439 78.382927 83.272577 83.312374 83.371500 83.449915 69.313974 71.852954 74.392005 76.931118 79.470287 82.009508 84.548776 69.949684 72.466395 74.984676 77.504375 80.025358 82.547506 85.070717 37.329055 37.486296 37.813881 38.307441 38.960669 39.765696 40.713519 44.946571 45.077248 45.350033 45.762386 46.310578 46.989855 47.794629 
115.000000 0.000000 162.634560 115.000000 74.070968 76.049013 78.059590 80.100251 82.168752 84.263045 86.381253 69.477118 71.582219 73.714729 75.872339 78.052966 80.254735 82.475951 36.883768 36.973530 37.106566 37.282415 31.812219 31.916248 32.070270 32.273572 132.550460 133.895648 135.275156 136.687945 138.132994 139.609301 141.115885 126.117230 127.530294 128.977902 130.458904 131.972177 133.516622 135.091171 77.692635 77.768307 77.926740 78.167431 78.489623 78.892317 79.374289 70.073400 70.157291 70.332871 70.599456 70.956020 71.401216 71.933398 
115.000000 162.634560 0.000000 115.000000 89.195489 87.570425 85.989689 84.455770 82.971265 81.538873 80.161386 95.126216 93.604172 92.127023 90.696961 89.316250 87.987212 86.712223 137.422891 136.380279 135.341553 134.306802 140.374699 139.354173 138.337778 137.325606 45.758553 43.221120 40.684009 38.147281 35.611020 33.075333 30.540363 46.715912 44.233433 41.757872 39.290538 36.833084 34.387628 31.956925 119.908023 117.496801 115.091118 112.691330 110.297822 107.911011 105.531353 122.493551 120.134233 117.782432 115.438606 113.103251 110.776903 108.460141 
162.634560 115.000000 115.000000 0.000000 74.560635 72.608763 70.694269 68.820275 66.990178 65.207675 63.476775 69.998929 67.916081 65.865328 63.849761 61.872818 59.938323 58.050518 118.874498 117.667650 116.462145 115.258025 117.399962 116.177798 114.956671 113.736614 121.897673 120.968024 120.084912 119.249371 118.462409 117.724998 117.038076 114.869378 113.882370 112.943868 112.055093 111.217236 110.431456 109.698872 137.915268 135.824097 133.748467 131.689115 129.646815 127.622386 125.616693 133.771287 131.614290 129.471188 127.342683 125.229520 123.132487 121.052424 
88.786571 74.070968 89.195489 74.560635 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 56.151827 54.903652 53.656502 52.410448 57.297189 56.074514 54.853991 53.635764 67.022215 67.527068 68.122945 68.807482 69.578063 70.431862 71.365894 59.543356 60.111055 60.779681 61.545948 62.406257 63.356778 64.393516 63.938578 61.720445 59.528045 57.364327 55.232664 53.136913 51.081494 60.661194 58.318539 55.993095 53.687099 51.403169 49.144380 46.914365 
90.443348 76.049013 87.570425 72.608763 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 58.650989 57.400960 56.151827 54.903652 59.748461 58.521879 57.297189 56.074514 66.610456 67.022215 67.527068 68.122945 68.807482 69.578063 70.431862 59.079496 59.543356 60.111055 60.779681 61.545948 62.406257 63.356778 66.179857 63.938578 61.720445 59.528045 57.364327 55.232664 53.136913 63.019141 60.661194 58.318539 55.993095 53.687099 51.403169 49.144380 
92.140363 78.059590 85.989689 70.694269 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 61.153515 59.901858 58.650989 57.400960 62.206853 60.976821 59.748461 58.521879 66.293527 66.610456 67.022215 67.527068 68.122945 68.807482 69.578063 58.721936 59.079496 59.543356 60.111055 60.779681 61.545948 62.406257 68.442007 66.179857 63.938578 61.720445 59.528045 57.364327 55.232664 65.390725 63.019141 60.661194 58.318539 55.993095 53.687099 51.403169 
93.875434 80.100251 84.455770 68.820275 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 63.659010 62.405914 61.153515 59.901858 64.671553 63.438460 62.206853 60.976821 66.072791 66.293527 66.610456 67.022215 67.527068 68.122945 68.807482 58.472624 58.721936 59.079496 59.543356 60.111055 60.779681 61.545948 70.723026 68.442007 66.179857 63.938578 61.720445 59.528045 57.364327 67.774516 65.390725 63.019141 60.661194 58.318539 55.993095 53.687099 
95.646489 82.168752 82.971265 66.990178 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 66.167136 64.912763 63.659010 62.405914 67.141865 65.906047 64.671553 63.438460 65.949215 66.072791 66.293527 66.610456 67.022215 67.527068 68.122945 58.332949 58.472624 58.721936 59.079496 59.543356 60.111055 60.779681 73.021145 70.723026 68.442007 66.179857 63.938578 61.720445 59.528045 70.169269 67.774516 65.390725 63.019141 60.661194 58.318539 55.993095 
97.451566 84.263045 81.538873 65.207675 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 68.677605 67.422094 66.167136 64.912763 69.617193 68.378936 67.141865 65.906047 65.923344 65.949215 66.072791 66.293527 66.610456 67.022215 67.527068 58.303699 58.332949 58.472624 58.721936 59.079496 59.543356 60.111055 75.334800 73.021145 70.723026 68.442007 66.179857 63.938578 61.720445 72.573898 70.169269 67.774516 65.390725 63.019141 60.661194 58.318539 
99.288810 86.381253 80.161386 63.476775 15.240000 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 17.038838 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 71.190170 69.933640 68.677605 67.422094 72.097021 70.856574 69.617193 68.378936 65.995295 65.923344 65.949215 66.072791 66.293527 66.610456 67.022215 58.385040 58.303699 58.332949 58.472624 58.721936 59.079496 59.543356 77.662602 75.334800 73.021145 70.723026 68.442007 66.179857 63.938578 74.987455 72.573898 70.169269 67.774516 65.390725 63.019141 60.661194 
94.742898 69.477118 95.126216 69.998929 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 55.271073 54.002545 52.734088 51.465706 55.744170 54.486657 53.229737 51.973453 74.529672 74.983996 75.521059 76.139112 76.836200 77.610193 78.458815 67.022215 67.527068 68.122945 68.807482 69.578063 70.431862 71.365894 67.916360 65.832390 63.781488 61.766951 59.792452 57.862092 55.980436 63.938578 61.720445 59.528045 57.364327 55.232664 53.136913 51.081494 
