39
# Circuit board instance
Size: large
Nodes: 39
0.000000 115.000000 115.000000 162.634560 112.139086 113.522649 114.945693 116.406770 117.904465 67.157729 67.780394 68.420968 69.078952 71.647632 72.231602 72.833037 73.451509 123.701781 125.549392 127.420846 129.315108 131.231192 133.168156 135.125100 129.086939 130.858537 132.655113 134.475664 136.319232 138.184893 140.071766 119.881843 120.566551 121.260695 121.964113 124.202239 124.863258 125.533645 126.213251 
115.000000 0.000000 162.634560 115.000000 109.345564 108.094725 106.889616 105.731801 104.622850 64.892039 65.536233 66.198526 66.878379 60.545844 61.235777 61.944066 62.670090 94.121041 96.536467 98.958131 101.385586 103.818426 106.256282 108.698815 92.018897 94.488076 96.960913 99.437136 101.916498 104.398776 106.883766 65.638379 66.880744 68.124128 69.368476 64.765243 66.024040 67.283257 68.542873 
115.000000 162.634560 0.000000 115.000000 63.547818 65.958642 68.378820 70.807391 73.243522 101.355774 100.324046 99.297841 98.277332 104.384939 103.383445 102.387908 101.398503 89.269040 88.573588 87.946022 87.387803 86.900269 86.484614 86.141880 96.593316 95.950965 95.371955 94.857447 94.408494 94.026037 93.710888 113.290001 112.726045 112.173634 111.632938 117.852298 117.310278 116.779554 116.260281 
162.634560 115.000000 115.000000 0.000000 58.477371 56.103656 53.745146 51.403934 49.082495 99.868959 98.821709 97.779738 96.743217 97.101141 96.023709 94.951039 93.883292 39.058946 37.442226 35.932471 34.543709 33.291086 32.190499 31.258010 33.679494 31.790365 29.997492 28.319161 26.776921 25.395576 24.202691 52.643754 51.418887 50.196263 48.976050 51.550992 50.299522 49.049004 47.799513 
112.139086 109.345564 63.547818 58.477371 0.000000 2.540000 5.080000 7.620000 10.160000 62.188050 60.918374 59.648711 58.379063 62.281977 61.014256 59.746631 58.479109 25.859609 25.467338 25.324978 25.436723 25.799272 26.402295 27.229821 33.357598 33.054429 32.944870 33.030847 33.310845 33.780041 34.430700 51.111784 50.365912 49.641328 48.938978 55.275881 54.586936 53.919106 53.273184 
113.522649 108.094725 65.958642 56.103656 2.540000 0.000000 2.540000 5.080000 7.620000 62.296571 61.029153 59.761844 58.494651 62.183177 60.913399 59.643631 58.373872 23.377819 22.943156 22.785029 22.909167 23.311060 23.976744 24.885060 30.851626 30.523577 30.404900 30.498038 30.801069 31.307901 32.008852 49.094450 48.317446 47.561665 46.828134 53.173933 52.457390 51.762091 51.088905 
114.945693 106.889616 68.378820 53.745146 5.080000 2.540000 0.000000 2.540000 5.080000 62.508201 61.245162 59.982417 58.719985 62.188050 60.918374 59.648711 58.379063 20.910015 20.422896 20.245094 20.384705 20.835349 21.577547 22.582571 28.351710 27.994383 27.864935 27.966533 28.296688 28.847553 29.606811 47.127685 46.317699 45.528734 44.761901 51.111784 50.365912 49.641328 48.938978 
116.406770 105.731801 70.807391 51.403934 7.620000 5.080000 2.540000 0.000000 2.540000 62.821898 61.565295 60.309253 59.053808 62.296571 61.029153 59.761844 58.494651 18.461803 17.908214 17.705178 17.864649 18.377194 19.214578 20.336715 25.859609 25.467338 25.324978 25.436723 25.799272 26.402295 27.229821 45.218090 44.373260 43.549082 42.746751 49.094450 48.317446 47.561665 46.828134 
117.904465 104.622850 73.243522 49.082495 10.160000 7.620000 5.080000 2.540000 0.000000 63.236142 61.987937 60.740636 59.494295 62.508201 61.245162 59.982417 58.719985 16.042159 15.401845 15.165289 15.351168 15.944714 16.903038 18.168507 23.377819 22.943156 22.785029 22.909167 23.311060 23.976744 24.885060 43.373215 42.491721 41.630310 40.790254 47.127685 46.317699 45.528734 44.761901 
67.157729 64.892039 101.355774 99.868959 62.188050 62.296571 62.508201 62.821898 63.236142 0.000000 1.270000 2.540000 3.810000 5.080000 5.236344 5.679613 6.350000 62.894300 65.202725 67.527780 69.867803 72.221339 74.587111 76.963988 66.489667 68.677349 70.888531 73.121082 75.373103 77.642900 79.928958 53.005187 53.775261 54.564029 55.370693 57.154822 57.869703 58.603388 59.355181 
67.780394 65.536233 100.324046 98.821709 60.918374 61.029153 61.245162 61.565295 61.987937 1.270000 0.000000 1.270000 2.540000 5.236344 5.080000 5.236344 5.679613 61.746907 64.046321 66.363283 68.696015 71.042965 73.402769 75.774226 65.405377 67.580427 69.780142 72.002260 74.244770 76.505878 78.783985 52.254635 53.005187 53.775261 54.564029 56.459461 57.154822 57.869703 58.603388 
68.420968 66.198526 99.297841 97.779738 59.648711 59.761844 59.982417 60.309253 60.740636 2.540000 1.270000 0.000000 1.270000 5.679613 5.236344 5.080000 5.236344 60.604404 62.894300 65.202725 67.527780 69.867803 72.221339 74.587111 64.327884 66.489667 68.677349 70.888531 73.121082 75.373103 77.642900 51.524457 52.254635 53.005187 53.775261 55.784348 56.459461 57.154822 57.869703 
69.078952 66.878379 98.277332 96.743217 58.379063 58.494651 58.719985 59.053808 59.494295 3.810000 2.540000 1.270000 0.000000 6.350000 5.679613 5.236344 5.080000 59.467074 61.746907 64.046321 66.363283 68.696015 71.042965 73.402769 63.257535 65.405377 67.580427 69.780142 72.002260 74.244770 76.505878 50.815532 51.524457 52.254635 53.005187 55.130229 55.784348 56.459461 57.154822 
71.647632 60.545844 104.384939 97.101141 62.281977 62.183177 62.188050 62.296571 62.508201 5.080000 5.236344 5.679613 6.350000 0.000000 1.270000 2.540000 3.810000 60.910484 63.291307 65.684055 68.087473 70.500468 72.922090 75.351507 64.014457 66.283883 68.572289 70.877836 73.198904 75.534064 77.882047 49.030999 49.862487 50.712151 51.579091 53.005187 53.775261 54.564029 55.370693 
72.231602 61.235777 103.383445 96.023709 61.014256 60.913399 60.918374 61.029153 61.245162 5.236344 5.080000 5.236344 5.679613 1.270000 0.000000 1.270000 2.540000 59.724991 62.099319 64.486273 66.884502 69.292835 71.710255 74.135872 62.887505 65.146673 67.425834 69.723025 72.036523 74.364806 76.706526 48.218626 49.030999 49.862487 50.712151 52.254635 53.005187 53.775261 54.564029 
72.833037 61.944066 102.387908 94.951039 59.746631 59.643631 59.648711 59.761844 59.982417 5.679613 5.236344 5.080000 5.236344 2.540000 1.270000 0.000000 1.270000 58.543043 60.910484 63.291307 65.684055 68.087473 70.500468 72.922090 61.766103 64.014457 66.283883 68.572289 70.877836 73.198904 75.534064 47.426350 48.218626 49.030999 49.862487 51.524457 52.254635 53.005187 53.775261 
73.451509 62.670090 101.398503 93.883292 58.479109 58.373872 58.379063 58.494651 58.719985 6.350000 5.679613 5.236344 5.080000 3.810000 2.540000 1.270000 0.000000 57.364858 59.724991 62.099319 64.486273 66.884502 69.292835 71.710255 60.650561 62.887505 65.146673 67.425834 69.723025 72.036523 74.364806 46.655196 47.426350 48.218626 49.030999 50.815532 51.524457 52.254635 53.005187 
123.701781 94.121041 89.269040 39.058946 25.859609 23.377819 20.910015 18.461803 16.042159 62.894300 61.746907 60.604404 59.467074 60.910484 59.724991 58.543043 57.364858 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 29.711555 28.642274 27.590017 26.556808 32.687735 31.718943 30.772074 29.849213 
125.549392 96.536467 88.573588 37.442226 25.467338 22.943156 20.422896 17.908214 15.401845 65.202725 64.046321 62.894300 61.746907 63.291307 62.099319 60.910484 59.724991 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 31.894312 30.796086 29.711555 28.642274 34.683694 33.676556 32.687735 31.718943 
127.420846 98.958131 87.946022 35.932471 25.324978 22.785029 20.245094 17.705178 15.165289 67.527780 66.363283 65.202725 64.046321 65.684055 64.486273 63.291307 62.099319 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 34.126543 33.004865 31.894312 30.796086 36.746870 35.707599 34.683694 33.676556 
129.315108 101.385586 87.387803 34.543709 25.436723 22.909167 20.384705 17.864649 15.351168 69.867803 68.696015 67.527780 66.363283 68.087473 66.884502 65.684055 64.486273 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 36.399148 35.258283 34.126543 33.004865 38.866560 37.800239 36.746870 35.707599 
131.231192 103.818426 86.900269 33.291086 25.799272 23.311060 20.835349 18.377194 15.944714 72.221339 71.042965 69.867803 68.696015 70.500468 69.292835 68.087473 66.884502 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 38.705015 37.548305 36.399148 35.258283 41.034007 39.944796 38.866560 37.800239 
133.168156 106.256282 86.484614 32.190499 26.402295 23.976744 21.577547 19.214578 16.903038 74.587111 73.402769 72.221339 71.042965 72.922090 71.710255 70.500468 69.292835 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 41.038538 39.868622 38.705015 37.548305 43.242030 42.133342 41.034007 39.944796 
135.125100 108.698815 86.141880 31.258010 27.229821 24.885060 22.582571 20.336715 18.168507 76.963988 75.774226 74.587111 73.402769 75.351507 74.135872 72.922090 71.710255 15.240000 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 17.038838 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 43.395256 42.214240 41.038538 39.868622 45.484720 44.359368 43.242030 42.133342 
