62
# Circuit board instance
Size: large
Nodes: 62
0.000000 140.000000 140.000000 197.989899 91.396201 92.862231 94.373861 95.928934 97.525373 99.161179 100.834438 97.763973 99.135880 100.553241 102.014161 103.516796 105.059356 106.640108 86.417103 87.575363 88.736682 89.900939 88.635437 89.765078 90.898425 92.035340 37.904477 39.157820 40.412204 41.667533 39.060751 40.278130 41.498664 42.722081 106.320820 106.712103 107.162177 107.670305 108.235670 108.857379 109.534475 113.868350 114.233783 114.654335 115.129401 115.658310 116.240326 116.874657 72.662278 74.227333 75.845174 77.512497 79.226177 80.983271 82.781015 78.862662 80.306972 81.804666 83.352865 84.948808 86.589856 88.273492 
140.000000 0.000000 197.989899 140.000000 83.003714 84.615276 86.271527 87.969945 89.708133 91.483826 93.294880 77.204567 78.934616 80.707529 82.520542 84.371073 86.256705 88.175186 130.679939 131.448754 132.225298 133.009434 126.661641 127.454698 128.255426 129.063684 138.907845 139.255071 139.612987 139.981511 134.022320 134.382171 134.753030 135.134808 37.915812 38.999549 40.214724 41.549808 42.993629 44.535615 46.165930 31.078821 32.392116 33.845360 35.421333 37.104400 38.880655 40.737911 93.194499 94.419834 95.696910 97.023684 98.398146 99.818327 101.282302 86.551301 87.869323 89.240190 90.661503 92.130929 93.646202 95.205134 
140.000000 197.989899 0.000000 140.000000 115.844293 113.924662 112.029729 110.160769 108.319125 106.506216 104.723533 120.931505 119.093901 117.282517 115.498587 113.743403 112.018315 110.324735 70.922271 69.827624 68.739009 67.656719 73.609058 72.554959 71.507876 70.468124 102.797502 101.529858 100.262273 98.994750 103.229450 101.967176 100.705095 99.443217 163.295098 161.361225 159.444361 157.545126 155.664165 153.802149 151.959775 168.306783 166.431155 164.573353 162.733989 160.913693 159.113122 157.332951 112.090529 109.922595 107.770917 105.636486 103.520371 101.423716 99.347756 116.205850 114.116125 112.045006 109.993546 107.962864 105.954156 103.968695 
197.989899 140.000000 140.000000 0.000000 109.344644 107.308804 105.294877 103.304142 101.337968 99.397812 97.485226 105.010380 102.888815 100.786605 98.704987 96.645292 94.608951 92.597506 120.992971 120.354592 119.726280 119.108196 116.641434 115.979105 115.326957 114.685166 168.600019 167.830129 167.066344 166.308751 164.598176 163.809478 163.026858 162.250403 129.610111 127.164999 124.723679 122.286380 119.853345 117.424840 115.001153 127.777405 125.296533 122.818079 120.342191 117.869032 115.398776 112.931614 126.371258 124.452341 122.556022 120.683368 118.835497 117.013582 115.218856 121.554958 119.558764 117.583551 115.630395 113.700432 111.794863 109.914956 
91.396201 83.003714 115.844293 109.344644 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 15.240000 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 17.038838 47.773065 48.496968 49.242988 50.010135 43.660979 44.451899 45.264636 46.098037 70.517989 70.267588 70.039324 69.833413 65.555093 65.285659 65.039913 64.818122 47.459104 45.519731 43.642048 41.834364 40.106145 38.468103 36.932239 52.609758 50.867139 49.193987 47.597626 46.086038 44.667829 43.352166 19.108497 18.202972 17.620016 17.392093 17.533056 18.034256 18.867007 12.577091 11.153330 10.174159 9.774122 10.022805 10.875797 12.207068 
92.862231 84.615276 113.924662 107.308804 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 12.700000 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 14.810618 46.395719 47.072299 47.773065 48.496968 42.149474 42.893085 43.660979 44.451899 71.084246 70.790292 70.517989 70.267588 66.163837 65.847922 65.555093 65.285659 49.452912 47.459104 45.519731 43.642048 41.834364 40.106145 38.468103 54.415168 52.609758 50.867139 49.193987 47.597626 46.086038 44.667829 20.293455 19.108497 18.202972 17.620016 17.392093 17.533056 18.034256 14.313381 12.577091 11.153330 10.174159 9.774122 10.022805 10.875797 
94.373861 86.271527 112.029729 105.294877 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.160000 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 12.700000 45.119430 45.744398 46.395719 47.072299 40.740378 41.431454 42.149474 42.893085 71.736018 71.399581 71.084246 70.790292 66.863590 66.502508 66.163837 65.847922 51.494831 49.452912 47.459104 45.519731 43.642048 41.834364 40.106145 56.277328 54.415168 52.609758 50.867139 49.193987 47.597626 46.086038 21.712143 20.293455 19.108497 18.202972 17.620016 17.392093 17.533056 16.262402 14.313381 12.577091 11.153330 10.174159 9.774122 10.022805 
95.928934 87.969945 110.160769 103.304142 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 7.620000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 10.776307 43.953003 44.521925 45.119430 45.744398 39.444668 40.077640 40.740378 41.431454 72.471000 72.093260 71.736018 71.399581 67.651527 67.246721 66.863590 66.502508 53.579361 51.494831 49.452912 47.459104 45.519731 43.642048 41.834364 58.190789 56.277328 54.415168 52.609758 50.867139 49.193987 47.597626 23.321947 21.712143 20.293455 19.108497 18.202972 17.620016 17.392093 18.356519 16.262402 14.313381 12.577091 11.153330 10.174159 9.774122 
97.525373 89.708133 108.319125 101.337968 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 5.080000 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 9.158100 42.905397 43.413786 43.953003 44.521925 38.273862 38.842918 39.444668 40.077640 73.286687 72.868918 72.471000 72.093260 68.524608 68.077622 67.651527 67.246721 55.701719 53.579361 51.494831 49.452912 47.459104 45.519731 43.642048 60.150657 58.190789 56.277328 54.415168 52.609758 50.867139 49.193987 25.086101 23.321947 21.712143 20.293455 19.108497 18.202972 17.620016 20.551424 18.356519 16.262402 14.313381 12.577091 11.153330 10.174159 
99.161179 91.483826 106.506216 99.397812 12.700000 10.160000 7.620000 5.080000 2.540000 0.000000 2.540000 14.810618 12.700000 10.776307 9.158100 8.032185 7.620000 8.032185 41.985508 42.428942 42.905397 43.413786 37.239741 37.738979 38.273862 38.842918 74.180418 73.723969 73.286687 72.868918 69.479622 68.992079 68.524608 68.077622 57.857741 55.701719 53.579361 51.494831 49.452912 47.459104 45.519731 62.152540 60.150657 58.190789 56.277328 54.415168 52.609758 50.867139 26.974338 25.086101 23.321947 21.712143 20.293455 19.108497 18.202972 22.818052 20.551424 18.356519 16.262402 14.313381 12.577091 11.153330 
