20
# Circuit board instance
Width: 50
Height: 50
Components: 2
Total holes: 20
Size category: small
0.000000 40.000000 40.000000 56.568542 36.336798 36.985820 37.666492 38.377132 40.820190 41.398984 42.008210 42.646562 14.294430 15.522986 16.757723 17.997368 16.385427 17.467529 18.573442 19.699156 
40.000000 0.000000 56.568542 40.000000 19.993594 21.150220 22.319175 23.498620 18.419252 19.668676 20.920578 22.174539 38.760818 39.230516 39.735268 40.273757 34.061011 34.594578 35.165936 35.773272 
40.000000 56.568542 0.000000 40.000000 38.370940 37.660550 36.980141 36.331397 42.640991 42.002882 41.393911 40.815382 26.483111 25.226722 23.971769 22.718488 27.667790 26.467697 25.274437 24.089025 
56.568542 40.000000 40.000000 0.000000 23.488507 22.309145 21.140287 19.983776 22.163822 20.909877 19.657995 18.408594 44.714935 43.982472 43.274889 42.593426 40.708438 39.902497 39.121189 38.366019 
36.336798 19.993594 38.370940 23.488507 0.000000 1.270000 2.540000 3.810000 5.080000 5.236344 5.679613 6.350000 28.067017 27.900085 27.790248 27.738182 23.060579 22.857113 22.722912 22.659206 
36.985820 21.150220 37.660550 22.309145 1.270000 0.000000 1.270000 2.540000 5.236344 5.080000 5.236344 5.679613 28.290033 28.067017 27.900085 27.790248 23.331498 23.060579 22.857113 22.722912 
37.666492 22.319175 36.980141 21.140287 2.540000 1.270000 0.000000 1.270000 5.679613 5.236344 5.080000 5.236344 28.567819 28.290033 28.067017 27.900085 23.667554 23.331498 23.060579 22.857113 
38.377132 23.498620 36.331397 19.983776 3.810000 2.540000 1.270000 0.000000 6.350000 5.679613 5.236344 5.080000 28.898795 28.567819 28.290033 28.067017 24.066018 23.667554 23.331498 23.060579 
40.820190 18.419252 42.640991 22.163822 5.080000 5.236344 5.679613 6.350000 0.000000 1.270000 2.540000 3.810000 33.095882 32.954434 32.861494 32.817476 28.067017 27.900085 27.790248 27.738182 
41.398984 19.668676 42.002882 20.909877 5.236344 5.080000 5.236344 5.679613 1.270000 0.000000 1.270000 2.540000 33.285221 33.095882 32.954434 32.861494 28.290033 28.067017 27.900085 27.790248 
42.008210 20.920578 41.393911 19.657995 5.679613 5.236344 5.080000 5.236344 2.540000 1.270000 0.000000 1.270000 33.521638 33.285221 33.095882 32.954434 28.567819 28.290033 28.067017 27.900085 
42.646562 22.174539 40.815382 18.408594 6.350000 5.679613 5.236344 5.080000 3.810000 2.540000 1.270000 0.000000 33.804146 33.521638 33.285221 33.095882 28.898795 28.567819 28.290033 28.067017 
14.294430 38.760818 26.483111 44.714935 28.067017 28.290033 28.567819 28.898795 33.095882 33.285221 33.521638 33.804146 0.000000 1.270000 2.540000 3.810000 5.080000 5.236344 5.679613 6.350000 
15.522986 39.230516 25.226722 43.982472 27.900085 28.067017 28.290033 28.567819 32.954434 33.095882 33.285221 33.521638 1.270000 0.000000 1.270000 2.540000 5.236344 5.080000 5.236344 5.679613 
16.757723 39.735268 23.971769 43.274889 27.790248 27.900085 28.067017 28.290033 32.861494 32.954434 33.095882 33.285221 2.540000 1.270000 0.000000 1.270000 5.679613 5.236344 5.080000 5.236344 
17.997368 40.273757 22.718488 42.593426 27.738182 27.790248 27.900085 28.067017 32.817476 32.861494 32.954434 33.095882 3.810000 2.540000 1.270000 0.000000 6.350000 5.679613 5.236344 5.080000 
16.385427 34.061011 27.667790 40.708438 23.060579 23.331498 23.667554 24.066018 28.067017 28.290033 28.567819 28.898795 5.080000 5.236344 5.679613 6.350000 0.000000 1.270000 2.540000 3.810000 
17.467529 34.594578 26.467697 39.902497 22.857113 23.060579 23.331498 23.667554 27.900085 28.067017 28.290033 28.567819 5.236344 5.080000 5.236344 5.679613 1.270000 0.000000 1.270000 2.540000 
18.573442 35.165936 25.274437 39.121189 22.722912 22.857113 23.060579 23.331498 27.790248 27.900085 28.067017 28.290033 5.679613 5.236344 5.080000 5.236344 2.540000 1.270000 0.000000 1.270000 
19.699156 35.773272 24.089025 38.366019 22.659206 22.722912 22.857113 23.060579 27.738182 27.790248 27.900085 28.067017 6.350000 5.679613 5.236344 5.080000 3.810000 2.540000 1.270000 0.000000 
